 	non	aveva	dove	aveva	per	stare	</S>
a7	0.129734010698	0.0558983274575	0.148675308	0.0361738006749	0.173041472513	0.415266868447	0.041210218757
a31	0.0830939827066	0.0676394223379	0.13325631108	0.0552391722762	0.209519305202	0.402170463609	0.0490813535523
a29	0.106338192924	0.0404877096768	0.075065016392	0.0460655957292	0.180306163819	0.520121202623	0.0316161085472
a19	0.176549510888	0.0380509993867	0.104799762923	0.0349495645429	0.113224958725	0.492014030974	0.0404111505588
a46	0.182892688829	0.0547275107042	0.155606407414	0.0436661927183	0.082392642515	0.376097108338	0.10461742088
a31	0.13210798521	0.0563940905014	0.150026504405	0.0597192799288	0.0847716942117	0.330626676513	0.18635374396
a38	0.111132904203	0.0598465867205	0.119664561642	0.0743962699923	0.0842254919372	0.315609817104	0.235124351987
a31	0.111550039734	0.0790709964935	0.109812860721	0.0847913199174	0.0850010500457	0.281217673168	0.248556041996
a20	0.160612073711	0.0973734484512	0.11293787664	0.101488606819	0.0868943019486	0.213319517189	0.227374164399
a31	0.179937198304	0.11674993395	0.142392885947	0.11550196134	0.0906510125162	0.152087034196	0.202679979866
a0	0.158401736501	0.166721115983	0.162584293316	0.125780965647	0.0876446135721	0.127505960132	0.171361319009
a31	0.152685388434	0.192394856394	0.149316519772	0.155829297882	0.0951896724574	0.112522310044	0.142061959723
a46	0.152594860411	0.203459777198	0.150274820257	0.162665508361	0.0995851411125	0.102105009015	0.129314896094
a18	0.179912126804	0.219870018799	0.140940161486	0.14525932852	0.0936113155308	0.103872033938	0.116535031885
</S>	0.192619705402	0.2145726794	0.137432832343	0.14111036026	0.0939113000654	0.107126967469	0.113226176943
