 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a20	0.0527268984945	0.130090691091	0.279137188531	0.0223985702	0.015501433858	0.04032376968	0.09586200857	0.02946365824	0.0455576339	0.09259460647	0.00611747476	0.019187023494	0.0049226052423	0.005534265429	0.154624229946	0.005957954826
a11	0.0412900303115	0.0786013691523	0.27717863311	0.02083865564	0.012992434418	0.0423989438	0.122456678843	0.0334678148133	0.0464138169133	0.09783138141	0.008241808464	0.041572850518	0.0477777371563	0.0114454333497	0.0926491820213	0.0248432428087
a38	0.0249908217038	0.0825601834194	0.267498906937	0.0177593762733	0.007088986646	0.0484404139467	0.175847179148	0.0247331107644	0.0300394635844	0.0585672681567	0.008160162268	0.0682572312193	0.0818102352131	0.0343166434566	0.0334768895715	0.0364531611562
a37	0.0197506772746	0.0763789015198	0.243188395192	0.0169511841444	0.005852503962	0.0574581658889	0.188746933916	0.0340865951481	0.0439150811281	0.0659697588856	0.0150695405427	0.0722470416064	0.060324487722	0.0531509159655	0.0220376675602	0.0248721806054
a11	0.0195692185262	0.0484038478399	0.252816454177	0.0132204463615	0.005144921888	0.053809947163	0.153466352439	0.053335653916	0.0832899850427	0.104354768362	0.0283953896942	0.0557803269355	0.0386688615893	0.0507059905552	0.0222765082667	0.0167613435418
a13	0.0217317757514	0.0381379833466	0.230514439926	0.0128569590405	0.003530280566	0.054702832121	0.119142446213	0.0669059222387	0.122761056881	0.145692389321	0.0350953201114	0.0427593859118	0.0268565264951	0.0443834508317	0.0178334342509	0.0170958052623
a37	0.0219805417118	0.0356578415822	0.182746559609	0.0179326034335	0.00316273318867	0.0653023177737	0.112227545138	0.0737117626129	0.142346194627	0.168408601907	0.0357983953705	0.0383317099306	0.0197517743985	0.0402432266639	0.0178764389383	0.0245217585991
a31	0.0227115638066	0.0403383753941	0.17715198897	0.0222877224645	0.00310972661889	0.0772850023246	0.161200492046	0.0694592221376	0.112557582009	0.164207779902	0.0290835724168	0.0321464173635	0.0171758699099	0.0330061413546	0.0163904910314	0.0218880510937
a24	0.0222696825249	0.042496731838	0.163052645257	0.0251248188748	0.00541368659163	0.0702583534415	0.170116969415	0.0645199397792	0.109989668803	0.164742802167	0.0275505542189	0.0305010073878	0.0141768280949	0.0377959262782	0.0128335952405	0.0391567834419
a31	0.027562167051	0.0434359058393	0.132411106819	0.0280922080649	0.00946323257721	0.0746258852138	0.132464371672	0.0623936371931	0.126544270401	0.157698155676	0.0380357161263	0.0299881801693	0.0141296314356	0.0604893490461	0.0104183641788	0.052247825814
a39	0.032248109033	0.0406599661198	0.0998534076463	0.024512012335	0.0099618008724	0.0723473344379	0.132696836757	0.069298396331	0.1417185456	0.153905588112	0.0497678581754	0.0260160751431	0.0150666603879	0.0740999400687	0.0108234163439	0.0470240678282
a31	0.0348976414017	0.0338970617266	0.0987734523221	0.0253085642983	0.0132658162108	0.0605735055793	0.114669760986	0.068620300177	0.147980104533	0.146110408804	0.0455518280585	0.036382853601	0.019039472628	0.103463804956	0.0116235281502	0.0398418931796
a13	0.0432682337046	0.0323139744489	0.100145314934	0.0258457324928	0.0151314119503	0.0652355789931	0.101159970195	0.0622359061257	0.151422087178	0.149942769501	0.0360464697528	0.0410263538003	0.020612867628	0.112592160539	0.0121156602794	0.0309054942992
a41	0.0399674239682	0.026617249283	0.0542419388313	0.0180311510443	0.0165257969968	0.0501767817977	0.0836864967317	0.0650337553752	0.197990085393	0.189376944167	0.0467151527176	0.0311541136001	0.0137255644747	0.107988715633	0.0125500803765	0.0462187494391
a33	0.0346537159647	0.0231636056277	0.0289081502438	0.0125556549481	0.0238630047189	0.0314595613126	0.0569866141772	0.0513176291584	0.200951398731	0.222804037162	0.0601896591859	0.0489870416934	0.0315036541049	0.116932706211	0.0130944674155	0.0426291020644
a31	0.0405058888756	0.0204050537626	0.0286905143879	0.0182003471627	0.0234147235663	0.0485357509709	0.0613383162924	0.0416672419528	0.167693834377	0.213094470247	0.0697634499086	0.0721198924578	0.0415995179983	0.114715903837	0.0170875379585	0.0211675599195
a37	0.0450175179392	0.0174748568009	0.0304133468026	0.0215379486609	0.0217888574621	0.0595606574103	0.0670692472641	0.0480723345843	0.154316501326	0.231169689236	0.0672366392029	0.0609762425259	0.0264541396361	0.108461525699	0.0183325268762	0.0221179842305
a31	0.0387957032397	0.0189786433603	0.0271367852542	0.0245730601776	0.0239010788474	0.0507385304168	0.0658941269947	0.0483518951281	0.165189504442	0.237894579385	0.0743539544676	0.059704329482	0.0218816627122	0.0986186301863	0.0206969294609	0.0232905945115
a11	0.0361175402399	0.0206059111401	0.0274559220447	0.0286808303232	0.0358502185691	0.0485919994856	0.0674066189049	0.0524199807094	0.175284942147	0.208706389435	0.0827877120892	0.0650142507607	0.0200155551776	0.0841266286688	0.0223586681425	0.0245768370565
a0	0.0388925126726	0.02101236866	0.0242248252949	0.0248003116744	0.047072732603	0.0424891723152	0.0603091399683	0.0625988810365	0.175800996049	0.227770890145	0.0844254983631	0.0564455133869	0.0193549466459	0.0625617323029	0.0196040408648	0.0326364449675
a31	0.0408490252002	0.02234483753	0.0289574241916	0.0338760739315	0.0409941159143	0.0458123488584	0.0608895945894	0.0587944675455	0.164436750216	0.208983032928	0.098362753121	0.0555751854623	0.0257078576313	0.0618352572743	0.0249140254389	0.0276672426425
a28	0.0461999905221	0.0251288825533	0.0322317603572	0.0370074669638	0.0538753440381	0.0511122898195	0.0708883274631	0.0578765129152	0.150136709605	0.177349483189	0.094614530707	0.0622651619541	0.0276026675331	0.0573908516914	0.0282247370196	0.0280952668782
a31	0.0479279147004	0.027809871754	0.0332022712737	0.0363269899929	0.0604357846527	0.0508961808485	0.073070493341	0.0565218603717	0.133435358735	0.158057695663	0.101721301236	0.0674798383847	0.0285448764637	0.0590934325905	0.0315102828399	0.0339658330581
a41	0.0539937978031	0.0306101150076	0.0371401703792	0.038720767956	0.0584682819242	0.0496380929248	0.0800090682337	0.0577052720572	0.116589813778	0.142137126354	0.0991453977453	0.0778830954616	0.0315449375072	0.0563389130102	0.0356014343866	0.034473712652
a31	0.0589427021868	0.0332656509699	0.0389431672451	0.0374583589793	0.0596003729747	0.0482539827716	0.0795758758779	0.0592373475524	0.108666866593	0.130907055918	0.0943187715818	0.0833901004872	0.0375693719024	0.0482689292101	0.0419941216302	0.0396073231733
a20	0.0617912390413	0.0350303616173	0.0413825948004	0.0396813897204	0.0570109989249	0.0455472477205	0.082906874026	0.0604352985841	0.103255705864	0.121036070933	0.0896372606873	0.0860003002624	0.0417290697008	0.0461143581034	0.0468148540181	0.0416263780704
a24	0.0661616839371	0.0351289688191	0.0393415708668	0.0376629113535	0.0650999440416	0.0478256652935	0.0850272504753	0.0708233997947	0.113171655621	0.127173654538	0.0765439558558	0.0874641737875	0.0371636473136	0.0340229677878	0.042313671966	0.0350748886048
a46	0.056027600969	0.0307761594797	0.0341788325556	0.0367080541445	0.0619013025205	0.0465006059512	0.0710566832251	0.0674636948649	0.131320463874	0.128409827179	0.0749797261519	0.0791488313958	0.0385189682579	0.0644231561426	0.0462162187487	0.0323698782483
a31	0.0526884651263	0.0268817657006	0.0329277100559	0.0382913840228	0.0531052858068	0.0483975893404	0.0776958127417	0.061774870055	0.140442109291	0.134301335726	0.075031352784	0.0622897102653	0.0383807718593	0.0786024138542	0.0448574001629	0.0343320148828
a0	0.0622923758388	0.0274971445209	0.0341623100893	0.0366781123023	0.0704974225956	0.0774309064501	0.0828689677139	0.058446406185	0.12466624523	0.134127183775	0.0737231264613	0.0754500191551	0.0317191986664	0.0448507253047	0.0343049860076	0.0312848622209
a18	0.0583810426063	0.0260058224803	0.0303079736298	0.0339389213341	0.0816331330652	0.0905846274634	0.0797978307713	0.059704473795	0.118923661343	0.146333266192	0.0626805873538	0.091953704585	0.0296631908355	0.0315807603282	0.0291451643292	0.029365848931
