 	lo	sentii	che	arrivò	</S>
a11	0.4209708053	0.24755645161	0.05903859023	0.187029581469	0.085404534535
a31	0.26277648434	0.43422982387	0.0556295927033	0.165412816136	0.0819512822043
a28	0.150123209953	0.57773151847	0.0648738091344	0.178043904241	0.0292275576808
a37	0.109786568918	0.56046817287	0.113608604591	0.201415468293	0.0147211917469
a20	0.166920098639	0.51144812049	0.15483195541	0.15397105863	0.0128288013023
a31	0.198871488946	0.511457398497	0.142995717657	0.13706454563	0.00961089620077
a1	0.249065478915	0.440709352699	0.126946299659	0.167860667577	0.0154182500203
a0	0.386374810838	0.319421624433	0.132591440706	0.124285092652	0.0373270675068
a17	0.472909814279	0.284114602011	0.128988999635	0.0694604399707	0.0445261515689
a31	0.48578523816	0.210912034684	0.119438618612	0.138545806897	0.0453183022696
a0	0.483183858787	0.151855947308	0.107543624937	0.176131293352	0.0812852757032
a46	0.446395479596	0.139502899503	0.104268687179	0.185880755517	0.123952180301
a31	0.338152434399	0.130019354168	0.11563128406	0.260248512506	0.155948417834
a18	0.267533666933	0.135083015856	0.12146160802	0.285248659502	0.190673054211
a31	0.229123254578	0.157672110885	0.13317994734	0.273687082501	0.20633761767
a39	0.190300663526	0.181503578962	0.160909995113	0.2784735535	0.188812206957
a31	0.179741039442	0.193497462987	0.181091798371	0.271231753167	0.174437949386
a46	0.170940070481	0.194822178596	0.212234803457	0.254010769722	0.167992192462
</S>	0.15829040784	0.193613793698	0.233249111728	0.255755101861	0.159091595231
