 	Marika	è	che	si	sposa	domani	</S>
a27	0.7195781924	0.0343396259136	0.05144562528	0.09828472619	0.04753644282	0.0176353936559	0.03118000527
a37	0.595584074867	0.0293219547463	0.0516375573867	0.203156688637	0.04094097282	0.0234769886652	0.0558817605567
a31	0.456587306936	0.0272483181721	0.0425968821289	0.303583184523	0.06950214094	0.0425919220001	0.0578902246256
a11	0.329617050825	0.0153294188136	0.041021560603	0.328516427265	0.13163229274	0.0490136747794	0.104869551489
a31	0.232807685155	0.0126695916691	0.0565326081577	0.294369216148	0.169432605136	0.0818342919568	0.152353995243
a37	0.203838443532	0.020355708686	0.0658164710292	0.254706735809	0.149389863341	0.143393787779	0.16249899843
a31	0.152765639544	0.0385027484727	0.0753641835631	0.249515031783	0.12392406572	0.198953033506	0.160975300561
a6	0.250091069915	0.0493282725109	0.0785616512544	0.189343556921	0.087459138	0.19958222265	0.145634093173
a20	0.348226388538	0.0503137199338	0.0768145105045	0.1202471756	0.0626013784333	0.18913886779	0.152657972149
a31	0.348273554379	0.0610338223647	0.0776892921745	0.100583645533	0.0855021529244	0.199979827535	0.126937701623
a20	0.33607695966	0.0706122085182	0.0741941510782	0.0946577435777	0.100257071908	0.193840228092	0.130361621514
a31	0.273481069753	0.0717807559794	0.0791276943261	0.131629365659	0.101230694569	0.190667192144	0.152083229211
a0	0.224721147784	0.0790782035265	0.0888351303087	0.146612494753	0.11459564959	0.190957315915	0.155200071737
a20	0.231426576861	0.0961899317088	0.106433913903	0.114025804384	0.11426872413	0.186053643638	0.151601410579
a31	0.197896737087	0.10859216317	0.136781407568	0.104027094795	0.121306777043	0.179454910213	0.151940905526
</S>	0.162496292743	0.110941776985	0.158580606784	0.101106412497	0.130009490022	0.178684247106	0.158181176763
