 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.070719857517	0.32044211346	0.023552860267	0.0438732049524	0.0984707148245	0.08897093833	0.09205726911	0.0244273278372	0.233939682983	0.00354604095
a20	0.0390061821977	0.266026648087	0.0347253042037	0.0421147832361	0.0828986590979	0.10484174883	0.08766023155	0.0218577132879	0.315715638059	0.00515310204333
a31	0.0260845826692	0.262610553562	0.0446451081266	0.0293535213942	0.0631392946861	0.13888429661	0.0806681500433	0.0134795949142	0.335966346554	0.00516855022644
a28	0.0107168413696	0.265378151707	0.0593239495329	0.0331011960614	0.03600178099	0.126839461803	0.101718734274	0.0103769417043	0.351716917632	0.00482602617548
a37	0.00791242188907	0.268250765556	0.0631729084443	0.0383300119724	0.0162663882888	0.0797301436277	0.145359959158	0.0122158682534	0.347257314644	0.0215042187352
a24	0.00817772192302	0.252144875385	0.0429933691214	0.0463731660448	0.0111216763594	0.0931455560092	0.147177441253	0.0196322943378	0.341623472115	0.0376104173004
a31	0.0123428952757	0.211794184128	0.0448433568911	0.0594707584569	0.0148281914859	0.118516572643	0.197321854444	0.0313694211193	0.280566266994	0.0289464959315
a20	0.0165772603999	0.219959596043	0.0656661738277	0.088614857271	0.0205488724129	0.098358611081	0.217440178695	0.0346603179998	0.221916987441	0.0162571476918
a1	0.0141929266533	0.211400560148	0.0999272833959	0.101569978517	0.0188842586996	0.104923537274	0.155212989552	0.0321990556599	0.244154310587	0.0175350939099
a31	0.0102589335658	0.156098573583	0.130154977839	0.114798746426	0.0225190616805	0.107201573738	0.132848889964	0.0282017230533	0.279338106502	0.018579402786
a28	0.0114509468699	0.183698373928	0.124236596653	0.126415064995	0.0247885770525	0.0631817457393	0.125649984101	0.0335595490111	0.290484728821	0.016534433942
a24	0.0222965186233	0.195377071309	0.134748225511	0.119790086398	0.0170160405265	0.0507340404998	0.105206323414	0.0437858306237	0.29262046534	0.018425414554
a28	0.0275192954744	0.163296581903	0.14354622185	0.116613511786	0.0133316824188	0.0561090462599	0.095498212918	0.0462123610279	0.313866698513	0.0240064016247
a24	0.0271628220581	0.143472478901	0.13373277047	0.114638337182	0.0120847381729	0.05543130802	0.101342120439	0.050292498276	0.329852594038	0.0319903447149
a46	0.0390191208527	0.120662436234	0.12229957861	0.117066806807	0.0125373048443	0.0995048844733	0.155125378413	0.052246055892	0.250371403346	0.0311670294583
a14	0.0389183626176	0.118846224745	0.118766553123	0.108574756829	0.0148376130481	0.132679641424	0.238431132538	0.0493618278307	0.152679573115	0.0269042988261
a31	0.0244468481392	0.131195121115	0.130976068694	0.10055484929	0.025372380016	0.117854463775	0.239714944246	0.0543343580102	0.145915375705	0.029635574062
a11	0.0301548815797	0.173665722638	0.133028262591	0.10146814563	0.0272760041387	0.110020793292	0.186268489015	0.0598754934701	0.144583153635	0.0336590368873
a31	0.0375175371266	0.180041928946	0.128180086024	0.10484520801	0.0363260526596	0.108672486664	0.144021801872	0.0670117230234	0.151423127412	0.0419600449624
a47	0.0413680798689	0.152139949449	0.124312133795	0.100219772923	0.0463782137199	0.101796546188	0.122948523824	0.0655767072611	0.204890143584	0.0403699402808
a31	0.056757176183	0.12955865715	0.126616565918	0.103565591428	0.0422224338533	0.089521982116	0.112544948141	0.0629131714737	0.231335528708	0.0449639399869
