 	vengono	vestiti	dai	genitori	</S>
a31	0.09775792014	0.360147577529	0.35024334487	0.112501973384	0.079349186824
a46	0.0477945742822	0.2697168658	0.467473473063	0.139720955251	0.0752941403367
a18	0.0341720782979	0.22717347642	0.533469139528	0.124853477084	0.0803318450476
a31	0.0390040048497	0.239722763347	0.484527450509	0.098677265428	0.138068554385
a11	0.0389299190254	0.231505266102	0.42520046017	0.112585282476	0.191779102464
a31	0.0398558567715	0.209096623107	0.409709016723	0.140700082539	0.200638426708
a39	0.0496715940735	0.185017127842	0.406542706241	0.167224213026	0.191544365256
a31	0.0708449493312	0.182491658641	0.365530634747	0.190043021475	0.191089743819
a35	0.0960478694171	0.19811395384	0.317752053916	0.181922305158	0.206163838606
a31	0.116572935872	0.214793119547	0.304889680972	0.169991804786	0.193752481202
a18	0.145454528757	0.190002825449	0.304777240324	0.164062739995	0.195702664001
a0	0.173832952252	0.206329478483	0.263359152108	0.149734818665	0.206743581667
a31	0.170959664151	0.165141271294	0.309895488703	0.158484529755	0.195519030022
a37	0.16606561145	0.143937721031	0.344771988901	0.161883900118	0.183340780474
a20	0.174516136283	0.15435791381	0.3164576243	0.180047487373	0.174620862291
a31	0.179590093761	0.15281066727	0.302826886767	0.194412061124	0.170360311164
a41	0.188667940454	0.149206335757	0.321977763589	0.179075491708	0.161072485081
a20	0.211362646151	0.156890611252	0.28747494653	0.185580019636	0.158691788387
a31	0.216639668517	0.168848306017	0.238356388843	0.199765785612	0.176389854129
a20	0.217844907306	0.173139102272	0.239144429614	0.195254504804	0.17461705091
a39	0.230574986435	0.172172037691	0.243415175871	0.194524075868	0.159313724503
a46	0.237955354812	0.176388790564	0.23433976729	0.194182987289	0.157133107501
a41	0.241115677604	0.180618559255	0.227883051097	0.189458221763	0.160924482234
</S>	0.243058706802	0.181363143628	0.221276586548	0.187861648882	0.166439900717
