 	è	che	è	entrato	da	qui	</S>
a31	0.19365399513	0.196682301293	0.00769265110135	0.0365429486533	0.062439820733	0.457441935513	0.04554634827
a7	0.18201840323	0.254748625184	0.00672403736178	0.0482517781844	0.078233598198	0.397114836967	0.03290870345
a18	0.142658736955	0.294931348601	0.0124048172119	0.107448485531	0.0901749544977	0.296522755849	0.0558588763433
a31	0.0875396629497	0.365511736867	0.0203694181106	0.137008354125	0.109985194566	0.209816526302	0.0697691089664
a46	0.0615879982159	0.359976456036	0.0523155953702	0.150392938636	0.148019574102	0.144685486881	0.0830219755321
a31	0.0791419231186	0.277161805479	0.0893709847701	0.152137442345	0.157903875281	0.140485315194	0.103798672369
a39	0.0910417826395	0.252064659493	0.0955842845034	0.129895094515	0.152388476694	0.153033442198	0.12599227799
a28	0.0789546287465	0.198779584031	0.100289103834	0.118931697372	0.148580023965	0.190997707199	0.163467274197
a31	0.114715204915	0.172391398544	0.121003878611	0.110518631657	0.132455593722	0.186093675733	0.162821636066
</S>	0.148247026457	0.170681532272	0.135082006305	0.106876239628	0.122410521861	0.160860428867	0.155842261033
