 	devo	pulire	l	albero	</S>
a39	0.46310715949	0.2203783313	0.07272660803	0.234956766673	0.00883111429
a31	0.34718532833	0.261221331033	0.125134149763	0.254694246241	0.0117649241833
a35	0.235311516043	0.285679592611	0.197075457254	0.225483436134	0.0564499944811
a31	0.166248366148	0.27149977167	0.195922226125	0.221680217178	0.144649423507
a20	0.136578093183	0.28307156269	0.145185086082	0.261418288459	0.173746977894
a31	0.130719108528	0.26250467243	0.126160106614	0.35234944562	0.128266672763
a37	0.123927143309	0.254938311677	0.113488366725	0.402503487807	0.105142674682
a1	0.117382470503	0.288987549892	0.0937885856417	0.338842335069	0.160999029102
a20	0.126148037434	0.294688506631	0.103123757481	0.248211621023	0.227828065094
a31	0.112569137585	0.26985485621	0.109570129627	0.303157522341	0.204848325965
a39	0.198458965035	0.20003421007	0.094381250049	0.347492550114	0.159632991522
a10	0.242581191545	0.167968622023	0.0812923344563	0.302290100038	0.205867730441
a29	0.180148801915	0.165476616541	0.0870779762854	0.280986245346	0.286310352814
a46	0.175941003572	0.12333112798	0.0898386412285	0.318119952449	0.292769278271
a31	0.168508348257	0.13393500726	0.100869377009	0.359612757483	0.237074505424
a20	0.273853472486	0.13774422482	0.099379862203	0.293782123161	0.195240322341
a13	0.323152133495	0.111577968007	0.0883509937343	0.28591218972	0.19100672598
a20	0.228452278232	0.103929846936	0.0867810457114	0.393830695907	0.18700612346
a31	0.206609084477	0.130137947912	0.101503001504	0.391981437302	0.169768507287
a11	0.283786209492	0.160724537171	0.121902319035	0.271678203101	0.161908729762
a17	0.300256983831	0.16112003359	0.138276975278	0.238238027034	0.162107991254
a20	0.267475655277	0.15632603573	0.141867603759	0.275211131011	0.159119578818
</S>	0.276918105639	0.148881054665	0.13144532288	0.285753357506	0.157002162009
