 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
a10	0.109837493056	0.0100534579708	0.036005000219	0.122966714967	0.0163260525914	0.317689305343	0.14981942405	0.093200796365	0.121651430242	0.022450319282
a31	0.0702708631587	0.0127276452642	0.0451684084951	0.14387630692	0.0268126017838	0.160417599576	0.163704310195	0.212382290892	0.142919910056	0.0217200628873
a1	0.0393729556769	0.0138786056444	0.0672009069008	0.0995093200573	0.0519179702213	0.0904065311227	0.13026658607	0.322335179951	0.166652361809	0.0184595776358
a28	0.0304139034176	0.0108647101929	0.0982618021983	0.0983661104924	0.0591713750071	0.165219258532	0.0975502773433	0.29934407919	0.108560373936	0.0322481384253
a24	0.0249108905472	0.00616976348362	0.0913468620158	0.126005326851	0.0355636309424	0.244824266103	0.0617466834544	0.244926208663	0.108387211192	0.0561192114751
a31	0.0408501075411	0.00657303737431	0.0713052851378	0.180181531029	0.0356417774075	0.297777116688	0.0536015200343	0.177447341541	0.0845426557707	0.0520796433394
a18	0.050916982055	0.0076907680376	0.0808925628038	0.175130149339	0.0498003980932	0.372048722609	0.0442345646346	0.086447997027	0.0828786802469	0.0499591774142
a24	0.0472281497677	0.00636574032787	0.0914641033367	0.110687866254	0.0414743966551	0.39857654492	0.0765231880585	0.0743683339157	0.102773725207	0.0505379788314
a13	0.0400497888559	0.00733389520874	0.0720181099064	0.0743631422487	0.032059713005	0.41238187452	0.157568545032	0.0866389733719	0.0814369308037	0.0361490333771
a18	0.029594188152	0.00877638312449	0.0565447897715	0.0583484478562	0.034752023395	0.399333730753	0.22589290725	0.0907198974573	0.0684959379212	0.0275416724057
a31	0.0356272744728	0.0172710111933	0.0498723755932	0.0644069821974	0.0414656613583	0.377332607271	0.21447773669	0.0860727198858	0.0853343340537	0.0281392744552
a24	0.0384617439264	0.0225796731779	0.0387108146049	0.0625547525111	0.0475124806061	0.430354270064	0.182856150797	0.0636999632286	0.0832402291414	0.0300299044517
a11	0.0384698953488	0.0184432089078	0.0351567728568	0.0474440307597	0.0574480427154	0.410753844221	0.252945358886	0.0508392445429	0.0602702892573	0.0282293054572
a31	0.0424756871203	0.0210186540348	0.0384193046896	0.0579881850692	0.0795923152918	0.29753948954	0.303434728339	0.064971506581	0.0693283510924	0.0252317830244
a39	0.0397343578841	0.0246048658828	0.0300178003272	0.0558141092764	0.0811415455906	0.35232600638	0.253905324407	0.059459803427	0.0726975249508	0.0302986754648
a20	0.0434076420947	0.0224251011799	0.0264399612464	0.0421399559055	0.0687357942635	0.37397891806	0.254941952619	0.0584438845757	0.0673241578876	0.0421626507129
a31	0.0491447736049	0.0255086386886	0.0294532010155	0.0467341422218	0.0817527638212	0.244048736887	0.29564490888	0.101816411992	0.0834864189332	0.0424100223443
a17	0.0450520415483	0.0281899062449	0.0272328345698	0.0482407323673	0.0852086128404	0.301277321762	0.233876103207	0.0962593661907	0.0867341721777	0.0479289054508
a20	0.0455961642228	0.0273323308483	0.0263570581279	0.0500228193758	0.0810396961135	0.348619931454	0.204105306996	0.0783604473236	0.0797372969659	0.0588289284863
a31	0.0525068699543	0.0327980407408	0.0287010660693	0.0515849740053	0.0916147413712	0.222416895818	0.243047647152	0.118884846041	0.0954180496286	0.0630268530688
a24	0.0555994230648	0.0347429487783	0.0278701580964	0.0476800298684	0.0888863971237	0.285307647939	0.192727113975	0.110994223547	0.0913530287162	0.0648390162496
a20	0.0572803191549	0.0356343175994	0.0275163891721	0.0484505822228	0.0855865253079	0.336993561313	0.17703594105	0.090973585249	0.0772148314787	0.0633139256832
a8	0.0577603938516	0.0350912887331	0.0327827515107	0.0575482780743	0.0934809453693	0.298553811104	0.20444394895	0.0928124396163	0.0710700764662	0.0564560497344
a20	0.0552605026172	0.0323611800444	0.0343260985089	0.0617768713448	0.0975793103231	0.353104641701	0.168461865763	0.0737060302721	0.0694287839634	0.0539947240581
a31	0.0563601097257	0.0326616727948	0.0340042649043	0.0561366161549	0.0948712820677	0.382116797767	0.116453601034	0.0734360556907	0.0875778084225	0.0663818138594
a24	0.0777082848952	0.0337580654449	0.0337974377108	0.051182206105	0.0862097449159	0.399260039122	0.088985780678	0.0682622878302	0.0903728598742	0.0704633219798
a37	0.0887715046317	0.040226891015	0.0340312609169	0.0509640649683	0.082887644172	0.364233306374	0.116350740359	0.0781294737434	0.0816467939314	0.0627583344599
a46	0.0712940852106	0.0433926028717	0.0368424100123	0.0552319722561	0.0848739077907	0.308433341458	0.167655212786	0.0954488411811	0.0784162606705	0.0584113460866
a31	0.0590619629369	0.0392434726239	0.0389628646268	0.0548440398987	0.0818581742502	0.326080048486	0.155064981929	0.0910096559937	0.0830928682635	0.0707819046422
a28	0.0862738311123	0.039137144808	0.0384865071116	0.0538863462462	0.0865251920034	0.334005962162	0.109812516976	0.0791914939979	0.0936367634745	0.0790442356274
a24	0.106355948171	0.0423579860693	0.0364867482905	0.0540738593354	0.0878986514678	0.292555892721	0.134107543659	0.086819320066	0.0905924988915	0.0687515439691
a31	0.084247967457	0.0443618158898	0.0361216077235	0.0477985637118	0.0790092370226	0.244673182507	0.175841465553	0.116226175489	0.0912523988305	0.080467580083
a17	0.088506264019	0.0472578225633	0.0361112636145	0.0483602651839	0.0889313077409	0.248205239769	0.152331848651	0.102658729963	0.10065738041	0.086979883361
a31	0.097509947473	0.0545124803211	0.0367218978715	0.0475956021946	0.0913815681136	0.217253805456	0.137790735617	0.122734428721	0.10102962227	0.093469905387
a46	0.0918932372243	0.0622672992404	0.0397976192905	0.0474303810649	0.0852106332379	0.168103808019	0.148578825672	0.142266345774	0.113833328357	0.100618508529
a8	0.0852760650748	0.0640984136135	0.0450528822968	0.0564094726216	0.0919071854793	0.168808442673	0.153811007091	0.126839079791	0.125967638119	0.0818298185097
a31	0.0790593798249	0.0608769325378	0.0457238030323	0.0533034312739	0.0831336270931	0.140244177158	0.170252882097	0.160717314464	0.11728179204	0.0894066768366
a8	0.091114069875	0.0615421905793	0.0427796481441	0.0496906218913	0.0784981238977	0.147535206986	0.154768138899	0.156949597155	0.118860670013	0.0982617462789
</S>	0.100740552238	0.0652735268897	0.0418473171721	0.0524306149457	0.0856643719489	0.174002750993	0.13522328465	0.128736275278	0.126285346007	0.0897959761395
