 	dei	genitori	</S>
a31	0.61207291059	0.24568135926	0.142245738299
a20	0.583676200397	0.321506619607	0.0948171849007
a31	0.592494581932	0.361892790669	0.0456126286369
a18	0.519650559377	0.40036591269	0.0799835242756
a24	0.544813845859	0.354101333897	0.101084802285
a28	0.67586578462	0.254157410232	0.0699767935417
a31	0.58647554754	0.256192372744	0.157332079714
a20	0.53216900918	0.251667804248	0.216163186571
a31	0.45456565306	0.268971667416	0.27646268619
a20	0.394278286353	0.289378059805	0.316343643397
a39	0.476372761451	0.261689724602	0.261937493799
a46	0.470282824484	0.270601320867	0.259115841266
</S>	0.464223656242	0.275476352433	0.260299974633
