 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.140559959793	0.224411972103	0.039094634202	0.0118707639444	0.028608144564	0.0263248439582	0.030538900096	0.0738461336817	0.092809561	0.2231031668	0.10883191749
a37	0.0692533256443	0.156581607241	0.0346856466913	0.0137859317824	0.024330252046	0.0389986428555	0.0262705699853	0.136741486868	0.127669893453	0.293660401133	0.0780222333233
a31	0.0570085379774	0.119583433714	0.0223796684084	0.0108187906828	0.0205385349527	0.0381558888318	0.0325306910124	0.216805806323	0.137248748404	0.284174677644	0.0607551958611
a20	0.0667599152218	0.0916479693687	0.0193056120663	0.010932165916	0.0194984222482	0.0269881412959	0.0349837651015	0.225253058739	0.137956241535	0.333911473681	0.032763215427
a31	0.0808316099873	0.0741912409282	0.0292144069302	0.0217633858237	0.0252181988161	0.0194727290186	0.0316698815938	0.190573880859	0.128957691532	0.370519309427	0.027587677229
a20	0.0733150646624	0.0761632747041	0.0344208906834	0.0235113775639	0.021925489872	0.0207624676462	0.0458328013313	0.141480465144	0.135597882731	0.384441511676	0.0425487928937
a31	0.115326304914	0.065811905048	0.0258458924585	0.0174437789213	0.0157114631707	0.0251821251754	0.0526934367238	0.0924471250825	0.133173052044	0.407371060625	0.0489938772219
a11	0.125212882131	0.0929407268693	0.0213006045555	0.0165610729338	0.0121122630436	0.0309885413118	0.0638598007213	0.0785386463332	0.123144111948	0.388228795142	0.0471125712606
a31	0.156237739564	0.0929885640231	0.0177680567918	0.0114444163513	0.0100633532345	0.0322970998726	0.0595001003138	0.0730706209028	0.108826054783	0.391049435714	0.0467545542069
a20	0.169607834575	0.0857435518077	0.0157922341239	0.0180950681971	0.00944105360483	0.0317053508729	0.0614376471513	0.078271762306	0.100873994061	0.394043042171	0.0349884456223
a31	0.164343231058	0.0924950010026	0.0170811699	0.0227380000057	0.0101982789416	0.034389084911	0.0647217368904	0.083536283822	0.093460000287	0.38710329819	0.0299339041608
a29	0.168531502753	0.0982852764675	0.0183620369587	0.0209091647419	0.0131898104805	0.0416984931903	0.0570094602968	0.106978445194	0.094503191029	0.355116927463	0.0254156867603
a46	0.096647226651	0.118952118689	0.0310796405196	0.031611291714	0.0338815265602	0.0497367708634	0.0652537224323	0.176608900065	0.106407427076	0.262609854088	0.0272115291201
a18	0.075241120817	0.098375820163	0.0382257404399	0.0405822979713	0.0545587931867	0.0608796494878	0.0697530289441	0.214439469088	0.116738593225	0.180564187763	0.05064131664
a31	0.061185556699	0.0717557041877	0.0535308529466	0.0372214991238	0.0487739235489	0.0679287245626	0.0738879123147	0.220218975696	0.134775190342	0.159170151521	0.0715515182133
a28	0.0906489891263	0.0828336495959	0.0710703017822	0.0403618724413	0.060405751003	0.0647702954542	0.0646293300382	0.213704820032	0.123559017047	0.131340825107	0.0566751537778
a20	0.132340340109	0.111503784265	0.0792731787274	0.0528464985471	0.086025768601	0.0581573865514	0.0498792620127	0.201235818211	0.094613850349	0.0939927533023	0.0401313550993
a41	0.14306772337	0.111526095688	0.0956917899091	0.0574011749824	0.0920988902003	0.0508201615171	0.0401831084042	0.198400642737	0.0841398312497	0.0903777372074	0.0362928462331
a28	0.166744308457	0.116406264429	0.10772800957	0.0534561231941	0.0852280402668	0.0425378183057	0.0337655947347	0.170699383446	0.0774244642832	0.103846898509	0.0421631150777
a8	0.171463466419	0.112500265743	0.10674653259	0.0535682431314	0.0915399696223	0.0408082982352	0.0319940191116	0.157148542749	0.0836727218277	0.10683216877	0.0437257829592
a23	0.150074354406	0.0944139392477	0.0930800931967	0.0596008254438	0.107189264274	0.0478357806784	0.0362175170372	0.181626277783	0.0988034712092	0.0913857241233	0.0397727628531
a31	0.121397242669	0.0886724056826	0.0938743581989	0.0554983704813	0.087125614558	0.0491720127595	0.0464665420124	0.194588178128	0.111749060136	0.101989117508	0.0494670896177
a39	0.14481675229	0.101681345761	0.103329890533	0.0505542330271	0.0888423786527	0.0450608865865	0.0469811317375	0.169354128243	0.095189924712	0.0968639137693	0.0573253931392
a20	0.189493240297	0.12080183492	0.108828875844	0.0501230059424	0.102554356551	0.0408299680622	0.0368825801792	0.159710448881	0.070913898704	0.0678070933898	0.0520546975797
a39	0.171901334099	0.119500055507	0.113892319201	0.0469386404875	0.0884415125837	0.0348652375941	0.0294296799931	0.177587820694	0.0739550583013	0.0973866585299	0.0461016971266
a8	0.137615371633	0.102431293369	0.104676549187	0.0456184797092	0.0893937577946	0.0333850187447	0.025552923531	0.187238059831	0.0800880098338	0.152711395777	0.0412891500422
a31	0.123886547278	0.103019467456	0.101540225796	0.0456966858097	0.0798643572315	0.0369104294882	0.033021104777	0.190241543744	0.0830410339446	0.149464442459	0.0533141779474
a28	0.142959394359	0.122680085152	0.117599107732	0.0487826215366	0.0833186610438	0.0402307919627	0.0391687653923	0.160087865781	0.0722916319815	0.101385788353	0.0714953121158
a20	0.162930905586	0.123911370384	0.120807057177	0.0497979295789	0.0953196981479	0.0384759868542	0.0340816583308	0.16798999646	0.0636013669272	0.076453725051	0.0666303102386
a8	0.147109099862	0.104837047328	0.109944026326	0.048307407993	0.0921973413826	0.0362766063514	0.0307461012436	0.210433196087	0.0737083773091	0.0861120243237	0.0603287668795
a23	0.125521934354	0.092000115576	0.100465234909	0.0518178944643	0.0998246793942	0.0396301854505	0.0360693709479	0.210044469962	0.082667721503	0.0921529426146	0.0698054477598
a8	0.121515099851	0.093751767592	0.0965959075697	0.0552503639548	0.107599554998	0.0436007045502	0.0442155834493	0.185120813054	0.084952320301	0.0841187061782	0.0832791836533
</S>	0.124065547926	0.096495022496	0.0963753607849	0.0562007545774	0.111907999499	0.0452595614751	0.0473292994247	0.169783364227	0.0846905606505	0.0798831130491	0.0880094295267
