 	non	ho	cosa	a	fare	</S>
a8	0.4344448493	0.2702310024	0.1394864656	0.02213193237	0.06692050567	0.066785259487
a31	0.370391567967	0.232256736133	0.201089659933	0.0289049637087	0.101511002488	0.0658460961783
a37	0.294141650532	0.169169197378	0.282112680511	0.0492687386682	0.148193282541	0.0571144789288
a10	0.213956468807	0.170099794126	0.349854950904	0.0482703345094	0.1345082748	0.0833102046329
a37	0.181204707429	0.208796798175	0.320489439835	0.0491932827498	0.113221916287	0.127093886134
a10	0.162016001576	0.258415055592	0.265239538812	0.0759295438299	0.116818088629	0.121581793678
a0	0.143570712419	0.233813636664	0.257158837904	0.126032734077	0.142344996343	0.097079063086
a20	0.130338382273	0.140003406621	0.223879596801	0.182569361826	0.210742871448	0.112466341562
a17	0.105140622624	0.0900458772737	0.15803962	0.202528761609	0.294808165149	0.149436938747
a20	0.130753154141	0.0970059372246	0.138843854933	0.192189615203	0.281556819716	0.159650618076
a8	0.17962389838	0.143126007075	0.141105990711	0.183752399734	0.215119438572	0.137272267879
</S>	0.20047866919	0.172819871938	0.132762827355	0.180469569867	0.196073463286	0.117395605419
