 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
a23	0.22483944487	0.302113803467	0.113629121016	0.0541394389	0.0310101717949	0.028823005284	0.03502259676	0.0355129478316	0.038351807186	0.0162906229569	0.0230334851627	0.02890612206	0.0178818425694	0.014088138201	0.0048660856966	0.0250782582675	0.006413097241
a31	0.21939801115	0.254919948396	0.071790958932	0.10545883043	0.032444276477	0.0539104746107	0.0280294368933	0.0267772245051	0.0601868972127	0.00938825762231	0.0279935561887	0.03663313836	0.015793952613	0.00869155766767	0.00488968389633	0.0383694940982	0.00532428766533
a20	0.16744339567	0.191889722372	0.073842942544	0.120478956079	0.0217496228488	0.0700153245969	0.0271126191178	0.0228265012196	0.0826537296376	0.00654698439854	0.034388657324	0.0431433814267	0.0172488584079	0.0128219796759	0.0221565343741	0.0802791888234	0.00540159576344
a31	0.12895654411	0.201865750457	0.154563093915	0.0710701009812	0.0221338519934	0.052602753059	0.0209590847259	0.0120857360332	0.0566841904325	0.00447396081668	0.0233925707256	0.0546107216489	0.0127453742003	0.0446722549586	0.0364846925954	0.0927935621119	0.00990575738448
a28	0.10229700267	0.179063555086	0.209879984705	0.0373009922942	0.0187838797036	0.039280701893	0.0191050513753	0.00867010547773	0.0671237903908	0.00374941949723	0.0484694672417	0.0575539768163	0.0108533392397	0.0580623936529	0.0589418943318	0.0666159775348	0.0142484786248
a37	0.0560076378833	0.195862554395	0.217583743568	0.0228797010826	0.0115771208176	0.0303072957577	0.0201686451918	0.00833390066458	0.0829814942903	0.00193599000394	0.0794294831399	0.0452609082054	0.0120621605621	0.0411891345976	0.0976969701093	0.0525698785983	0.0241533903083
a16	0.0435684479211	0.201776550965	0.234403631923	0.0232117505542	0.00623920018187	0.0228560717192	0.0190552711973	0.0112998170602	0.0624865985101	0.00440134553465	0.0740798623906	0.0792628526685	0.0144189351376	0.0307296173059	0.0967568920964	0.0455294611328	0.0299236761848
a21	0.0311932071404	0.213963172482	0.216608170908	0.0306218947047	0.00458597188596	0.0296595256264	0.0220180377724	0.0143049645086	0.0422328501367	0.0105638770236	0.0625450678582	0.138317222889	0.0130150841663	0.0238498138086	0.0748146872921	0.0473144826443	0.0243919522583
a31	0.0273228665935	0.198737848554	0.201357080703	0.0565066640349	0.0171239371113	0.0625504260755	0.0371603633641	0.0323547191421	0.0363407643789	0.011196481911	0.0452860522587	0.13095610103	0.0114548492098	0.0245958697829	0.049477845144	0.0388126614148	0.0187654644541
a37	0.0367878238845	0.178136505351	0.251610288901	0.0707012290183	0.0236253486951	0.0595583999252	0.0373145162067	0.035009675807	0.035076584193	0.0083000514718	0.0367719445029	0.11205377141	0.00918053937067	0.0240722242543	0.036661981384	0.0327344258983	0.0124046933634
a21	0.0335284796948	0.19301959525	0.308952754967	0.0443964269728	0.0138180319644	0.0253746541217	0.0232130465902	0.0170639218172	0.0296748103043	0.00972393943987	0.043830749997	0.140984314307	0.00869486264576	0.0219738555688	0.0444469386807	0.0321656639661	0.0091379779878
