 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
a31	0.108639029122	0.142138778238	0.127230661292	0.0938226648	0.0310656712214	0.0324340038466	0.0151330027932	0.005968539554	0.01155892892	0.101489275929	0.31476653599	0.015752889147
a18	0.0380680115993	0.112232830578	0.154878556511	0.0965851907333	0.0270357452512	0.0245184292199	0.0204864859332	0.0171490973353	0.0374976532827	0.134803045404	0.314527795682	0.0222171337403
a31	0.0137467257588	0.0892489951273	0.11339131714	0.0687457154671	0.0503593486286	0.043287207476	0.0411075455824	0.0301297036491	0.128424157261	0.170579542269	0.2315100302	0.0194696963714
a24	0.00548353018867	0.0955760809711	0.0992898152633	0.0522721175184	0.0553611747406	0.0495662595587	0.0467661094068	0.026640781367	0.169936691127	0.170930334345	0.212030579459	0.0161465204705
a31	0.00372724288289	0.112632252241	0.115654759965	0.0462051923395	0.0377994774585	0.0511242066702	0.0509894046903	0.0329439189397	0.138513809816	0.135756224671	0.258077601876	0.0165758969095
a17	0.0034488048823	0.0986624085583	0.0826819543657	0.0647032238198	0.0386601454992	0.0533065118981	0.0556396116128	0.0412498356612	0.116505792605	0.121650599651	0.299764127869	0.0237269691692
a31	0.0023382054741	0.0873048894015	0.103825320314	0.0802741836159	0.0411871566904	0.074448388286	0.0369353268269	0.0284756282644	0.0734154082883	0.090609381771	0.359207836813	0.0219782610171
a20	0.00188783282803	0.0673028032059	0.109218777607	0.101979431881	0.0452471153961	0.0854041573273	0.0406268048926	0.0335530655135	0.0436381555828	0.050817013035	0.398974228441	0.0213505949704
a7	0.00344720282068	0.0916559474906	0.0632114070197	0.112159217294	0.0425643954494	0.0475584738691	0.0369105456078	0.0357613382738	0.0380702843276	0.0563538257897	0.414892901006	0.0574144169075
a31	0.00480388898689	0.0886742062822	0.0910392884999	0.0973224960793	0.0426191616411	0.0584558123897	0.0223640805273	0.0231480096886	0.0358817893825	0.0521739263432	0.422950006075	0.0605672861558
a18	0.00452025521563	0.0621320439674	0.0995234208866	0.121555160048	0.0485353338097	0.0712359703566	0.0253021987824	0.0351665947962	0.0421998465675	0.0301280421411	0.428553146631	0.0311479746913
a41	0.00685950305188	0.0847635289691	0.0627351316955	0.108491107189	0.0471636521899	0.0631627644655	0.0319242325495	0.0488416029454	0.0633327095558	0.0272848099937	0.426730091236	0.0287108695431
a31	0.00883010202796	0.0824047846097	0.0579342412585	0.0839584282763	0.0392718718233	0.0741150059552	0.0264263659498	0.0380398589151	0.0754887583853	0.0305204385312	0.454532720605	0.0284774359544
a46	0.01572329729	0.0832020388032	0.0639562477795	0.0981674992921	0.0359168710344	0.0997078179851	0.0227873371366	0.0271999767317	0.0628992715284	0.0308535848037	0.431218418012	0.0283676567081
a20	0.0235082982067	0.113232700734	0.0600206395132	0.0904485041907	0.0438981013448	0.101766078195	0.0275069535322	0.0280242699639	0.0524422841761	0.0514963980946	0.376873951588	0.0307818389527
a31	0.0245218348222	0.093376782178	0.0550185568911	0.0752341650369	0.0513969967149	0.075546901065	0.0334079686441	0.0327101979146	0.064940420992	0.0806576548315	0.385502366596	0.0276861641176
a39	0.0319897622141	0.113346748993	0.0555670009104	0.0777869590923	0.0458395400383	0.0972167102883	0.0330798572814	0.0325878016982	0.0617584625973	0.0694245606772	0.346940435732	0.0344621679392
a31	0.0395163673447	0.138406965664	0.0544650605301	0.0825599284441	0.0419174259461	0.106911118096	0.0393411245205	0.0419817804927	0.0594299742324	0.0610822330924	0.292609253644	0.0417787787464
a24	0.0552577528016	0.184987247421	0.05626786291	0.0825730258147	0.0417500610487	0.0884062141653	0.0419592776002	0.0484291766242	0.0586893069108	0.0601700494975	0.235435377481	0.0460746533021
a31	0.0643363728405	0.229733174674	0.0534595499033	0.0745001373382	0.0432276688162	0.0850829893884	0.0421629144001	0.0527632377881	0.0612083692369	0.0492724127658	0.18457457836	0.0596785828207
a17	0.0720113681868	0.253455054491	0.0518597269144	0.0635971391794	0.0437743700721	0.0728687627295	0.0444481966	0.0550109504427	0.062773129479	0.0522621588553	0.16328040812	0.0646587160736
a31	0.0817967462956	0.26571947703	0.0552915501848	0.0611291845931	0.041078697024	0.0668708372432	0.0489072083933	0.0610360797676	0.0592177711797	0.0504459081518	0.133246470707	0.0752600634245
a8	0.0833190139985	0.25599610461	0.0587922009949	0.061427702731	0.043044519408	0.0589541954144	0.0543376557244	0.0658774431425	0.0605044298132	0.0571039563839	0.122324770636	0.0783179943415
a24	0.103201011333	0.277109300737	0.061068821665	0.065672060497	0.0441809834693	0.0558334830048	0.0500908273081	0.0547636621142	0.0502206361377	0.070684503928	0.106270496812	0.0609041985805
a20	0.119263924444	0.271945558312	0.057757840155	0.0840226061523	0.0463972097564	0.0597226347349	0.048670641436	0.0521564009047	0.0468562339126	0.0682728593093	0.0867355142707	0.0581985638602
a41	0.135089590148	0.243272656704	0.0567047323183	0.0872408741841	0.0496548986521	0.061815402245	0.0525570204787	0.0533343320349	0.0482867851042	0.0637058028364	0.0859576924902	0.0623802105534
a31	0.140612619716	0.192056358235	0.0550008015728	0.0709411623947	0.0523837655507	0.0613499911483	0.0621435790929	0.066314161345	0.0607155295014	0.0792284856788	0.0894989148301	0.0697546294511
a46	0.125466691839	0.146023251812	0.0573348971909	0.0617926764649	0.0567012655836	0.0648986030494	0.0748701485643	0.0926580056483	0.0663824911005	0.0943308886929	0.0845184303434	0.075022642817
a31	0.109321902346	0.117054626871	0.0639736388636	0.0603476370216	0.0590013475279	0.0671878574831	0.0823268281214	0.109360148283	0.0695787568335	0.0900427184976	0.0833182047811	0.0884863446057
a20	0.107380996915	0.112382398224	0.0717270592212	0.0632954509405	0.0612994873093	0.0674858082277	0.0764974853738	0.098559947161	0.0676937164778	0.0916937130325	0.0878656947937	0.0941182685352
a8	0.113885424972	0.103453165275	0.0803678623404	0.0692215035802	0.0640801055698	0.0686436944092	0.0781520713246	0.0993646844537	0.0604724944259	0.0946799218108	0.0907315287979	0.0769475690451
</S>	0.112998451486	0.0909430667375	0.0821592955702	0.0706589427901	0.0644973081849	0.0693983824046	0.0849176429623	0.112524660527	0.0612586565129	0.0913326721054	0.088518931399	0.0707920093226
