 	Marika	tu	hai	mangiato	</S>
a8	0.60732585	0.282799397498	0.0227506291203	0.0377365914862	0.049387552671
a31	0.557782744609	0.231112462202	0.024929698927	0.107087024865	0.0790880730373
a24	0.528100655492	0.173388901531	0.0419625580237	0.188990373611	0.0675575023721
a31	0.452555784703	0.209133495417	0.0775795984852	0.205060594056	0.055670519896
a28	0.344587100459	0.234618346939	0.104181553126	0.220813180204	0.0957998241307
a31	0.374869760532	0.163830148846	0.114233825249	0.222589728781	0.12447653273
a3	0.438117477991	0.109950135482	0.120650052823	0.221930610974	0.109351696217
a18	0.444438863384	0.0873708300607	0.110789994408	0.232201365658	0.12519891932
a31	0.407432488048	0.0803898822536	0.119014718069	0.213267813219	0.179895072835
a23	0.351460533016	0.101905333485	0.13506599769	0.196848343006	0.214719764052
a31	0.317588690139	0.135423507762	0.139369029763	0.188266642135	0.219352115004
a20	0.264573733846	0.181004569054	0.166777064588	0.180611163245	0.207033464601
</S>	0.239551480923	0.208112740527	0.179082685294	0.171158965622	0.202094119301
