 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.07402303155	0.0683331182264	0.05197079117	0.0372439139074	0.0140316097116	0.054872040317	0.124093477336	0.15419893981	0.07170272007	0.3304752941	0.01905508202
a23	0.0259158569641	0.0501823265421	0.0320665932087	0.0188751405147	0.00997897542909	0.080146128177	0.197519055166	0.13123179045	0.08498019017	0.333178387167	0.0359255697133
a31	0.0110994431701	0.0435271901364	0.0205241994749	0.0131606549253	0.00762417235056	0.0832847885657	0.217852688959	0.16598282937	0.103559940603	0.292859262922	0.0405248482644
a23	0.0057688263299	0.0356530813255	0.0269737435316	0.00573202682785	0.00440845836684	0.0827057720172	0.241882312177	0.22104174619	0.125773839401	0.224460228187	0.0255999765148
a10	0.00284249282437	0.0193557029952	0.0648074561905	0.00287270922508	0.00216004039161	0.0615489344077	0.260452826899	0.28887738153	0.10949923804	0.156406234569	0.0311769800516
a31	0.00317274760332	0.0483576704984	0.0680830504168	0.00135091168773	0.00141643726989	0.0482284868979	0.215418841598	0.324752064743	0.09505540832	0.164195333876	0.0299690452705
a37	0.00394079417644	0.0603521335788	0.0397622448123	0.000796516055143	0.00122344381261	0.046836225368	0.210932992962	0.276771536414	0.105241486907	0.212211217219	0.0419314132768
a27	0.00372182700148	0.0288767087036	0.0242943230654	0.000555658163714	0.000814746956203	0.026635682612	0.26779585845	0.215751152338	0.104707182036	0.268624724106	0.0582221480523
a31	0.00291001753383	0.0157046031192	0.0210357903031	0.000611431833238	0.000853879081734	0.0183045875	0.324043028717	0.242291812079	0.0775397585453	0.257334221202	0.0393708937174
a44	0.00565243562461	0.0126009950124	0.0190702850524	0.00183288120975	0.00144981193891	0.017005134336	0.300183142159	0.28118680326	0.0993300650484	0.232451537001	0.0292369167258
a23	0.0116455631895	0.0118492821948	0.0117569716115	0.00292722303658	0.0030483425763	0.0159508335347	0.251404395453	0.259508463753	0.132045432883	0.254849281534	0.0450141971486
a37	0.0179579260912	0.0258385641229	0.0184505901598	0.00333969837619	0.00833825544543	0.0246338406182	0.204559247151	0.219508754584	0.124541362028	0.294494035578	0.0583377082762
a38	0.0213959322904	0.0414964605456	0.0248959685066	0.00411555009873	0.0132266617618	0.0341420762727	0.172485940784	0.188329250195	0.117988826676	0.327806354326	0.0541169534921
a46	0.0261684323101	0.0453210083065	0.0235787104289	0.00678851839958	0.0163550108406	0.0357078046909	0.170643589208	0.252091640732	0.116315600492	0.255689399709	0.0513402764974
a31	0.0324516695894	0.0371907583622	0.028755719503	0.00921354002553	0.0189006825669	0.038742896097	0.142132747709	0.359731645577	0.111850563897	0.171045339003	0.0499844568991
a28	0.0493599760158	0.0275983249874	0.0322913469543	0.0136374053595	0.023026844009	0.037214650979	0.10814075397	0.324710685192	0.119744915432	0.214461615634	0.0498135022997
a31	0.0528712756653	0.0275204811291	0.0373306909714	0.0177402349852	0.0258319262497	0.042182174253	0.0974482798567	0.305494292131	0.134089162344	0.214240733038	0.0452507475399
a14	0.0462174738818	0.0290400063764	0.0411366993771	0.0244296692151	0.0311837524232	0.0435151643043	0.0888483068189	0.280455066444	0.135355004915	0.232860075506	0.04695878222
a31	0.0517915290939	0.0397230803921	0.038962294659	0.0306747653117	0.0356815973011	0.0467785300014	0.078123897473	0.193960543081	0.161403787638	0.268725572769	0.05417442954
a20	0.0571348358313	0.047449011064	0.0421905786463	0.0410910542106	0.0416421515537	0.0480734861271	0.067728277291	0.140939020094	0.164239067213	0.291096874523	0.0584156655133
a31	0.0669059252771	0.0710630771547	0.0543227118288	0.0574750296702	0.0492424989712	0.0480103083757	0.055815682897	0.095289657998	0.135466668204	0.301615724174	0.0647927183044
a20	0.0754641808257	0.0861143887849	0.0663706417029	0.0665502236234	0.0482696770571	0.0491816105919	0.0510444881657	0.074027233766	0.117013585868	0.298385292591	0.0675786749681
a31	0.0800744353686	0.083335279595	0.0781895424743	0.0807685007411	0.0501814874857	0.0474446737973	0.0494925840219	0.0576639083553	0.109868484423	0.29089788193	0.072083222656
a20	0.0852380118162	0.088521971865	0.0875912026648	0.081687438447	0.0481166461619	0.0476862965324	0.050660682574	0.0514805314851	0.107983728341	0.27668979151	0.0743437097253
a10	0.0790892802054	0.0779048350083	0.0827974372616	0.0852319186157	0.0468332361073	0.0395424987108	0.044806090818	0.0472076587284	0.0931733617803	0.324825700303	0.0785880010818
a31	0.0656128860685	0.0639475723228	0.0783514260205	0.101298867072	0.0569976260891	0.0528153113036	0.0572714989993	0.0636236382495	0.100082593193	0.277875371768	0.0821232324273
a37	0.0767137590895	0.0709269934409	0.0824727220068	0.0882023536907	0.0551720862964	0.0562940040012	0.0680368747664	0.0749572874565	0.107302263064	0.230239122789	0.0896825510758
a38	0.0930123480965	0.0788120262136	0.0811217472023	0.0700741485636	0.0448275598988	0.0453122557671	0.0690085754555	0.0662515968855	0.107551654621	0.24643702653	0.0975910665586
</S>	0.0956988756482	0.0761108187068	0.0759453282011	0.0680365588818	0.0432049415494	0.0446981166835	0.0739035687278	0.0597720759427	0.112947588711	0.249765144665	0.0999169851793
