 	da	da	un	famoso	poeta	</S>
a31	0.11495485178	0.062232261134	0.190437677871	0.41007402432	0.0757172314158	0.1465839362
a37	0.0448955280067	0.0286529002093	0.296780010157	0.41951745726	0.115448806029	0.0947052794067
a31	0.0381423579469	0.058168284881	0.371825608652	0.289316342133	0.179050190602	0.0634971976556
a28	0.0391452247376	0.0980676014157	0.462927685817	0.139328690344	0.221192023179	0.0393387609052
a31	0.0466615456513	0.109954904231	0.536772575939	0.0761444071113	0.205737135073	0.0247294270351
a20	0.106616758872	0.138059081554	0.45918219538	0.0449411576071	0.181861078624	0.0693397248624
a13	0.164859669884	0.136710033387	0.28404538646	0.0456197931757	0.208754875341	0.160010241331
a39	0.191847677935	0.112907857672	0.184593859553	0.103936740992	0.208780438247	0.197933426037
a31	0.167050389536	0.11656017246	0.139462962055	0.134280582277	0.241284425216	0.201361460899
a35	0.131311165536	0.118526928256	0.111949295756	0.175592467706	0.257372142739	0.2052479895
a31	0.134899102639	0.116325179752	0.102620817385	0.220318897569	0.206905484246	0.218930519833
a17	0.15102022674	0.144226831584	0.115285017595	0.227105981523	0.164615125415	0.197746819678
a31	0.15585979398	0.156102532128	0.122648577465	0.262159744174	0.139772401472	0.163456960293
</S>	0.14930996159	0.140981971464	0.127645142133	0.281468290087	0.135397839236	0.165196816147
