 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
a31	0.08903673123	0.3385561394	0.256100917	0.0697325104	0.0379943182809	0.055872684846	0.099016018	0.053690724824
a3	0.0338890666413	0.27909997568	0.201965048413	0.104525529041	0.0434497291898	0.056379612746	0.225632833267	0.0550582307027
a17	0.0242776171851	0.234597265987	0.107222756378	0.122836587621	0.0383361498341	0.0434363231687	0.364961075889	0.0643322233669
a28	0.0238767056484	0.261475308309	0.0759535909527	0.11659413508	0.0546036593886	0.0411780293896	0.376684121856	0.049634445467
a20	0.0238353583095	0.29993318887	0.0928930941176	0.0895071453867	0.0746505399982	0.0394256857632	0.344575526579	0.035179463999
a24	0.0368168391332	0.26733537209	0.101053424173	0.0692595230489	0.0731085399567	0.0669339323877	0.330728091393	0.0547642921763
a46	0.0449770584437	0.233372844497	0.126436832858	0.0608753009496	0.0611103995556	0.104716368016	0.300083942798	0.0684272678808
a19	0.0543866468239	0.247329901699	0.136966256086	0.0524905942499	0.0551592132419	0.128189248825	0.260029432599	0.0654487131089
a46	0.0557470947813	0.203535747433	0.137774345562	0.0496262336166	0.0517317545473	0.152899277208	0.293442599933	0.055242959523
a31	0.0596691808271	0.135694127811	0.214138301187	0.0746403600722	0.0613774201224	0.141186758003	0.272581053311	0.0407127975477
a7	0.140215419596	0.14057575747	0.205503549462	0.0873076850907	0.0657500901341	0.127223054468	0.190434458704	0.0429899741959
a27	0.174637909819	0.169809067823	0.169651581287	0.0911982796302	0.058330445058	0.131544771423	0.150406332901	0.0544216207986
a11	0.116245732273	0.191088665141	0.196241462229	0.118288465543	0.0555601767727	0.116398893408	0.151495794234	0.0546808265462
a18	0.0859872039577	0.208463220714	0.203780704543	0.126125366381	0.0561282385576	0.111637451603	0.157902236278	0.0499755860487
a31	0.0675396491726	0.171011670371	0.250520402848	0.12390019766	0.0671936608725	0.111061261054	0.166017770226	0.0427553947362
a27	0.140894087044	0.116424551857	0.227674446949	0.139024561553	0.0716140573508	0.100721601871	0.152636471942	0.0510102293121
a31	0.187930605215	0.110759659819	0.149388769783	0.146804073184	0.0732694988523	0.11094044049	0.151521982261	0.0693849571707
a20	0.159425160805	0.10953860354	0.132681441394	0.164675205928	0.0836365132194	0.11772256803	0.143683975834	0.0886365090569
a11	0.173120092935	0.0926635510467	0.145600098865	0.188936044776	0.0872169753398	0.10379910241	0.104865744745	0.103798392152
a31	0.154195685445	0.105154687882	0.137465334688	0.164152720925	0.0824945016266	0.115341281337	0.128001969248	0.113193831584
a20	0.150085723615	0.108055232427	0.126592879563	0.142748398908	0.0903463397222	0.123181970846	0.134598019816	0.124391446261
a31	0.155911492538	0.099284561609	0.121281861921	0.132212282903	0.0972318229074	0.126517889349	0.118154455672	0.149405638754
a39	0.156123461179	0.0990126726697	0.11554924264	0.116786723168	0.112037884236	0.129942267116	0.113352286157	0.157195470918
a31	0.151215626393	0.0953903150232	0.113491525947	0.110715556056	0.122146256345	0.135208671705	0.107154169652	0.164677884306
a8	0.141334103131	0.0960665142744	0.110363532782	0.102968659419	0.120845615182	0.142972813902	0.115252498551	0.170196261435
</S>	0.148620831565	0.0962291560372	0.116806693891	0.10491191331	0.129302063191	0.134615139951	0.117907036276	0.151607171717
