 	non	ci	dimentichiamo	mai	</S>
a31	0.2785415851	0.124534492853	0.45888014878	0.0188880562121	0.119155693781
a20	0.285099055673	0.199693695592	0.439791304587	0.0207053785788	0.054710549087
a31	0.339510102331	0.339252108562	0.272337833102	0.0265470394662	0.0223529021577
a11	0.423146754017	0.342372213065	0.199653526901	0.0239102645787	0.0109172350346
a20	0.449482360126	0.25759597066	0.248259230167	0.0337526266376	0.0109098224649
a31	0.402853436255	0.2405708864	0.282372220722	0.0597523214925	0.014451152755
a11	0.314779899352	0.19124489194	0.363983969107	0.0943711071908	0.0356201529183
a31	0.198101086784	0.136425888593	0.456671021036	0.133869850824	0.0749321658394
a18	0.168107219908	0.116037547931	0.475395566345	0.141104468528	0.0993552204998
a42	0.185140463149	0.0952086900437	0.444045980782	0.144334681496	0.131270205853
a31	0.167874238383	0.111277323281	0.391101092927	0.181365843832	0.148381512151
a18	0.196670499661	0.129615967027	0.353910732976	0.180701384877	0.13910142205
a31	0.20357901482	0.152399440742	0.301050292325	0.179430061892	0.163541182683
a39	0.168802867207	0.191314011981	0.268993667442	0.192511577297	0.178377875228
a31	0.158756240882	0.21091378666	0.246410918481	0.198151207766	0.185767842076
a20	0.154821356774	0.225500569553	0.226578395494	0.201116672189	0.191982998959
a39	0.173124370258	0.225024420518	0.224600982498	0.19110983433	0.18614039592
a31	0.173037908753	0.191431249239	0.219750323499	0.20448915011	0.211291371973
a14	0.180458575584	0.196559790146	0.2054416965	0.205800274037	0.211739654658
a46	0.202895383195	0.207325953382	0.208880390167	0.195435660679	0.185462600886
a20	0.209336300398	0.196881227127	0.218266473389	0.195611768226	0.179904228962
a31	0.207418649466	0.180436520576	0.214246619796	0.199405880075	0.198492328987
</S>	0.204040136733	0.169660859588	0.205177692898	0.203832845037	0.217288460494
