 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.6372291727	0.108158125	0.0754776419	0.0723653265994	0.0473560834859	0.01752446242	0.0173158962942	0.02457327646
a31	0.581741077367	0.0823275994533	0.070113870154	0.0682133404821	0.0658768716986	0.104966466087	0.0104316793382	0.01632909602
a20	0.454316580656	0.0671396494044	0.0607926976	0.058724292122	0.0880688179388	0.245608436809	0.0111348858541	0.0142146368
a31	0.374674536419	0.0790940319348	0.038033469508	0.0678329521023	0.0780368574697	0.326767336783	0.0148408547447	0.0207199715267
a37	0.34498367014	0.0853644772449	0.0325214756627	0.0562746227038	0.0946051201234	0.313864318154	0.0289475761416	0.0434387539129
a14	0.375629850447	0.0622226924816	0.0292086920342	0.0340657072439	0.102211032739	0.25406573823	0.0494165232012	0.0931797804473
a10	0.376553874029	0.0591456501205	0.0281827132381	0.0257800712332	0.0825902729488	0.187286573029	0.0681240927811	0.17233676512
a31	0.383289701156	0.0547910829335	0.0309037767447	0.0257530437899	0.11741375787	0.15129677821	0.0778821030937	0.158669754599
a37	0.467867286299	0.0398045082578	0.0277988253582	0.0226986767865	0.123595878886	0.13931005881	0.0871556558692	0.0917691151743
a10	0.572149135413	0.0346808022259	0.0221664022507	0.0184787088132	0.0771396677951	0.106366189743	0.0955687038611	0.0734503832928
a14	0.638823819138	0.032954700482	0.0260034040502	0.0171998028404	0.0559581092617	0.090447343317	0.083816973423	0.0547958258249
a0	0.655452565579	0.047759088374	0.0324510550501	0.01634432889	0.0404227693006	0.0800293054377	0.0736927211414	0.053848152821
a20	0.61237674766	0.0623404741247	0.0391308530567	0.0173195801385	0.0364814036202	0.0850741038086	0.0877932703689	0.0594835775857
a33	0.541477359553	0.0683986416416	0.0444763086856	0.0254277425475	0.0419935122067	0.0984298509362	0.108277679338	0.0715189268886
a20	0.515009808984	0.0716184474805	0.0471799532952	0.0296459638892	0.0438122544022	0.0966587377387	0.112247430037	0.0838274255229
a31	0.561529709728	0.0710126856935	0.0466803796317	0.0236308845068	0.0390508596674	0.0835358309556	0.0958613602271	0.0786983100055
a0	0.562725595643	0.0721546196978	0.0504201571439	0.0282308399927	0.0419186480891	0.0752909017345	0.0920492970238	0.0772099432597
a41	0.492311586548	0.0792033444326	0.0677495355813	0.0405587907442	0.0518635534297	0.0731044756448	0.109291515301	0.0859171924466
a31	0.461377429516	0.104209261811	0.0857527118604	0.0386016161014	0.0571275153432	0.0728928057483	0.099321531167	0.0807171168155
a37	0.458676457172	0.109125584804	0.0869032144868	0.0371836863671	0.0571194057144	0.0731747343828	0.101197713229	0.0766191866452
a31	0.447097763057	0.116785469735	0.0832341048289	0.0389409210957	0.0532551373715	0.0753318024609	0.106137946943	0.0792168452151
a18	0.418627445686	0.127608631778	0.0879320410763	0.0417784137652	0.0569754033238	0.077391503287	0.109341741714	0.0803448254717
a8	0.381896807895	0.113175848459	0.0984420507588	0.0544995123884	0.0661549142413	0.075730108829	0.127731005638	0.0823697624906
a20	0.395707567298	0.103171455753	0.103413355053	0.0567408246628	0.0626805490804	0.071561446143	0.126299576146	0.0804252342969
</S>	0.422591805649	0.0967743518765	0.101321994127	0.0524800083314	0.0573852910402	0.0697729366715	0.121826854473	0.0778467707485
