 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.036263430872	0.182779070389	0.0107053117848	0.08368159223	0.06335155919	0.061439024146	0.0250253725548	0.021250137491	0.397461295666	0.118043222605
a31	0.0291582312173	0.165816643996	0.012273153017	0.0798718920537	0.098054732501	0.084470957346	0.0441214229246	0.0276903376628	0.390950393539	0.0675922383317
a10	0.0121953402804	0.0829314053987	0.0219000743051	0.0866829131536	0.176708684551	0.0692234221727	0.0369242467231	0.0229165594005	0.449000327785	0.0415170298246
a41	0.00594712018333	0.0713101233369	0.0252260384548	0.130367796355	0.186452131581	0.0530220721353	0.0185431921423	0.0145419150494	0.476407436273	0.0181821774255
a24	0.00510408432282	0.087521675903	0.0174056664461	0.12796104944	0.127418536235	0.0604139065468	0.0168722678541	0.0101738132973	0.536638058723	0.0104909406062
a46	0.00773535917831	0.153326610733	0.0215910490716	0.106231167453	0.0856323629334	0.0718538110388	0.0193035037139	0.0111549875031	0.511379705654	0.0117914329698
a24	0.00924880503964	0.154108699516	0.0229627176226	0.0725763740201	0.0820659201355	0.0964424252921	0.0260993509353	0.014081296537	0.50357655792	0.0188378432179
a37	0.00803989175055	0.0980387306653	0.0266225215983	0.0504222036334	0.120839151259	0.129072048911	0.0312021068856	0.014977996889	0.501106801955	0.019678544314
a46	0.00803626739018	0.115776250622	0.033674712472	0.0431936585711	0.15717474582	0.145480486804	0.0295271110219	0.0146875027506	0.436045420094	0.016403848436
a31	0.00911565525673	0.100116612327	0.0282075376603	0.048738056717	0.170606011687	0.157495543775	0.0282544064033	0.0159135982845	0.427464164281	0.0140884221824
a20	0.00913715467224	0.0685271327623	0.0433121091738	0.055317717943	0.167543521149	0.169484169036	0.0302500875834	0.0157765384959	0.430757811849	0.00989376826253
a8	0.00689900436408	0.0550143213208	0.0491412589043	0.0690668214717	0.19591948957	0.156637948243	0.0308834913607	0.0157919732775	0.410279354034	0.0103663458035
a31	0.00606740232203	0.0299519207536	0.0293115166649	0.0753130081172	0.219203665367	0.135956831254	0.036297430733	0.0190631422036	0.436545779596	0.0122893020721
a10	0.010986567848	0.0291783564979	0.0408684344518	0.0551815276124	0.192274763737	0.151120362654	0.0472682058391	0.0218972750369	0.440172878848	0.011051635195
a31	0.01397481008	0.0299901848126	0.0526322004013	0.0619655597908	0.176535804416	0.177062164907	0.0533679221017	0.025499501798	0.402002140716	0.006969720683
a10	0.0460646365373	0.0382179510509	0.0566517247138	0.0605362598503	0.165186983139	0.196879614969	0.0573243951672	0.0305449715269	0.341116422185	0.00747703860567
a11	0.0759467131858	0.068937537217	0.0643590493246	0.0450123915768	0.14931700086	0.200432048723	0.0654438498824	0.0363200055912	0.277263742595	0.0169676549839
a37	0.0744419392353	0.088827163539	0.0571514939415	0.0459425429256	0.127750105407	0.202441503174	0.0769158146341	0.0432859948151	0.257241207218	0.02600222869
a31	0.0551755217918	0.0762992095597	0.0446983970072	0.0462769048419	0.112777552656	0.245404935991	0.083971641678	0.0534543314984	0.255361683266	0.02657982321
a20	0.0592573142973	0.0862688485466	0.0349897348024	0.0425481750806	0.106925332032	0.27914999533	0.0862951329727	0.0546276787715	0.218075694965	0.0318621099887
a41	0.0845035383324	0.100787320189	0.0334459642675	0.0445855171602	0.105618917957	0.265314246443	0.0886031452309	0.0489435792892	0.190319687518	0.0378780969749
a11	0.0962577072908	0.0759439383563	0.0461097589558	0.0613461525867	0.0983696780523	0.216108807881	0.0963362904036	0.0618447900364	0.208659905373	0.039022978565
a27	0.11057524963	0.0598895460854	0.0618698407186	0.0707157882622	0.0840100680974	0.171510447294	0.0942720341345	0.0900122578521	0.217118877324	0.040025896855
a0	0.10622150761	0.0560420317285	0.0635237494929	0.0686892398741	0.0759888357791	0.153186353098	0.0773523993048	0.0940830402174	0.263850303641	0.0410625497517
a20	0.08580005627	0.0658939519762	0.062033219071	0.0661553594114	0.078238712193	0.155708954766	0.0676612447283	0.0859342778925	0.28013626748	0.0524379694506
a31	0.0809907995567	0.0719581489254	0.0641109743437	0.0671696008705	0.086426064331	0.155185042122	0.0680667588428	0.0919246530108	0.261995074827	0.0521728919502
a17	0.119655996919	0.0755790381085	0.0644427093812	0.0959871683568	0.080552732777	0.126986293774	0.0690538523476	0.0876739029636	0.236921946609	0.0431463676501
a20	0.12962166224	0.0764901702362	0.0642799730071	0.100066399852	0.0690878329257	0.130963270458	0.0671811253159	0.0821708137879	0.236418510603	0.0437202434167
a37	0.09587988448	0.0669671840121	0.0653446386557	0.0714461598173	0.0709293307086	0.170292491486	0.067261670572	0.100489137929	0.246801738868	0.0445877625389
a31	0.127573642093	0.086696260604	0.0661669964586	0.0624704456058	0.0711902142362	0.167144708495	0.0695040209907	0.106905156176	0.195924239089	0.046424320913
a0	0.189174646298	0.100155947068	0.0706522745529	0.0753111599353	0.0689046867454	0.133143962632	0.0745762561969	0.0863724439253	0.152348105363	0.049360512771
a17	0.160062754499	0.0806106152227	0.0715961669176	0.108157904578	0.0705245765818	0.109668809144	0.0710718758656	0.0915326882418	0.188497185454	0.0482773953903
a28	0.099874923833	0.0675458518076	0.0694650467725	0.108566524126	0.0723425988606	0.111328101581	0.0652257704219	0.128604970614	0.231588546151	0.0454576373968
a31	0.099993869211	0.0779067416692	0.0697030763242	0.0803339265087	0.0841603390202	0.136804977927	0.0709401597406	0.132417130738	0.188707475784	0.0590323091323
a20	0.129797255604	0.0944744653564	0.0757104549747	0.0984948045029	0.0916816464067	0.132026075309	0.0717668005802	0.096659363446	0.133736241261	0.0756529267774
a28	0.137185503601	0.0867694535855	0.0807701387249	0.135396681834	0.0873138592689	0.105157310903	0.0612943539267	0.0691665644153	0.168996911487	0.0679492552591
a15	0.116705243334	0.0762029990618	0.0784601831083	0.130747406945	0.078538451223	0.093715877501	0.0516083476422	0.0595898087384	0.259516946896	0.0549147452197
</S>	0.103512648467	0.0772246320309	0.0775416692542	0.118462814473	0.0703166296115	0.0912524188505	0.0504179417211	0.0601040299692	0.298461280848	0.0527059298099
