 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.252548803639	0.00543280515152	0.0184940725346	0.038352981224	0.022903103157	0.0144427136419	0.02568423303	0.021055847124	0.01254936206	0.1593796292	0.03715974918	0.07445825676	0.269719191683	0.047819224669
a27	0.12949705486	0.00543644959115	0.0198634379208	0.0395615913867	0.0211573584037	0.0177591348986	0.03833483243	0.033007875244	0.0595247992867	0.161011637867	0.0357068863267	0.05201825692	0.36415951677	0.022961168053
a20	0.111999108813	0.00336100920502	0.0122103068825	0.0340209620649	0.0211002836612	0.0144396486995	0.0438084753033	0.0465719194147	0.109772815562	0.144917323956	0.0296708581489	0.0366549141067	0.36219842203	0.029273959041
a31	0.0709948046203	0.00181830713147	0.0126544405168	0.038240559835	0.0559074465804	0.0204466906865	0.0521670131278	0.0659958690716	0.105339980521	0.187759191585	0.0237291364363	0.0594134127436	0.277854843307	0.0276783046423
a37	0.0426222401794	0.00126232088562	0.0108923276989	0.0332799823583	0.0600278715201	0.0225893126462	0.0772945427759	0.0843128424239	0.102306387374	0.175735419862	0.0165916331588	0.0797243626759	0.276200697459	0.0171600600461
a31	0.0393407072965	0.00202168278554	0.024633708393	0.0379567501728	0.0540738119267	0.0286852007927	0.0864731161253	0.084200440408	0.0901383991247	0.143019234754	0.0149060827729	0.102775667421	0.27795067454	0.0138245519774
a27	0.0299689059722	0.00237773680218	0.029407875079	0.0442458487029	0.0535426856889	0.0303307697796	0.0871111037751	0.083162974136	0.0769683455082	0.138957024585	0.015785226551	0.136492317234	0.25720650164	0.0144427143478
a37	0.0281859563574	0.00173623691506	0.0165652880897	0.0379384362863	0.0307890167763	0.0214698694699	0.0949213103917	0.080639156712	0.0728626726361	0.150407068862	0.0196310105503	0.146197729829	0.267409807167	0.0312464372626
a31	0.0284212831325	0.00245750591649	0.0184134154186	0.0442481413821	0.0598123690521	0.0313768626113	0.0974435648639	0.0711197676373	0.0513599374254	0.150464479954	0.0371237673674	0.11845975668	0.253846992885	0.0354521534632
a22	0.0175195051508	0.00247584128164	0.0165336519862	0.0383637996954	0.0669050645867	0.0337194575678	0.0839379198173	0.0754828257258	0.0418884230218	0.185546905651	0.0442664802865	0.16316915311	0.203221527324	0.0269694436834
a31	0.0244027350903	0.00241982121761	0.0152509332887	0.0396696685331	0.0461062327382	0.0287512429586	0.0687047407351	0.0911610632886	0.0473030980739	0.200317221217	0.0626258457888	0.18049951021	0.168877979379	0.0239098948451
a20	0.0273329992454	0.00274390304294	0.0164951915829	0.0417898178577	0.0406778354181	0.0275969026115	0.061766583965	0.0914028310962	0.0524623080246	0.259589615939	0.0641705776296	0.14157299645	0.149561124577	0.0228372837057
a31	0.0246807520438	0.00289973357165	0.0151149846276	0.0395110960059	0.0355019802714	0.0256923727145	0.065058654495	0.0874290634321	0.0484872068749	0.267215663113	0.0636723196832	0.118463104057	0.180752586922	0.0255204487552
a37	0.0233080137746	0.00371813892588	0.0173365949892	0.0395255671953	0.0341591388571	0.0263987962288	0.0646961696717	0.0800874584774	0.046402018445	0.260648873438	0.0638885852411	0.107799180586	0.202262828944	0.0297686100451
a31	0.0194942980849	0.00397624836863	0.0181405390097	0.0389334413518	0.030379376359	0.0257406621296	0.0670122002106	0.0701486290258	0.047989308435	0.252295768279	0.0828433222937	0.106960604742	0.206008718481	0.0300768692237
a3	0.0200027476816	0.00465011795821	0.0191879025499	0.0388011822173	0.0294759812263	0.0261272329965	0.0667855028369	0.0683140207419	0.055053806745	0.225403168093	0.0941288977379	0.108017123301	0.217836543394	0.0262157653966
a31	0.0182701615205	0.00495336096807	0.01962241011	0.0376560945458	0.0287496940088	0.0263196620255	0.064306103379	0.0659206491806	0.060986531515	0.220858757831	0.0987103245793	0.118195294734	0.211533514351	0.0239174188722
a18	0.0216417576735	0.00563611539136	0.02112727025	0.0391331887766	0.0307871446029	0.0282756732485	0.0642236281663	0.0646348858602	0.062138771505	0.197469197477	0.107336322993	0.133240746985	0.205526826984	0.0188284364941
a31	0.0244646175692	0.00620598514245	0.02287589087	0.0395044584402	0.0317012911076	0.0302635012628	0.0543029945621	0.0619942482201	0.0651203715683	0.203232091892	0.106132244944	0.150746408108	0.187681826348	0.015774047458
a39	0.0290169283477	0.00781437685282	0.02495378647	0.0429566200401	0.0365633865025	0.0377571823743	0.058015746454	0.06880739814	0.0715271281228	0.172707619497	0.102240346395	0.150155813756	0.183072422603	0.014411229756
a8	0.0316220141692	0.0106610202043	0.0268415280767	0.03586002248	0.0420796820208	0.0429142391114	0.0643829900713	0.0904323000467	0.0884893368409	0.180828692299	0.066776119325	0.184612367999	0.122178267814	0.012321402812
a21	0.0251616044097	0.0123634220014	0.0249016367322	0.02912260344	0.0425999581869	0.0433589881438	0.0755161302771	0.106564543616	0.0880724374136	0.220738653233	0.0598159395017	0.195038434566	0.064870656618	0.0118749830173
a31	0.0385630532366	0.0169264590005	0.0261178324841	0.0272308487867	0.038674798669	0.0455210458679	0.071702254159	0.0941757680053	0.0741013758712	0.243146398011	0.0556191079006	0.162752811415	0.0846994136527	0.0207688242778
a28	0.0507284468455	0.0188966261468	0.027156353068	0.0258771659289	0.035074074743	0.0463891104826	0.0715196889863	0.0961426669351	0.0847959118237	0.213111164137	0.0494063458735	0.155514716898	0.101722365331	0.0236653589246
a37	0.0405254796818	0.0180948599556	0.0257869767293	0.0229096771363	0.0354307618877	0.0462855618542	0.0832152656621	0.117885643112	0.101427104608	0.184448932046	0.0542836252312	0.187171015099	0.0676079126437	0.0149271955882
a20	0.0302134483606	0.0180362859452	0.0233850039498	0.0214857952988	0.0350531049626	0.0438415985114	0.0838283920207	0.115638448504	0.103071234603	0.182587622549	0.0684707741104	0.203541806633	0.0584062599479	0.0124402277427
a31	0.0329260273135	0.0201771427817	0.0224145182366	0.0211734163196	0.0318029222875	0.0432362443638	0.0760894764736	0.102722050468	0.095417399001	0.20786617645	0.0655378351035	0.167429259344	0.0880375256826	0.0251700026476
a28	0.0524936515645	0.0250606617939	0.0250113097722	0.0216983469799	0.0304598757158	0.0436723045146	0.0750970390245	0.115650921656	0.0975100287337	0.212244327217	0.0526204843678	0.125193739115	0.0922631411942	0.0310241626559
a20	0.0591019755215	0.0271329082513	0.0279263521907	0.0229006990466	0.0343009168253	0.0449691243049	0.0777732103415	0.126062981219	0.107381292245	0.197546606806	0.0581450796559	0.135678610505	0.0602723004647	0.0208079489253
a31	0.0565545840605	0.0320419951371	0.0295643473169	0.0257978610822	0.0351607468084	0.048138313055	0.0745231447138	0.103689005473	0.0945625652817	0.197421595602	0.0600402348853	0.131591180768	0.0742662131216	0.0366482316598
a20	0.0694857117735	0.0419046164457	0.0351611999723	0.0281608925607	0.0384920707361	0.056584096505	0.0777764183046	0.105018336891	0.0849874871606	0.172261971401	0.0545658835618	0.105646086723	0.0842666382072	0.0456885899979
a17	0.0813494124578	0.0491927438819	0.0427757063241	0.0319153208536	0.0468000520454	0.065238450835	0.0785606958349	0.124745564297	0.0889591223202	0.1526402306	0.0492545906539	0.0914305875077	0.0651260160691	0.032011492066
a13	0.0726406181526	0.0472091184806	0.0408753011347	0.0322118981512	0.0460074055218	0.0605618823183	0.0675403080783	0.108897395699	0.0828389070401	0.169041504733	0.051060785618	0.133411222503	0.0593324525564	0.0283711886887
a31	0.0636954371175	0.0447506314135	0.0344364693382	0.0288378502371	0.0377733829873	0.0489513724794	0.0579887626928	0.0787679722997	0.06825542088	0.218506947511	0.0510230142727	0.153285013634	0.0717639848521	0.0419637465629
a13	0.0874877103725	0.0516225180045	0.0359798818461	0.029103022999	0.0353415161691	0.0457722664931	0.0583131784309	0.0804771958332	0.0684679962933	0.214724100504	0.0445225332909	0.127099082278	0.073466916684	0.0476220816543
a28	0.0987147955242	0.0522269523215	0.0370552393487	0.0313134776263	0.0359033763497	0.0446987139644	0.0596937402103	0.0892141828777	0.0766202949644	0.183311946168	0.0506650115636	0.143248923426	0.061311113428	0.0360222190848
