 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.4914697297	0.17914638315	0.10575329835	0.0159610110197	0.035350483205	0.0365089507104	0.13581015232
a31	0.459021431033	0.240923592583	0.087563218878	0.052736577914	0.0364589172543	0.0324060167746	0.0908902486387
a11	0.341253805411	0.269501869861	0.0682430281827	0.0827492161323	0.175139733501	0.021710426217	0.0414019303649
a21	0.245892740404	0.191466065287	0.0825744217609	0.0871196593247	0.328715360314	0.029159881391	0.0350718738483
a31	0.175671258868	0.122259359829	0.130917584854	0.142560999818	0.290647377364	0.0784456811097	0.0594977350361
a20	0.135376659889	0.105020560143	0.131292588551	0.178360952855	0.193800388801	0.126441632932	0.129707222639
a31	0.18892716063	0.0955658066477	0.109005203517	0.167018346538	0.154092392034	0.120993751294	0.164397341628
a10	0.213320738277	0.104632435149	0.084098781839	0.159583853499	0.154171993998	0.100605012582	0.183587190071
a31	0.175071164292	0.13265583465	0.0596027411463	0.14492071738	0.157824449979	0.126621282687	0.203303812957
a21	0.189219073897	0.151283813283	0.0604154679821	0.131746392673	0.146407999086	0.143460705256	0.177466537586
a11	0.204281976899	0.182989560194	0.065256181594	0.117778973958	0.122704130695	0.149767180152	0.157221985729
a3	0.205933177833	0.195343945765	0.069666972598	0.106221964853	0.103392635098	0.168551797384	0.15088950851
a33	0.222490993278	0.188411409122	0.0962821097327	0.0937849456177	0.102387033766	0.148855129461	0.147788374837
</S>	0.220640075639	0.178609958561	0.122150971266	0.0867143219089	0.113160245783	0.13600155773	0.142722850018
