 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.0022554083114	0.022652336	0.091683434254	0.035670977281	0.17085837692	0.017465436041	0.0986123685906	0.091751426	0.04257920137	0.01206806862	0.0115649466231	0.01470096708	0.0101532298175	0.0745427057853	0.01770210428	0.04576945654	0.0238390063	0.0091432781873	0.12462207349	0.074162407847	0.00820281368
a17	0.00129878168171	0.0312506100107	0.0704066102847	0.0915709733373	0.106218755373	0.008708587801	0.0824955551825	0.0738324630133	0.0421447606433	0.0134427194664	0.0175888233305	0.0187284725733	0.0268956999513	0.039544541259	0.0221653402667	0.0597990134733	0.0648327770667	0.00745105323797	0.161106818273	0.0546235213157	0.00589411850267
a31	0.000817777823817	0.0249368499556	0.0489427617709	0.106467812139	0.0774384709203	0.00637694486033	0.059953897572	0.0450113903978	0.0235699545958	0.00956905211053	0.0174153750832	0.0194688687991	0.0321389459075	0.0357571882322	0.0405608746889	0.103508578824	0.0945592471689	0.00790400972532	0.202342019828	0.0397992035852	0.00346075700089
a17	0.00156313861041	0.0131777872972	0.0581685307996	0.057706239241	0.0820431871294	0.00440922993478	0.0499223598871	0.0331067795926	0.0335986822999	0.00921108423444	0.0157999709705	0.0178696823477	0.018808798716	0.0246664615721	0.0561455996696	0.158624491941	0.12234912464	0.00864787458011	0.199614904851	0.0317681410884	0.00279791081763
a31	0.0021127842112	0.00911120155373	0.0524750816892	0.0302036110994	0.0758251110871	0.00481201926226	0.050975505042	0.0282122480749	0.036716784344	0.00848830796137	0.0141209635509	0.0125240702639	0.0117726467902	0.0144976078101	0.0643173952365	0.20192593978	0.133095729864	0.0113560132389	0.210788265919	0.0241458455561	0.00252282806054
a34	0.00225667030095	0.00695192251124	0.0287467129244	0.0225653090786	0.0823977190104	0.00696596429942	0.0370665360198	0.0311146857156	0.0296697529747	0.00826640324262	0.0135091063295	0.0107270589213	0.00694463952743	0.00837857628108	0.0688143877122	0.202106536727	0.117662667648	0.0132783626862	0.282832294793	0.0184671436654	0.00127751631125
a1	0.0025118375192	0.00820513776241	0.0267292546668	0.0235401191507	0.0843626424008	0.00685036928247	0.0551552145298	0.0419301468519	0.0387432317009	0.00857293559141	0.0161758340018	0.0145777381258	0.0140485090445	0.0210754704884	0.0645809832441	0.168026221709	0.133867182709	0.0140024759914	0.212359968598	0.0347769067418	0.00990780755348
a35	0.00199565465769	0.00651329099147	0.0206210771756	0.0185357945737	0.0491506787469	0.00495378143682	0.0680677825413	0.038536225684	0.0367996187203	0.0064068873418	0.0137007075267	0.0166216146353	0.0257471221094	0.0480378753759	0.0755383115014	0.162581836436	0.13137795177	0.0176927557238	0.149591276199	0.0787153635539	0.0288143889938
a31	0.00132073624404	0.00541374237182	0.0269744513585	0.0522780224409	0.070494702729	0.00443383683847	0.0639102092164	0.025336192348	0.0289193361334	0.0055176285124	0.0110473933725	0.0130733991738	0.0235194049292	0.0538248624182	0.0712372422471	0.128031558112	0.101683402381	0.0176408824486	0.19325031462	0.0758729873446	0.0262196961046
a20	0.00127756351047	0.00473033589061	0.0310921554662	0.066791177158	0.102768974543	0.00346894358969	0.0742941941568	0.0212170002093	0.0309008606645	0.0054848322706	0.0100322294299	0.0107051990199	0.0162450409745	0.0407552825835	0.0575549323357	0.092422155604	0.0889139379183	0.0154207979902	0.245648467473	0.0645607110215	0.0157152069089
a17	0.00118805029416	0.0048048355902	0.0187891670021	0.0334563438513	0.0701463710677	0.00250146472523	0.0794727697943	0.0219829622098	0.0316829527348	0.0048074957642	0.0085564349781	0.0127588603333	0.0168806569062	0.0313569895538	0.0611863380892	0.094727020268	0.0841259066394	0.0157712850834	0.269102383578	0.112457479314	0.0242442364463
a20	0.000953368605187	0.0057441346634	0.0102681452674	0.0179974530864	0.0373009092492	0.00274123089708	0.0640523279801	0.0250327130366	0.0327291172783	0.00530236231207	0.0086340515115	0.0186867051311	0.0174314009587	0.0198680822135	0.0808752736404	0.113703343823	0.0760996103131	0.0216306160278	0.282373933033	0.131167128358	0.0274081004688
a8	0.000835236786596	0.00458432720913	0.00645395220913	0.0133649881095	0.0291736738964	0.00421390419036	0.0659221500134	0.0383005280122	0.0318114415594	0.00532836071336	0.0131700826617	0.0344563739904	0.020396453517	0.0079921726405	0.0966448369295	0.147726536608	0.079783607171	0.0233633487093	0.215144436658	0.137403333339	0.0239302519396
a31	0.00267995868497	0.00303463489771	0.00984479024304	0.0361533307398	0.0402404709055	0.0132549343815	0.0688671544045	0.0473791837374	0.0304050090665	0.0119249672405	0.0274400564655	0.0444329522101	0.0264718019997	0.00878659859883	0.0732129484525	0.160513872203	0.092261347117	0.0223514233564	0.132987141133	0.127135469706	0.0206219605979
a24	0.00378231660069	0.0030422833259	0.0121806518677	0.0403966750066	0.0414041202352	0.0166321209938	0.0539826703482	0.0403612639791	0.0307977267688	0.0172781032802	0.0348420006924	0.04384524839	0.0365834857476	0.0116808595289	0.0549690905975	0.171591641668	0.0892303970657	0.0271499031388	0.141467795011	0.104571363115	0.0242102908073
a31	0.00326530158063	0.00291156586863	0.0140416121626	0.039069897959	0.0528903304384	0.0106356499446	0.0457328268494	0.0303788608597	0.0295346299629	0.0193757390334	0.0395015844639	0.0416991237967	0.0423409510787	0.00952781296097	0.0531433025392	0.180934482023	0.116433664022	0.0272216590729	0.138448013377	0.0802691165717	0.0226438912251
a13	0.00330113685728	0.00329452428754	0.0146317769822	0.0392129402685	0.0583625140395	0.00803039007487	0.0418727743498	0.0302262035866	0.033725713161	0.0253755914711	0.052503528061	0.0499633739016	0.0469879783146	0.00857480339166	0.0516035841397	0.177659020674	0.135262174407	0.0200621246576	0.127534881066	0.0545049217839	0.0173100605124
a20	0.00248346917709	0.00443765691385	0.0108816066421	0.0196520848015	0.0391406099465	0.00765290642496	0.0564209118499	0.0375586847622	0.048882476987	0.026491912257	0.0564468585331	0.0621287883232	0.0473028647855	0.00871510855722	0.0548893594132	0.166873624091	0.096060662469	0.0228627593259	0.157610078315	0.053839072788	0.0196684994988
a33	0.00192379242036	0.00601474438462	0.0081174847407	0.0134395473165	0.0341513918422	0.00822953322565	0.0816922726833	0.0527585253874	0.0597839593957	0.024616620339	0.0608998152082	0.0709495525077	0.0381168515718	0.00758288276374	0.0662530935044	0.161156041364	0.082069731623	0.028118072042	0.129285570538	0.044905146996	0.0199353656196
a20	0.00269227103945	0.0113771941549	0.0093879617269	0.0133072655015	0.0435955687407	0.0120364835459	0.116127478494	0.0805775187291	0.0678437190652	0.028249301353	0.0661306176185	0.0739610572692	0.0347480029256	0.00804716992125	0.0656453485681	0.145970892121	0.0749472202077	0.0269055919807	0.0704154998527	0.0310527095587	0.0169811312065
a31	0.00513804756048	0.0122937722943	0.0135625786623	0.0228368514818	0.0652897487802	0.017927689262	0.101398781978	0.069843920843	0.0605678028351	0.0296048368043	0.0575326930836	0.0599638334497	0.0371548139279	0.0109724733157	0.0581172705894	0.144482309707	0.107511675569	0.0348417273936	0.0552958350842	0.0244111369862	0.0112522128688
a21	0.00579037400216	0.0121432002588	0.0133273550008	0.0257051316219	0.0590297813934	0.0171409550073	0.0652312369393	0.048487200181	0.0442891980917	0.0313411101148	0.0644669053555	0.0649542675432	0.047970758715	0.0130520390919	0.0615607054631	0.172839699502	0.13097858469	0.0340227030379	0.0517513835347	0.0229851854087	0.0129322342656
a20	0.00476399928739	0.0133753097909	0.0112039953536	0.019050600714	0.0500947849978	0.0149814531091	0.0916224891798	0.0522433569603	0.0560955502972	0.0348932109449	0.0712927673918	0.0702126955611	0.0484691599363	0.0131433107153	0.050613408021	0.144569808167	0.0910882761633	0.0387274434526	0.0883045968182	0.0203737460029	0.0148800414779
a31	0.00619111798286	0.010590116013	0.0125173153845	0.0191289173673	0.0652880562259	0.014734486923	0.0836309020999	0.0390694206534	0.0544766839657	0.0287485411083	0.0537071634873	0.053545808747	0.0413389639661	0.0144875468231	0.0504798085403	0.134155812256	0.111119616721	0.0592861508175	0.111920184673	0.0233376819876	0.01224570167
a26	0.0126546350534	0.018060004067	0.0180508456348	0.0234472256518	0.0649656147686	0.0163703603277	0.0525738308066	0.0286141897511	0.0433811353219	0.0318022274228	0.0609103362998	0.0557894698957	0.0508750283587	0.0150667841677	0.0538040784134	0.151940691885	0.123216804574	0.0524834908858	0.089797769851	0.0232532939825	0.0129421607273
a37	0.0170724980278	0.0287843580957	0.0192909986583	0.0247626826039	0.0590229117362	0.0188606820226	0.0756708074689	0.038960503117	0.0578316329073	0.0430128252209	0.0955787217599	0.0748386019652	0.0601702069489	0.0137895105959	0.0414333691711	0.119315035428	0.080524382658	0.0313979019486	0.063847905537	0.0192499660435	0.0165844681118
a31	0.0161660378493	0.0247757441772	0.0187746914061	0.0237866890013	0.0699329051921	0.0180273948275	0.0714942384896	0.036484723119	0.0556788521158	0.035941940827	0.0844531393009	0.0653808258484	0.0532819897576	0.0165212985066	0.0405297809237	0.102604024609	0.0905350031527	0.0594716856229	0.0716981652057	0.0259623854772	0.0184984751266
a23	0.0152445395898	0.0351257476111	0.026217160362	0.0239001401471	0.0655164661974	0.0185132475158	0.0488281917632	0.0329798335197	0.0417363375186	0.0301087032157	0.0674687863346	0.0624066881428	0.0496064740939	0.0171784557435	0.0457865611079	0.12199773947	0.0994279152509	0.0715700592076	0.0800398557352	0.0270933031991	0.0192537904622
a31	0.0167252065833	0.0404291248504	0.0294475850473	0.026335352641	0.0568231956258	0.0220868021519	0.0444132568544	0.0335909341732	0.0405319802395	0.0291904482052	0.0645080707869	0.0633466214476	0.0527243254713	0.0181855041812	0.0440845141026	0.122721521157	0.098234487417	0.0731906982025	0.0712207165784	0.0299164626397	0.0222931822274
a37	0.0232702363278	0.0516704746701	0.0361720071624	0.0277212292057	0.0594059990353	0.0247370288973	0.0443173980181	0.0341204853911	0.0416463013465	0.0293053198017	0.060529898871	0.0574517853492	0.0521784086904	0.0194696853337	0.0395117820342	0.106578717652	0.0928171192057	0.0731250816342	0.0690909301595	0.0326714286799	0.0242086838491
a39	0.0276377543426	0.0591958671834	0.0367425161675	0.0283493861352	0.0612416136784	0.0287146702991	0.064188381006	0.0469687025304	0.0556975341822	0.0409984725672	0.069978428397	0.0606844961831	0.0513717311435	0.0191548833046	0.0318565848781	0.0798078618173	0.0672904353352	0.0584971243781	0.0639237130865	0.02439342876	0.023306429227
a10	0.0261905363475	0.0361531027545	0.0247702493358	0.0313142853251	0.0700680195595	0.0309012571664	0.0875319512687	0.0524384265768	0.0629135902607	0.0428143594891	0.0605496297057	0.049610875061	0.0479458646945	0.0196181862415	0.028882636026	0.0551961871391	0.0597214293117	0.0640949347927	0.0939198426955	0.0280523242533	0.0273123256997
a31	0.0232209583025	0.0246998156382	0.0206744702453	0.0294366233484	0.0742234751865	0.0468657391221	0.0833957460229	0.0441515401256	0.0581295092869	0.035423605363	0.0549004856019	0.045563224727	0.0515176714982	0.0199821574005	0.0343920088753	0.0596045552464	0.0700510711706	0.0566174480642	0.0947898587652	0.0384759330844	0.0338841012732
a24	0.0310627691542	0.0491846310994	0.0466233345218	0.0277201168495	0.0780326409955	0.052786800374	0.0732931212743	0.0412796388419	0.059325042629	0.034676195121	0.055279725594	0.0516082622823	0.0553294479261	0.0195078791068	0.0342082332918	0.0594164170155	0.0666107529902	0.0440748155547	0.0551599235217	0.0345126652548	0.0303075832844
a31	0.0361980788514	0.0582846897331	0.0584077421739	0.0279463090565	0.0720360535985	0.038454902558	0.0646782498914	0.0414584375473	0.0514583038763	0.036079319707	0.0506759492113	0.0502095444941	0.0545418529354	0.0233390615689	0.0304686181639	0.0512469858052	0.0656080983301	0.0452136749182	0.0663520324406	0.0435738868449	0.0337681993681
a46	0.0433947156171	0.0669811731777	0.0659229138313	0.0303893132855	0.0665862663328	0.0360804889527	0.0534676378971	0.0406875021158	0.0451224715588	0.036503063169	0.0466830517504	0.0441957686314	0.0509257483118	0.0254456111696	0.028796510348	0.0490209479351	0.0642164714434	0.0493077647061	0.0718395574135	0.0488875632683	0.035545431496
