 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.48926022179	0.0139885852	0.02335859359	0.11511647735	0.15956284494	0.0456926267307	0.1192379713	0.03378270042
a0	0.379419360477	0.00848190955229	0.02416223341	0.120522973117	0.127604649712	0.092049959587	0.196928587967	0.0508303431867
a31	0.212241402892	0.00793326340772	0.0146421441553	0.149103893972	0.130847083876	0.123381527601	0.290404026256	0.0714466786122
a17	0.206111761577	0.00833356277771	0.0180017876571	0.153328529524	0.100138000944	0.155398328484	0.271358813152	0.0873292299474
a20	0.240491031606	0.00915293129484	0.0295807459124	0.0974714100747	0.0644099781718	0.160214299898	0.263166145384	0.135513458176
a31	0.216937566362	0.00856668732668	0.0410601621508	0.116594866192	0.0484583705296	0.100952542511	0.333932530861	0.133497271698
a37	0.265503037341	0.00537664555083	0.0374874898436	0.134863072624	0.0381968129949	0.0858196602418	0.326018390154	0.106734885799
a15	0.34956564764	0.00890608924561	0.0353572235079	0.100878354448	0.028436643839	0.0883544834686	0.268212432785	0.120289112673
a46	0.391092913213	0.0169865706585	0.0454903612493	0.075597803496	0.0297596183023	0.0816677274749	0.245361268728	0.114043724871
a24	0.351088402138	0.0251979659528	0.0655323008498	0.0763143114653	0.0304111302608	0.0728479015783	0.234263885709	0.144344099424
a31	0.289852892979	0.0366535573843	0.0691930221833	0.0866756595218	0.0384530973469	0.0801858633728	0.24384160017	0.155144316408
a18	0.358532407993	0.0393016820148	0.0458874232611	0.0798601092606	0.0395509955956	0.0825687372456	0.23287868433	0.121419965003
a11	0.406251981798	0.0427226435583	0.0510627395537	0.0860047857069	0.0430164193985	0.0678758255965	0.183957978183	0.119107624134
a35	0.343934500866	0.0528866031861	0.0606076026512	0.108556100969	0.0532556788195	0.0726469409455	0.190288549881	0.117824038845
a31	0.340751553489	0.0603942313954	0.0625053708837	0.108063538056	0.0539359092065	0.0769299105818	0.18793970798	0.109479801082
a13	0.390381362763	0.0627065887985	0.0620947474279	0.110001627685	0.0605824926022	0.0743336379939	0.137740426727	0.102159120561
a11	0.379594013188	0.0714438365328	0.061766850676	0.111991062028	0.0735567227341	0.0768928520646	0.124716616242	0.100038032254
a31	0.351223309596	0.0887458234443	0.0752410483587	0.104786570809	0.071768860778	0.0771161939549	0.115929483147	0.115188700085
a46	0.314281371465	0.101512519948	0.0831811718529	0.112556207803	0.0784376477927	0.0825051136516	0.105719473316	0.121806497762
a31	0.218360835822	0.131828371116	0.098867969551	0.112105495801	0.0935158419976	0.100586144551	0.110382831572	0.134352508721
a24	0.193580276607	0.151104673972	0.108925976784	0.1055954766	0.0961926524659	0.105179662184	0.104957069857	0.134464214907
a35	0.200645694869	0.143115799724	0.106579146128	0.1088189442	0.102729268422	0.104269498861	0.112537780619	0.121303883302
a31	0.166212195356	0.148403072975	0.110855605243	0.1003076678	0.100731175141	0.112353659087	0.122229243606	0.138907392234
a46	0.156125918852	0.154073961925	0.113355005748	0.0976349987333	0.10229373858	0.114608041696	0.117447002869	0.144461322411
a31	0.147937576284	0.147086596642	0.109969780783	0.0970109598444	0.105918326593	0.122655903899	0.115076371223	0.15434447647
</S>	0.131556081142	0.144103804321	0.108343245692	0.0919802477222	0.102115329296	0.13221292195	0.114551449612	0.175136923235
