 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.050875272	0.05719309514	0.0504942824615	0.24915813434	0.2312171273	0.13482962846	0.19157873893	0.03465374142
a21	0.078257693828	0.045960303216	0.0343241583912	0.20612111078	0.1906258382	0.113238851193	0.298119232377	0.03335280766
a31	0.0923009704107	0.0454889591213	0.0236864143431	0.20891290832	0.133230730033	0.127509932398	0.339004328192	0.0298657381533
a21	0.0647398613302	0.0479278692004	0.0378489804621	0.285417867227	0.109720401224	0.123104868959	0.310956625411	0.0202834994044
a31	0.135409579037	0.125774490627	0.0526523756449	0.246311991829	0.106163796888	0.0595657837463	0.259240146417	0.0148818067215
a13	0.211859377032	0.166969207049	0.0427316167941	0.224157124763	0.0957328930293	0.0465203087394	0.184640160939	0.0273892955138
a35	0.289694253697	0.125021414823	0.0253759773767	0.236691247121	0.0670845814364	0.0356009563971	0.185273019513	0.0352585463613
a37	0.276439945232	0.134506752641	0.0403226409702	0.195749293887	0.0889667673721	0.044131609259	0.193750100638	0.0261328796171
a31	0.205689191464	0.12306985504	0.0629535575327	0.193160178096	0.121957746817	0.0651169304197	0.201573546279	0.026478979439
a37	0.169190774235	0.102525437773	0.0746585027869	0.194067114699	0.138692004099	0.0648764777399	0.227809474293	0.0281802143797
a31	0.174042250332	0.10793057051	0.081361425949	0.178474406166	0.1551030985	0.0550410433133	0.209670667564	0.0383765442066
a24	0.171169003337	0.103713973089	0.0847859452697	0.162948125922	0.1500191613	0.0703814537711	0.198143662388	0.0588386741355
a31	0.166029632179	0.10462517683	0.0948301051566	0.152822730774	0.1417194633	0.0779696817904	0.199158475063	0.0628447359785
a13	0.16498127136	0.115333834677	0.108331929986	0.140653932791	0.126009729433	0.0959257397968	0.164528185021	0.0842353773262
a31	0.13117404522	0.113663004759	0.112885769262	0.123931679997	0.113613103278	0.118230393132	0.180520966674	0.105981023109
a27	0.124237012873	0.11975055252	0.117937585087	0.125307206599	0.103426763626	0.122230474911	0.162131550491	0.124978842063
a31	0.107856059158	0.124169325773	0.129633725696	0.1267648654	0.102910798409	0.127527179037	0.146012635764	0.135125412381
a35	0.111183846719	0.127530128991	0.140425340765	0.128218395933	0.108212860136	0.120978543746	0.134007299455	0.1294435847
</S>	0.106264070959	0.138512757095	0.145500052183	0.117054855667	0.101308554068	0.124012128873	0.130775848028	0.13657172621
