 	non	aveva	da	stare	</S>
a37	0.20849273842	0.0326952888562	0.0319411837838	0.722778379816	0.0040923921316
a38	0.20327518239	0.0231274765785	0.0360403380542	0.731848009867	0.00570898328673
a24	0.152693031813	0.0132570948945	0.0392888358335	0.782646627006	0.0121143942618
a8	0.126616430718	0.0150046097562	0.0508554067998	0.753017300335	0.0545062200473
a17	0.123657245106	0.0390747574521	0.0516736562322	0.654259620778	0.131334704122
a31	0.114129144569	0.0688534213974	0.0653684379427	0.600825324926	0.150823673841
a20	0.110121177456	0.0635843958305	0.0646164794636	0.554247514309	0.207430443547
a8	0.0865161140853	0.0680766493948	0.0810325633879	0.479606378303	0.284768306782
a31	0.0917342284951	0.0858102760256	0.093186835676	0.491423517634	0.237845147994
a20	0.0962614378317	0.0975710979692	0.128461611372	0.469001503211	0.208704349065
a31	0.116827966211	0.128649709543	0.162534828924	0.34015275807	0.251834738355
a8	0.134177947204	0.166240392734	0.202567604508	0.256981400823	0.240032652985
a31	0.156209800868	0.188704682911	0.228261733236	0.208082528408	0.218741261862
</S>	0.185831334834	0.194096996455	0.194714910218	0.190677288704	0.234679491931
