 	il	morto	vuole	pianto	</S>
a46	0.2414349611	0.6352884533	0.0592548083	0.0357033439856	0.028318410808
a23	0.189708130653	0.6249716711	0.1250014501	0.0186400382448	0.0416786967125
a20	0.151167473022	0.537684696167	0.222791926233	0.0341865445203	0.054169358886
a31	0.130807213725	0.460130887389	0.270395803144	0.0963800473961	0.042286054394
a21	0.134535313888	0.466326778996	0.269568073381	0.0982180415854	0.0313518141607
a11	0.143842110743	0.493881054865	0.255432400727	0.0666146412351	0.0402298221976
a10	0.122596813134	0.549877720088	0.223778498776	0.0659567864117	0.0377901839819
a27	0.0978836386313	0.646871526963	0.160715387832	0.0604868695412	0.034042552938
a17	0.0839715128238	0.648922873654	0.126190889451	0.0926882013794	0.0482264934843
a31	0.120430301615	0.563847548218	0.119980056684	0.127388431343	0.068353637465
a37	0.128133950245	0.531606467539	0.109111774348	0.156279314467	0.0748684990975
a31	0.113438436195	0.552808721646	0.091240017436	0.1574623323	0.085050518535
a37	0.106520609298	0.570762451882	0.0806244662493	0.149490579704	0.0926019227321
a17	0.0777150060527	0.558976121294	0.0881232519338	0.189928019558	0.0852576127444
a31	0.0781803189909	0.528240104431	0.0998659007113	0.20067649937	0.0930371683235
a10	0.0738645953503	0.562956777144	0.0913158590478	0.175913123823	0.0959496336832
a7	0.0740118372501	0.580572354715	0.0836968389866	0.171104890015	0.0906140705011
a31	0.0950716845567	0.522633160572	0.0932038977422	0.161615020378	0.127476224834
a33	0.114498532726	0.491483364524	0.104723216381	0.153617996299	0.135676885145
a29	0.210068520242	0.433550184841	0.10513854646	0.150054937726	0.101187817648
a41	0.284079534081	0.389851713614	0.10410463922	0.132816618575	0.0891474922027
a31	0.25626798036	0.392981953205	0.10399281414	0.154959924992	0.0917973257209
a39	0.310381426453	0.315835020402	0.10702143418	0.164110028197	0.10265210984
</S>	0.375705798226	0.260121642201	0.11365914929	0.143917444299	0.10659600122
