 	lo	posso	finire	di	fare	</S>
a20	0.73642317698	0.0209849452314	0.039936643913	0.0659288036556	0.010536282758	0.126190133771
a31	0.647644068933	0.127480503394	0.0420119115011	0.109001633839	0.012166490078	0.0616953939518
a46	0.590960500051	0.218843199168	0.0364499163545	0.101734713146	0.0254175952327	0.0265940534186
a31	0.626546100884	0.183901896408	0.0973654845619	0.0429662655045	0.0318947625276	0.0173254528427
a41	0.663801757361	0.168109485955	0.107916603428	0.022230547104	0.0242857186059	0.0136558621981
a18	0.713439970454	0.162841679705	0.0549034014293	0.0192182268307	0.0220019086486	0.0275948028454
a7	0.666146358485	0.14084314498	0.0733236133831	0.0419804002702	0.0292785307495	0.0484279557658
a41	0.543826182495	0.093518262964	0.103137516088	0.0919254419434	0.0637760689165	0.103816513655
a31	0.481236452832	0.059710618808	0.0877116517227	0.140334054314	0.0932068743055	0.137800328952
a0	0.399916748944	0.0556787421853	0.122593744974	0.153043449105	0.0895261509685	0.179241147451
a31	0.285244697648	0.0702928824618	0.157416838191	0.157737681835	0.104633403856	0.224674483617
a39	0.240152191883	0.102308807354	0.16501424993	0.171565893612	0.131305279285	0.189653579206
a46	0.205973707294	0.137606133385	0.182769362643	0.180920055871	0.141650261562	0.151080476335
</S>	0.195710191647	0.154424974692	0.178078207322	0.186972924935	0.147523279481	0.137290414068
