 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.352545766309	0.002507485799	0.01821635776	0.176957024284	0.032121745113	0.09621507038	0.14252714885	0.054608458021	0.115744751839	0.0085561631991
a31	0.32880287382	0.00613223887907	0.0151341318133	0.085167393508	0.118334930651	0.115602954293	0.177638054817	0.0676987651377	0.0610474067854	0.0244412361783
a37	0.28124002794	0.00615454189242	0.0342278205711	0.0782889806493	0.198904712004	0.124439706731	0.153465220339	0.0584509031331	0.0342266261058	0.0306014492574
a21	0.188997567153	0.00275042218681	0.0431622570504	0.0970059421564	0.219321518628	0.13176987591	0.185567906246	0.0687677876449	0.0184764674074	0.0441802507618
a31	0.204372297304	0.00189413635716	0.0267466361101	0.0994090662255	0.180914021676	0.161655058503	0.179048124846	0.0716279158512	0.0311311269298	0.0432016311357
a7	0.203180518028	0.00214301165461	0.0579527654567	0.105452521408	0.198388401692	0.160957376301	0.137251562646	0.0734650062279	0.0403018821886	0.020906984359
a29	0.113059896256	0.00339575734487	0.0863688940856	0.118878924643	0.272900395497	0.121534122167	0.146639063455	0.0815020192093	0.0314570555282	0.024263901431
a31	0.0651988536587	0.00370935701362	0.0854985456752	0.200828472214	0.203220020066	0.131426068389	0.154734318525	0.0732597981511	0.0575304201937	0.024594160289
a29	0.0861000619396	0.00578710926987	0.0856283518651	0.210936764338	0.195707677035	0.11818979313	0.134856211975	0.0684921677917	0.0709958503756	0.0233060183417
a31	0.0989994983265	0.0505349215233	0.112703835662	0.152219059179	0.173334560458	0.0966635237767	0.146469487525	0.0780039929706	0.0676372198385	0.0234338993406
a41	0.159451411749	0.0703587970944	0.113483328554	0.11778341606	0.0962188394193	0.104445946392	0.155300305508	0.0814878819835	0.0714420557595	0.0300280219602
a18	0.22060884349	0.0464406159315	0.078790743038	0.09092993502	0.103680608626	0.105884016664	0.150844053769	0.0889993467478	0.0675412550132	0.0462806115601
a31	0.185763228897	0.0343570709038	0.055839497306	0.142435228073	0.103503867362	0.104011311888	0.151743165923	0.109060747383	0.0745682013644	0.0387177075934
a37	0.257611067032	0.0257611826346	0.0399741480087	0.138633116358	0.0744308561207	0.119179200829	0.137410263308	0.107352891381	0.0670288309428	0.0326184468578
a3	0.317025895944	0.0297007008115	0.0688513028029	0.0786191513193	0.0493897607736	0.134094223276	0.130398776036	0.0919495457137	0.0537916776023	0.0461789593259
a21	0.239962433848	0.0314460264038	0.094636675601	0.0808984961731	0.0818394961912	0.162838280225	0.119052175345	0.0899929002646	0.0511570397648	0.048176487502
a31	0.170018086216	0.0387888885746	0.0928858220003	0.0968950932577	0.0937222279304	0.174196381208	0.144693631382	0.0882176812215	0.0607361660589	0.0398460487607
a37	0.159939521672	0.0645737618982	0.0838646221334	0.0907123590859	0.0766433239101	0.172663370736	0.168954399394	0.0814744771805	0.0608766138063	0.0402975746002
a31	0.185935515891	0.0787902112327	0.0713827373778	0.0760286414953	0.0750044843034	0.160396464579	0.139163757265	0.0889042700602	0.0605132464821	0.0638806816934
a28	0.18680846863	0.139489669544	0.0710013799259	0.0676209340318	0.0615159435678	0.131935992726	0.119243180222	0.0884622601534	0.0636425202274	0.0702796727645
a31	0.16066022441	0.170243093715	0.0753457999886	0.0682626645773	0.0598315075893	0.109258707775	0.0983771425407	0.0881519475178	0.0665021339425	0.103366807855
a8	0.143257338337	0.206951060905	0.0844021595429	0.0729521039591	0.0616813059298	0.0944448620583	0.0778350933136	0.0808210413726	0.0634695421142	0.114185498018
a31	0.126509388926	0.221834174835	0.092298197681	0.073034869093	0.0637943155099	0.0842755608861	0.0688037947045	0.0764132061909	0.0655431924381	0.127493282206
</S>	0.111562893683	0.165999530718	0.0907465980905	0.0742124273065	0.0690531943549	0.076146969043	0.0643882106523	0.0925285643954	0.0806391862191	0.174722400603
