 	non	so	cosa	stai	scrivendo	</S>
a31	0.113847713094	0.01994966825	0.006165634101	0.3899721795	0.3884400188	0.08162478647
a21	0.084400034394	0.0751509725313	0.0115542940203	0.3862960895	0.3752656478	0.0673329585747
a31	0.073413144738	0.140847747244	0.0313734115601	0.2813103421	0.415366126533	0.0576892129322
a10	0.063339248426	0.187040965348	0.07364757054	0.2380042431	0.406553619311	0.0314143498067
a7	0.082823753322	0.257462660583	0.134147282693	0.180071020233	0.31641170857	0.0290835770289
a41	0.0955916698673	0.319734402994	0.161366310298	0.150373558611	0.23415084339	0.0387831991216
a31	0.0877314004064	0.253687799265	0.141003914926	0.154202451004	0.310765618397	0.0526087929592
a8	0.0811998983355	0.138997869848	0.118581704975	0.200795793801	0.391386191466	0.0690385255864
a31	0.0841852766478	0.123370833429	0.11455620768	0.207834370467	0.363612358489	0.106440955062
a8	0.0918161736226	0.12867680365	0.108757416691	0.174644484022	0.364833975496	0.131271156927
a23	0.0930759880875	0.115771073223	0.086326392547	0.175024090674	0.409947286499	0.119855167216
a8	0.100532310536	0.105355267094	0.0720496743423	0.174229051558	0.434579266166	0.113254424939
a31	0.101267253852	0.0960056956313	0.0688412611074	0.191409253853	0.422827523389	0.119649005313
a21	0.0858317770773	0.0804243886904	0.0610207405291	0.183067801284	0.46357734313	0.126077943771
a31	0.0845741735791	0.0862064660435	0.0713532816697	0.172952391428	0.46200219771	0.122911479057
a24	0.079681975953	0.0801354152545	0.0691142000366	0.162242990143	0.503499989237	0.105325401086
a21	0.084225450251	0.0780464000582	0.0643478996922	0.153823908714	0.517721607746	0.101834703562
a31	0.102289974977	0.0955137772861	0.0810202634841	0.179780587571	0.428467683249	0.112927704454
a17	0.100838380819	0.092828384962	0.0753160198147	0.170999872524	0.428463497083	0.131553843818
a20	0.14826963194	0.115956792721	0.0786060077382	0.134735805508	0.378760539694	0.143671227939
a0	0.17340288918	0.133233546507	0.0835339255127	0.130101370503	0.352474205898	0.127254077713
a31	0.143289484307	0.123869697769	0.0862167940376	0.149765680168	0.375189869966	0.121668476971
a8	0.121533625816	0.113064785923	0.0913399933459	0.154202934723	0.393496380655	0.126362278324
a37	0.125361279539	0.119863246974	0.101431340115	0.146509948908	0.363680328885	0.143153867441
</S>	0.14329324577	0.137798094987	0.116757704057	0.143691401454	0.298327359442	0.16013221472
