 	forse	stanno	ancora	svegli	</S>
a31	0.08292559657	0.31950110152	0.2085230864	0.354204151	0.03484604126
a10	0.06001485701	0.231916846007	0.2359061662	0.383944203733	0.08821791134
a20	0.02739408633	0.142735313502	0.1993868136	0.458660856418	0.171822918219
a31	0.04556028339	0.249551856967	0.202007421467	0.361573838846	0.14130658754
a18	0.07467467113	0.320116817256	0.229993578889	0.284193875735	0.0910210413187
a31	0.108595059163	0.339221327885	0.227323302963	0.238804580665	0.0860557201569
a35	0.140318451641	0.311367153295	0.219762335654	0.179579861722	0.148972205599
a31	0.150794084214	0.199426459832	0.208397301218	0.211639548507	0.229742612993
a10	0.122279376271	0.173140925011	0.227069090406	0.238979751636	0.238530850531
a20	0.077915945757	0.185882910737	0.232372988935	0.265638767212	0.238189371577
a29	0.0735165813857	0.173889997646	0.220077513112	0.315771650937	0.216744244526
a20	0.0945773272619	0.139693533949	0.207453689037	0.345958870312	0.212316590842
a31	0.111047836421	0.121808303983	0.213369586346	0.328332028104	0.225442272281
a28	0.128642182074	0.179723274928	0.226741946782	0.270016941368	0.19487568076
a8	0.165664828691	0.239289341643	0.216726082261	0.234414575789	0.143905178387
a21	0.19303437423	0.218479043214	0.204726406087	0.23180674993	0.151953416262
</S>	0.203417311115	0.201717624607	0.194501277044	0.229225632965	0.171138149131
