 	non	ho	cosa	è	da	mangiare	</S>
a31	0.10181091752	0.08572069444	0.199447898226	0.0050200460406	0.0227561441315	0.437748132357	0.147496189827
a8	0.088276742358	0.06424735156	0.221433993742	0.0199744116638	0.0610061609752	0.479340845199	0.065720530431
a31	0.128931077412	0.0952247685753	0.172220056981	0.0751587618575	0.0964358842334	0.405518903772	0.026510580659
a37	0.117393938027	0.104733562487	0.159108191927	0.128905683343	0.0757244865918	0.396683562063	0.0174505897997
a20	0.121231399356	0.098641851229	0.161408542956	0.143197762462	0.0815485239869	0.371154758521	0.0228171572999
a31	0.129719805424	0.0957975701563	0.142518044632	0.137117897089	0.120168375799	0.351432031034	0.0232462567833
a17	0.164480834201	0.0900285508521	0.126476496077	0.126829946962	0.160660365876	0.303695176671	0.0278286139491
a20	0.199615262534	0.106857516884	0.0997239588257	0.110727039323	0.194564588725	0.214069101757	0.074442529141
a31	0.159605602845	0.107557560295	0.100119481809	0.0992647192543	0.175388295208	0.227881870786	0.130182463914
a39	0.177278921815	0.113535265832	0.10780587547	0.0938824906514	0.148507836036	0.213157862062	0.145831735505
a35	0.226515454605	0.132140051944	0.113462131157	0.0929526563505	0.146092546412	0.152210529354	0.136626609702
a39	0.230111821535	0.147832413981	0.117028200719	0.0946742877168	0.135459047537	0.130475519718	0.144418705567
a46	0.222973447178	0.149360966127	0.117170372573	0.0979801491056	0.136273319579	0.129297315839	0.146944445322
a35	0.223337790393	0.145738698709	0.112881200191	0.104779634502	0.145170936126	0.14107948088	0.127012260974
a31	0.216942706798	0.154732932103	0.120630010064	0.105296796434	0.132384907642	0.141603356027	0.128409287125
</S>	0.209194682399	0.167031070051	0.131854040032	0.105840164417	0.115436086821	0.131298347514	0.139345610162
