 	perché	aveva	lavorato	molto	</S>
a46	0.6163008811	0.0784197029567	0.14563888287	0.06576737172	0.09387318166
a31	0.492597708167	0.06623154469	0.308505756823	0.0812618983067	0.0514031159933
a17	0.340324278389	0.0566201948427	0.378862738941	0.184004090169	0.0401886962978
a31	0.24086998313	0.101680842863	0.330839684314	0.270703855843	0.0559056311793
a37	0.213751632977	0.130402179624	0.244739258438	0.294173828854	0.116933087357
a31	0.309958222326	0.123471419018	0.159364130813	0.270413344351	0.136792867476
a18	0.422594982109	0.106682245825	0.112433369471	0.253914069997	0.104375336252
a10	0.38571962777	0.0975997459891	0.10337300269	0.295389796932	0.117917850184
a31	0.415417303657	0.088282154175	0.12532458223	0.259259833644	0.111716151328
a46	0.478137165486	0.075461729033	0.10807887301	0.243173003215	0.0951492302893
a20	0.509619825429	0.0897264328777	0.0836946321367	0.213155618005	0.103803470676
a11	0.572829454476	0.0932939560126	0.0786831083789	0.142452737068	0.112740711559
a18	0.584261324825	0.0860329187909	0.0831730322596	0.129199790889	0.11733290252
a31	0.519056129608	0.083108411037	0.10209194182	0.174730379096	0.121013131373
a0	0.487525133869	0.095028911319	0.109497611007	0.187384384099	0.120563984324
a31	0.402720918956	0.121333522906	0.134779212336	0.190592383033	0.150573983441
a8	0.298824835319	0.158385522769	0.164115918112	0.206881918011	0.171791809147
a31	0.264824774773	0.177467866256	0.183990140037	0.199128853337	0.174588365716
a7	0.243063989924	0.188056697419	0.196360356679	0.193515932779	0.179003021905
a31	0.221678560575	0.199118522473	0.20334430556	0.19604104926	0.179817561968
</S>	0.184307942187	0.196300494236	0.22066758878	0.20714823663	0.191575736984
