 	non	li	aspettiamo	più	</S>
a3	0.28245778774	0.19888458674	0.0881524087	0.3400104131	0.0904947938393
a31	0.193606810935	0.166401060913	0.127405946513	0.417248190033	0.0953380006944
a35	0.155919566006	0.123087661784	0.125611241718	0.484164588611	0.111216949959
a31	0.153130962569	0.127502522901	0.121225353373	0.459542158537	0.138599003193
a13	0.175135486523	0.1804856293	0.131176130991	0.309751746912	0.203451016271
a31	0.177140195374	0.2172638349	0.119390860797	0.223270411371	0.26293471507
a15	0.179849911458	0.201843628433	0.164511940199	0.17579328939	0.278001246243
a31	0.164785663086	0.211382041478	0.1998890536	0.14312919873	0.280814053894
a46	0.131733338762	0.211630792493	0.2444374054	0.154801373577	0.257397091136
</S>	0.118430820181	0.200731437246	0.2829021117	0.156333815789	0.241601817075
