 	voglio	che	Maria	viene	domani	</S>
a33	0.5273201874	0.0881431249	0.0661330947305	0.018053573633	0.077842219724	0.222507803751
a31	0.515847192	0.0916117359667	0.15492958448	0.0124115486266	0.0688121055974	0.156387830893
a11	0.397117077667	0.138354996656	0.216330591365	0.0117165262625	0.129087279303	0.10739351356
a31	0.212334907489	0.249895057552	0.247666180911	0.0121951672408	0.181409118638	0.096499557142
a18	0.137752170696	0.268934251584	0.266519352717	0.0320202949536	0.183167665246	0.111606263881
a31	0.164961544299	0.296989307795	0.248654027986	0.0399632507645	0.143151213854	0.106280669054
a42	0.1894103401	0.327521275465	0.210302851289	0.0647212737882	0.110790185464	0.0972540792447
a37	0.1750352293	0.220275232488	0.17336389143	0.139437676196	0.157427838421	0.134460140215
a31	0.1569806775	0.144029521256	0.149011100143	0.223891494932	0.170944308007	0.155142901405
a20	0.160177065633	0.124156510845	0.123697055114	0.234856269644	0.159916829469	0.197196271802
a31	0.164388222011	0.121031657508	0.130276460771	0.188660519881	0.15500291249	0.240640234601
a8	0.147796508537	0.119180422063	0.13728852759	0.173160523294	0.17771428083	0.2448597362
</S>	0.149629200869	0.120532383532	0.134716776795	0.167462567647	0.197484366415	0.2301747041
