 	deve	che	entra	da	qui	</S>
a31	0.120069529188	0.202607257709	0.0349777986835	0.0368171757157	0.411949892674	0.19357835507
a21	0.160929344633	0.217651591616	0.0416008178678	0.0911572461763	0.364837511218	0.123823494043
a31	0.120803643266	0.330341966677	0.0965040230759	0.151510590339	0.20079987807	0.100039885868
a20	0.114590645137	0.413955022098	0.163672823605	0.156940341546	0.102286555703	0.048554609036
a11	0.12572548029	0.356380263899	0.213321718128	0.163312330249	0.097757639161	0.0435025723053
a31	0.128120836002	0.2879751401	0.261507548709	0.160440727853	0.101801308887	0.0601544503084
a37	0.125116802946	0.272929932167	0.24757757317	0.182283970321	0.100661798329	0.0714299283761
a31	0.108181022782	0.250200806056	0.233161986657	0.19231938064	0.12742182671	0.088714980672
a8	0.126257251861	0.207485967352	0.225226471286	0.188969804347	0.147769629103	0.104290885531
a31	0.134562753354	0.219678652451	0.182341145495	0.187936290516	0.160006297034	0.115474845284
a46	0.152991660251	0.223936941484	0.160951331832	0.163087051905	0.166135615678	0.132897369761
a31	0.158345755417	0.193373059161	0.147296259477	0.163197772635	0.181150034559	0.156637103654
</S>	0.150287790709	0.18853076458	0.141154945039	0.163403767318	0.18463696928	0.171985760827
