 	forse	sono	usciti	</S>
a23	0.7882966554	0.0077221278549	0.0103583835593	0.193622799457
a31	0.853476946067	0.00447669547357	0.00461234669309	0.137433993816
a23	0.895936102022	0.010723917546	0.0103219551892	0.08301801983
a31	0.826157014674	0.0636742293388	0.0330777555724	0.0770910047693
a10	0.707026525891	0.0916651066069	0.0746438467291	0.12666453643
a37	0.570121780097	0.129393799182	0.133421768723	0.16706267817
a31	0.424425529166	0.215282132999	0.169668872041	0.190623494637
a37	0.292342687055	0.252301383404	0.221212666347	0.234143293079
a31	0.255543648352	0.259766826095	0.239094592556	0.245594960693
a39	0.249472868784	0.274711235925	0.244969187559	0.230846734498
a31	0.209403170928	0.267479140775	0.249458939453	0.273658763099
</S>	0.200853554464	0.247008777588	0.218200261726	0.333937407549
