 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.03595265721	0.44421532958	0.054511472275	0.06689500854	0.129401505674	0.027576008162	0.0889968421486	0.064803954853	0.076870474915	0.010776727274
a28	0.0173355835991	0.403730092407	0.0523222600783	0.0973893080467	0.221416798563	0.0267499745153	0.0461118878101	0.0602546892377	0.0584831674979	0.0162062321647
a31	0.0081621848075	0.243628831269	0.0427744443728	0.0926412628556	0.395862567923	0.0691471763674	0.0185240056075	0.0767987023526	0.0307670533915	0.0216937582749
a17	0.0061240751605	0.20371186509	0.0364353496843	0.0714441225519	0.379152831314	0.117811389025	0.0220638499152	0.119231245171	0.0193697430763	0.0246555307716
a31	0.0123251444255	0.202530968897	0.0741021882481	0.0697901394506	0.366430963233	0.108148347134	0.0301930313967	0.103821863957	0.0127179235182	0.0199394427203
a20	0.0239251548412	0.186718484232	0.0887379453694	0.0640471702169	0.32480907622	0.0916213073977	0.0451775874908	0.112996256486	0.0247524786197	0.0372145459098
a31	0.0473400075271	0.214540974811	0.0938997351231	0.0732712778056	0.254391849387	0.0730306297211	0.0476585335249	0.122147087702	0.0298335474318	0.0438863559759
a20	0.071909310869	0.241559861804	0.100435284748	0.0693382160019	0.220521740722	0.0610616578506	0.0546343003883	0.108703151174	0.0435846422352	0.028251825036
a35	0.0594640819563	0.342448616268	0.0567293560187	0.043210919414	0.122745574374	0.0596010669709	0.0707917523141	0.122830094191	0.0695673881517	0.0526111305033
a36	0.0361649644588	0.386249919709	0.0420743216689	0.0350603880847	0.086018617138	0.0546885365636	0.075061951966	0.154946412397	0.0715436223439	0.0581912275278
a31	0.0554231819363	0.31869283799	0.0558174074896	0.0498650770949	0.177730586379	0.0528311974145	0.067580088902	0.133794565932	0.0562712840946	0.0319937385759
a20	0.0685461613688	0.31381805089	0.0597881158565	0.055901110605	0.23532393926	0.0465813604715	0.061212442714	0.103506054311	0.0360186045249	0.019304147872
a17	0.0552902051096	0.36155896239	0.0453937371788	0.0437509998617	0.20166938842	0.0384068726305	0.0718477643647	0.127279628904	0.037205141155	0.017597294624
a28	0.0524951057099	0.345181076197	0.0428318665263	0.0442757557072	0.205174099873	0.0361700367968	0.0724623507882	0.129026582835	0.0472725971183	0.0251105205947
a31	0.0749592855033	0.270201644266	0.0503967861088	0.0572572362357	0.227562922758	0.0444950507523	0.0720994561227	0.128225814212	0.0454776271461	0.0293241640982
a24	0.0943393218811	0.232739043289	0.0544134284363	0.0598621626786	0.233936319586	0.0474811705774	0.0677467844076	0.126756214871	0.046036403042	0.0366891305061
a31	0.0901928737604	0.294145843763	0.0611657938121	0.0517791202929	0.177100677729	0.0445780519191	0.0586714380225	0.120934221024	0.0514286717673	0.0500032768087
a15	0.0991176337868	0.282916463254	0.0778180200707	0.057157612631	0.14794409971	0.0474748173064	0.0586565482742	0.113601036208	0.0592560246558	0.0560577343362
a31	0.114171856042	0.258747113085	0.0840002240902	0.059730237477	0.135407677037	0.0510021445688	0.0616971308914	0.101247588069	0.0670078443519	0.0669881961787
a46	0.127658189794	0.258601047028	0.0843574462301	0.0589575920923	0.107568789812	0.0563568845229	0.0644871944305	0.0956162579563	0.074961831584	0.0714347625262
a41	0.152438493931	0.211116729009	0.09074624201	0.0625966825641	0.0988640865373	0.0617681459743	0.0688212644102	0.0960887319188	0.091330224928	0.0662293790421
</S>	0.169545395466	0.194748984505	0.095145298505	0.0628612445821	0.0878741853686	0.0627537701872	0.0693362440051	0.0955572777594	0.097126117464	0.065051452121
