 	la	pasta	vuole	sale	</S>
a8	0.29432713665	0.3572067816	0.16208482663	0.12073955973	0.065641690772
a31	0.236358931923	0.340205196267	0.153178218377	0.232227638177	0.038030018134
a28	0.121115165792	0.300238764489	0.184462360792	0.375077616726	0.0191061021293
a20	0.0589739767653	0.27576308283	0.245524389731	0.401117432575	0.0186211325244
a31	0.0462527623658	0.325211104277	0.28547992271	0.323614460125	0.0194417601495
a11	0.0557619697419	0.357858871426	0.247743063903	0.312919352042	0.0257167487165
a18	0.0837634407806	0.442937390475	0.157201653834	0.284158445347	0.0319390565522
a15	0.0970349849935	0.550565134825	0.113218291145	0.205823992582	0.0333575928974
a31	0.0738146107978	0.490529392455	0.0893892233683	0.286295587661	0.0599712061125
a20	0.0893698823326	0.415316668132	0.0713412205361	0.34261574482	0.0813565093042
a6	0.129773864711	0.416470271844	0.0597995482054	0.31589703334	0.0780592788347
a20	0.13649646957	0.448969495948	0.0651842589351	0.26556237978	0.0837873832116
a21	0.140067446657	0.456104524983	0.0657963364717	0.241560290273	0.0964713970705
a20	0.140251466752	0.452718325994	0.0605730559839	0.237575578171	0.108881558103
a0	0.152595060117	0.457480194665	0.0625102119946	0.20722600503	0.120188527128
a31	0.179052980706	0.426902675222	0.0896690937982	0.186191124383	0.118184130256
a39	0.197232489302	0.406229251807	0.105600761266	0.167566166261	0.123371346352
a31	0.214936194834	0.383866737002	0.120498013755	0.15644424722	0.124254827184
a35	0.232166013611	0.348144530334	0.140205765918	0.14955894274	0.129924751528
</S>	0.238639655806	0.338305023167	0.133742922959	0.14686544137	0.142446954464
