 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.036918350245	0.42536059986	0.03985879954	0.197968932651	0.099486215772	0.17959032916	0.020816784871
a39	0.0312352002481	0.372622909073	0.0432767224947	0.20150835773	0.108463761591	0.218389576454	0.0245034684143
a31	0.0198176456525	0.402707407038	0.0805844972796	0.14859136429	0.095305164797	0.236557505952	0.0164364134048
a0	0.0214612498146	0.354083395146	0.109535196813	0.172552571297	0.109033629732	0.202945822699	0.0303881343786
a31	0.023737709666	0.337316663582	0.0964691281777	0.223350877099	0.0911919601107	0.191447230924	0.0364864175432
a13	0.0249548919253	0.336199601594	0.0886470072926	0.257520838166	0.0972933518369	0.124451228684	0.0709330650151
a31	0.0454729543944	0.266738829865	0.0793342343442	0.230764910255	0.125892209279	0.113317479148	0.138479385239
a37	0.0610503513781	0.259352939795	0.0780995755547	0.219692415085	0.12929112836	0.0956368745027	0.156876732224
a31	0.0776712315127	0.289551948905	0.0776084687182	0.195568622095	0.138620024053	0.0830799773676	0.137899737019
a11	0.0878879009576	0.321495289902	0.0889800808261	0.156481553298	0.145212973451	0.0857782173225	0.11416399164
a39	0.0693636151392	0.412677754701	0.097963312482	0.141615104966	0.121792871917	0.0693858646475	0.08720148984
a0	0.0689206394197	0.4909373565	0.114064464787	0.126375598855	0.0927776565457	0.0514501889292	0.0554741214067
a41	0.0774242197066	0.475179255833	0.129972276176	0.134899576152	0.0947993536219	0.0472064411631	0.0405189017622
a0	0.0804352107489	0.409053966278	0.136875519059	0.155039871051	0.114988409807	0.0667579322677	0.0368491037474
a20	0.0799913262496	0.338519792093	0.14501971822	0.164995285684	0.130653364336	0.100556838689	0.0402636737158
a31	0.0958736570165	0.310957294031	0.15312614954	0.158747247761	0.131001377979	0.102643651163	0.0476506121719
a30	0.110142018672	0.32524212401	0.165951698513	0.15441394712	0.113101651593	0.0808664918543	0.0502820751906
a41	0.108216996291	0.313742226003	0.164528374571	0.15095591184	0.110065175064	0.0946556480848	0.0578357003302
a31	0.135088672497	0.254249703334	0.13351823579	0.13884570808	0.122622759555	0.139718877362	0.0759560660434
</S>	0.162621624248	0.212480497667	0.114013710295	0.13160901004	0.128817319377	0.164369019681	0.0860888192217
