 	le	melanzane	vogliono	ee	girate	</S>
a31	0.07140604072	0.31897074526	0.302377085	0.09811378798	0.17305827999	0.0360740726125
a20	0.0646209892349	0.30325593414	0.323156432533	0.0787754044907	0.208139606463	0.0220516551308
a18	0.0580465185124	0.218800974794	0.412116410544	0.0467555037542	0.254453596801	0.00982700874493
a20	0.068441966962	0.114801637931	0.501045870921	0.0621694342247	0.247966781147	0.00557430551764
a38	0.109357913287	0.075119325209	0.51140162588	0.102833261408	0.191871020196	0.00941686140455
a17	0.137427821307	0.0865418813557	0.408583296427	0.181665232469	0.166369511665	0.0194122668295
a31	0.1188438807	0.0926053161006	0.344575986409	0.22295904649	0.200430870022	0.0205849131806
a20	0.134110161853	0.0749745073022	0.31645853175	0.216685520497	0.192988228407	0.0647830734693
a41	0.170903416151	0.0603742237474	0.254375505797	0.249411015899	0.154706911069	0.110228953304
a29	0.169565482912	0.0558328545558	0.182843514099	0.327403395033	0.14045958769	0.123895187533
a11	0.173571930976	0.0584677587053	0.089229247533	0.382971231678	0.146762015897	0.14899781697
a31	0.145719738504	0.0601289172618	0.130084494907	0.341824226893	0.161018661299	0.161223958333
a8	0.147267650715	0.0636276063273	0.147001464698	0.269048971964	0.234834111766	0.138220186581
a31	0.148555752292	0.0631781858891	0.151552057399	0.228989596988	0.242321256789	0.16540313126
a1	0.122804992777	0.064287811943	0.154265680433	0.225526139129	0.247382255463	0.1857331241
a31	0.117218105686	0.075718718581	0.137709614504	0.24600398511	0.244836499821	0.1785131041
a3	0.107530410122	0.0847467203937	0.131248707835	0.24501156237	0.252571852474	0.178890768767
a31	0.100291976641	0.0942114851312	0.096409105785	0.236256519723	0.307240842025	0.165590077189
a8	0.0938741504137	0.0981816076437	0.081649874795	0.247662054641	0.334342411008	0.144289897663
a23	0.118500693071	0.102131621748	0.064370994065	0.232641460414	0.381585914936	0.100769320621
a31	0.142180511424	0.126409385249	0.0999240994217	0.213090860538	0.311065823779	0.10732931954
a46	0.141149946741	0.128399443216	0.108932513474	0.211001323246	0.297075551926	0.113441215847
a37	0.151444413847	0.112938330605	0.086187720358	0.205491991749	0.342914478042	0.101023077549
a46	0.158380364749	0.108026025202	0.081543250786	0.205430230383	0.352128005881	0.094492120383
a24	0.170038629916	0.101291093507	0.0721776299287	0.187338295528	0.38043782296	0.088716511861
a31	0.185936273772	0.123850414276	0.11281510371	0.170960297443	0.307348725987	0.099089179687
a46	0.166466120057	0.135484897959	0.13333700997	0.175207387148	0.284721428262	0.104783164829
a31	0.143071589352	0.124515019586	0.13483877439	0.192414094716	0.298041628687	0.107118914943
a8	0.130699486184	0.120164187462	0.139352240663	0.213104829505	0.293747561229	0.102931717381
a24	0.148117545795	0.113504949554	0.107850874888	0.204777297702	0.341505565876	0.084243789927
a8	0.157710489425	0.111741634785	0.0965289494293	0.197995414167	0.360678883025	0.075344639709
a31	0.151665592635	0.125086907995	0.131340009076	0.196074914722	0.304931493608	0.0909010985697
</S>	0.159035338317	0.140144724997	0.169684904538	0.193618829361	0.228322427704	0.109193817285
