 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
a20	0.231608884	0.16703026783	0.1145623263	0.0132092286442	0.01538486828	0.07628003835	0.040012522488	0.04726296375	0.04850985592	0.136233758178	0.10990527149
a31	0.2152909754	0.15007459371	0.07359115508	0.022414902081	0.0334200039	0.0666399312633	0.0416850286013	0.06744265713	0.05840989922	0.203885502045	0.0671453396393
a20	0.1688771292	0.130573722337	0.05040896834	0.022507835532	0.0758909533067	0.0911497290078	0.0516357687938	0.0636609220033	0.0556893855267	0.246781363502	0.0428242142491
a17	0.13730765156	0.142333814126	0.0346612710467	0.0173005231595	0.104945921636	0.130374286803	0.0910019971046	0.0537270355611	0.0484300330756	0.210342248814	0.0295752025497
a31	0.11959734788	0.126396647455	0.0365963107489	0.0144136164362	0.087275289552	0.219017762374	0.0954091639549	0.064063410247	0.0487237438919	0.166960130971	0.0215465702026
a20	0.0995372345533	0.119574729325	0.045529353383	0.0157933636131	0.0894667103907	0.230021657698	0.0853960737983	0.0667461235557	0.0415538470506	0.180540474824	0.0258404460435
a31	0.0987338564444	0.145306556562	0.052717624461	0.0191820364882	0.10016569521	0.140837400819	0.0719137914328	0.0545315896119	0.0257944168569	0.262376149048	0.0284409035365
a13	0.0908013185615	0.143917326001	0.0748356922203	0.0214604492039	0.100390052217	0.11288638926	0.0639829073776	0.0581169447506	0.0256407265923	0.275809100896	0.0321590977442
a10	0.0624339721338	0.110846502467	0.11142230374	0.0280124337273	0.124336675472	0.13507196002	0.0753171615925	0.0723757127835	0.0324708371974	0.207969261365	0.0397431851281
a1	0.0454356714979	0.0841284474223	0.130526305447	0.0282497088891	0.115772659044	0.163426204607	0.0811833377308	0.100926470261	0.0386794320658	0.170972347322	0.0406994251894
a35	0.046761519506	0.0496952878074	0.122235613349	0.0267976299297	0.0873521552813	0.126045194069	0.0787321121103	0.094529701407	0.0392955861153	0.286096584407	0.0424586209298
a3	0.055669254362	0.0470032476691	0.0939388814497	0.0244645327566	0.0798820975938	0.0846276917563	0.0774359367701	0.0646084215357	0.0376151011984	0.403636648036	0.0311181883099
a8	0.0441800434807	0.0393649586897	0.0795523504166	0.0173609340175	0.0816765390246	0.110478653785	0.0834204462567	0.0770136183919	0.0410702587328	0.403467634212	0.02241457025
a14	0.0319551284136	0.0340881530299	0.0723583185389	0.0157935536712	0.0856589436815	0.127203024462	0.0832357253522	0.100799918664	0.0454631554443	0.385428385537	0.01801569923
a31	0.0587228921779	0.04022143461	0.058092869513	0.0278135706704	0.119130679094	0.144626886687	0.0716324858507	0.101722299155	0.0456985202148	0.316777677646	0.0155606916233
a10	0.072352614606	0.03534809527	0.062882952371	0.0298044670088	0.113740767865	0.160453781896	0.0698017344036	0.118669700732	0.0475513234049	0.275650534882	0.0137440263424
a14	0.045943401782	0.0255735358633	0.059022175857	0.0187036877296	0.065452060235	0.154613889299	0.0744656705879	0.141189032724	0.0567884412016	0.344135078361	0.0141130031955
a31	0.045455221644	0.0309129718811	0.0501576459523	0.0236074033599	0.0588100131583	0.1947953301	0.0662081630626	0.151465879575	0.0598451311339	0.307010820187	0.0117314124585
a17	0.0578514699247	0.0426311389137	0.0820563803174	0.0257057549313	0.0507806702661	0.1964042551	0.0616053426875	0.158478870658	0.061203653578	0.250513719062	0.0127687566995
a20	0.0486868251749	0.0389046015046	0.0883633450791	0.0177813361864	0.0389116355687	0.169264050767	0.0681456458292	0.160809406353	0.0659798467927	0.286212056621	0.0169412343598
a13	0.037752324525	0.0324116417015	0.0557564277997	0.0148619631155	0.0347815111896	0.167528502922	0.0740654103431	0.157332852651	0.0713608052976	0.332598071807	0.0215504543066
a31	0.0687069329483	0.0379630398272	0.0473858585999	0.0197753647318	0.0396980711299	0.153407545307	0.0726176095144	0.124429224084	0.0713258549325	0.338975842869	0.0257146447515
a24	0.0951206274228	0.0512249551357	0.0550691481333	0.0203061850853	0.0372944608566	0.157922744236	0.0637895503048	0.143503452561	0.0756784457108	0.27259758989	0.0274928415798
a28	0.0732616255409	0.0503211416452	0.0518439111111	0.0149545430431	0.0260113462989	0.145507925279	0.0619931318349	0.196153137387	0.0939227809703	0.241357794297	0.0446726688999
a37	0.054052080447	0.0417889625617	0.041208601037	0.015756180329	0.027685973233	0.132714470826	0.0707640218116	0.191572315462	0.0993231346568	0.273178759766	0.0519555048866
a31	0.0544867224157	0.0409698486006	0.047015160279	0.0205948546777	0.0377263318777	0.148657459275	0.0704279834039	0.153418222287	0.0873714571523	0.291325073255	0.0480068820289
</S>	0.0596337181078	0.0409559399003	0.0514616979395	0.0246753950389	0.0446921098388	0.148596936137	0.065943443702	0.135178162343	0.0815238250761	0.294670757628	0.0526680073144
