 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.0271427910086	0.00720110925637	0.0245997893203	0.0173945942032	0.0134174276317	0.0148676536304	0.064671792288	0.0442113369923	0.0460859951605	0.172620838341	0.4835790359	0.0842076276419
a31	0.0840243556192	0.00870660068956	0.0297951429852	0.0327606054862	0.00919991428123	0.0126827862081	0.061975985248	0.0728353150161	0.050410910409	0.148104853704	0.457038027967	0.0324655012456
a0	0.102364303313	0.00840800856842	0.0170841032583	0.0299308510629	0.00553645340974	0.0092359980661	0.065553087964	0.0848187251895	0.0444443063976	0.135908273811	0.480830642922	0.0158852349019
a37	0.045312018784	0.00763281892769	0.00781755149457	0.0119530455531	0.00401644614191	0.0101188611622	0.053276198566	0.0715612282206	0.0509471789169	0.221376875057	0.494247452241	0.0217402921473
a25	0.0315566474788	0.0305975490768	0.0153189837151	0.0198564211062	0.017039890294	0.0171492208107	0.038954081124	0.0529103927635	0.0531951740303	0.252932736086	0.445601579147	0.0248872989872
a31	0.0902901085856	0.0418484807575	0.0271891424036	0.0355642362007	0.049244381878	0.0299921081236	0.043238336792	0.0410327989698	0.0371549988581	0.226184085262	0.365358219516	0.0129030904725
a3	0.122187371567	0.0378388033488	0.0284618472311	0.0508211275069	0.070542762026	0.0397151335679	0.048904140568	0.0384871814699	0.033202669676	0.235275120054	0.286107855372	0.00845598572683
a20	0.101656409256	0.0519387824824	0.0277687806448	0.0562009630956	0.0624060154753	0.039674333616	0.0377464475727	0.0334172921433	0.0354741515853	0.213268985285	0.330342123591	0.0101057173687
a24	0.0988499826187	0.0588509178779	0.0280758527316	0.0516826920052	0.0523702454251	0.0370781773653	0.0291475936209	0.0286569238944	0.0330182466818	0.171544833662	0.39913601833	0.0115885104629
a18	0.0975446680982	0.0593582302103	0.0296783119736	0.0519920171551	0.0796853768084	0.0563533738551	0.0365720622803	0.0308893341048	0.0343071170539	0.117189295854	0.393453007577	0.0129772079252
a31	0.0861279426194	0.0529228442608	0.0307517225493	0.0517278531584	0.0963785366028	0.0800205018184	0.0622068007601	0.0394009102216	0.0354338813513	0.114695492418	0.329211749792	0.0211217688051
a28	0.0748456124998	0.0451820237007	0.0313390044162	0.0486642167258	0.0827682054676	0.0753171970928	0.06824271966	0.0450952932339	0.0376107677171	0.112673328139	0.348254974264	0.0300066560337
a37	0.0818630328199	0.0441810966966	0.0316068235931	0.0450900714016	0.0844752719559	0.0824964337843	0.0716185218267	0.066433618518	0.0618598331057	0.0808999979797	0.321132773355	0.0283425273932
a31	0.0910958789533	0.0459627319055	0.032153794503	0.0517021852205	0.0905887337853	0.0947114911281	0.0907201944756	0.0873189023727	0.0786097490352	0.0949717635266	0.209565304252	0.0325992719644
a20	0.141821811638	0.0452995276285	0.032127939721	0.0506075038342	0.0891058103951	0.0804723761094	0.0830609955585	0.0771407133242	0.0670375519451	0.0977084653755	0.199808057884	0.0358092503815
a13	0.183076312853	0.0469374883828	0.0340991866203	0.0468525865387	0.0831398007984	0.0675827228365	0.0715706904528	0.0898174051747	0.074399468115	0.0783943157252	0.193928275561	0.0302017519005
a20	0.138502155751	0.0477077114143	0.0370264978948	0.0474721298662	0.0792276223328	0.0825380161455	0.0950370202843	0.112021957325	0.0937332120383	0.0874210221751	0.15016077392	0.0291518737668
a31	0.0937184655837	0.0401638064141	0.0341766483796	0.0475415380021	0.0728204584443	0.0968989062485	0.120221008695	0.105466230042	0.0935167890794	0.122368651792	0.144723699307	0.0283837905023
a44	0.0982604722612	0.041411985774	0.0383684002265	0.0498255068607	0.0682933360148	0.0919053828162	0.115071524232	0.0910242090807	0.0751467892931	0.115902694131	0.176278858969	0.0385108185474
a31	0.0916864924537	0.043332988178	0.0424503686488	0.0539766643802	0.0651560479583	0.0855417945387	0.101249401164	0.128090491694	0.0779463913644	0.0818929341103	0.178435896723	0.0502405085825
a23	0.0871035427179	0.049622142646	0.0471565367229	0.0601523620201	0.0675015874061	0.0814854643129	0.087334173608	0.142500556165	0.0836899670548	0.0729171077034	0.153082892108	0.0674536669942
</S>	0.101533202359	0.061936704723	0.0555293541615	0.0622191748101	0.0746972757031	0.0820760499565	0.078531390504	0.110040734082	0.0736224538274	0.0685502515517	0.147392761454	0.0838706407971
