 	non	sono	ancora	vestita	</S>
a31	0.5256698895	0.02997146096	0.11319354475	0.115779425874	0.215385671673
a23	0.3545652035	0.0196124247662	0.189876437917	0.180162435853	0.255783481213
a31	0.29529845456	0.0167819621149	0.169885165706	0.229990826255	0.288043571082
a7	0.293930938147	0.0227457432683	0.165862393102	0.227371342885	0.290089571683
a31	0.319773800049	0.0289907119928	0.202417638567	0.184102240877	0.264715605315
a13	0.38203798545	0.0713221425709	0.212004684922	0.139025880985	0.195609293313
a31	0.331065340817	0.0841972442103	0.211320911907	0.179760374251	0.193656099518
a37	0.323395797272	0.104459172157	0.205637625569	0.18920446474	0.177302924293
a18	0.321553127757	0.169937849319	0.207221768256	0.15289140558	0.148395848031
a31	0.249566907652	0.18312207744	0.211056697819	0.17404321386	0.182211092677
a46	0.184016986617	0.19138926848	0.221785864206	0.21161891462	0.191188956626
a8	0.169507526139	0.239870603493	0.199249457002	0.225934953207	0.165437448609
</S>	0.167546045469	0.271528054746	0.185638671501	0.221438723103	0.153848483305
