 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a33	0.259518662424	0.0492142006637	0.0245103311356	0.065157019865	0.024590284534	0.01591312689	0.021562370078	0.05440786813	0.12809536951	0.06018436386	0.087078918226	0.186585216346	0.023182252224
a31	0.205359133301	0.0338295547694	0.0153711922672	0.0665389457812	0.048354977054	0.02976659767	0.0292376300247	0.05988095869	0.14698649935	0.0539834906861	0.0645100484087	0.233316271675	0.0128646844013
a20	0.143384731934	0.0442572424905	0.0116166138695	0.0560184751759	0.0645364758793	0.04136261935	0.0387512676256	0.0548515372833	0.12374756545	0.0615712366922	0.0390727314122	0.312462704651	0.00836678501377
a31	0.111262680378	0.0656319300543	0.0180654747202	0.0543958535586	0.0626518294584	0.0621342611567	0.0485769412839	0.0712464112144	0.0896572442833	0.0450276239064	0.0375030534357	0.326809908337	0.00703676106326
a28	0.098347775826	0.0669504715381	0.0213684218801	0.0380519887075	0.0752909283261	0.0645363117589	0.0554542168516	0.0798239984048	0.0799182938944	0.0551873906165	0.0462214057472	0.311595256191	0.00725351635975
a20	0.152690750329	0.0658266341394	0.0140238687267	0.0253896886398	0.0710490303487	0.030749228453	0.0581334341675	0.0521363201349	0.0801364954315	0.0588256080948	0.0640540996527	0.312344487415	0.0146403622666
a37	0.14640556519	0.0884227994998	0.0112882970822	0.0217917784199	0.0821334723629	0.019804352391	0.0535773390372	0.0424163205116	0.0758227182105	0.0385564056449	0.0990569348109	0.283926457385	0.0367975664689
a31	0.0857665096367	0.0806547717533	0.0151613326674	0.0285336776106	0.0961921667143	0.025008303437	0.0506209929491	0.0547272039039	0.0891806271368	0.0502449187496	0.087602465017	0.300279635733	0.0360273808783
a20	0.0494766871189	0.0765230425178	0.0204852173491	0.0344034096829	0.0923488155381	0.027415797599	0.0446323149044	0.0536937606346	0.0911794487123	0.0705219950752	0.0596178145723	0.337489469796	0.0422122121814
a31	0.0337837748596	0.0750286996593	0.0220271785212	0.0389578391043	0.084119040806	0.0228019428663	0.0424663452941	0.0629286110115	0.107010086657	0.0664845400924	0.0563704783554	0.343414622646	0.0446068335698
a46	0.0295795259732	0.0731107820398	0.0276721490719	0.0450595905561	0.0687066464087	0.0285285089554	0.052424192196	0.0791027879372	0.148273579572	0.0593841667675	0.0507397069005	0.310386101516	0.0270322509939
a20	0.0399760231244	0.102245399213	0.0338115660286	0.0419457274454	0.0492729107096	0.0321232829851	0.0475225191587	0.0999554428457	0.124613839257	0.0496473771758	0.0548995444375	0.282537928998	0.0414484331926
a31	0.0518729421428	0.0803083412443	0.0289151763875	0.0411146374525	0.0516430554899	0.028782461295	0.0391915552422	0.146287044095	0.0802916502857	0.0409856848053	0.0503468873258	0.319871049511	0.0403895300242
a20	0.0500922578289	0.0570453640548	0.0234870777625	0.0399018349315	0.04709305127	0.025404974865	0.0417270289634	0.144709632112	0.105489318895	0.0565756575484	0.0511329042553	0.333540422879	0.0238005159174
a37	0.043168435623	0.0612367242849	0.0281687115808	0.0360085958298	0.0323790951167	0.0341697012883	0.0528498614211	0.126141816771	0.133443634432	0.0762032965428	0.0586062717851	0.296137787708	0.0214861063218
a31	0.0483032619823	0.056302859895	0.0291344773936	0.0384387514699	0.0392699633722	0.0474695772961	0.0587838747204	0.144480558057	0.0986677356107	0.0677932223809	0.070092128595	0.278881406009	0.0223822136406
a17	0.0765477387088	0.059969540965	0.0295074692845	0.03849102427	0.0422037571441	0.0520073254987	0.0602481938535	0.138701101352	0.10237318487	0.070294960287	0.0735118772783	0.230663646688	0.0254802005269
a31	0.0840121671296	0.0687462113217	0.0302209301415	0.03629674847	0.0378169368014	0.0572671572596	0.0652573785512	0.114081503451	0.107035379223	0.089381765309	0.0772617485728	0.197705761114	0.0349163006223
a18	0.0950598621965	0.0824465060406	0.0305382685805	0.0360015159833	0.0376514280005	0.0672764552465	0.0777587251171	0.111369699484	0.0830210524077	0.0961029583163	0.0733576363709	0.168588046238	0.0408278323808
a37	0.118613793399	0.0883341582135	0.0357802333268	0.0373120145278	0.0388147617335	0.0720734630822	0.0861874633724	0.113181216895	0.101658325536	0.102228086972	0.0587464741703	0.101858727079	0.0452112919669
a20	0.0992961072663	0.0658133302045	0.0345553367089	0.0383334449759	0.0409937297778	0.0694937538274	0.0832097842575	0.110909233632	0.123889913712	0.102927535524	0.0577886864568	0.123802525693	0.0489866237223
a31	0.0853673224221	0.0690216574015	0.0339374338363	0.0380294962586	0.0404208636593	0.0612971583891	0.0732764338858	0.093792188944	0.109100047104	0.0942537563747	0.0817595605523	0.158973943764	0.0607701370408
a11	0.0948014789407	0.0871238393338	0.0394982514121	0.0396829588195	0.0422522366198	0.0658496567764	0.0776774214286	0.102530044181	0.0860448613013	0.0787566459916	0.0898768573841	0.127729192388	0.0681765580803
a31	0.0959812713136	0.0903605162446	0.0454849224707	0.0455582823398	0.0456302964733	0.0663125640588	0.0766642936095	0.10238359886	0.0726617686338	0.0738953085305	0.0866023644614	0.105071318063	0.0933934790934
a8	0.0943692753045	0.0914295991482	0.0543034376902	0.0576231587133	0.0533127597578	0.0639044709529	0.0736384356698	0.0878763049533	0.0595895702113	0.0722508797102	0.0874731318871	0.103388345354	0.100840610698
</S>	0.0992360556522	0.0915527757741	0.0605217043451	0.0645034970566	0.0595135941789	0.0716733770764	0.0834722570349	0.0945348114766	0.0590325800056	0.0684390831551	0.0766153785435	0.092371787077	0.078533088249
