 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.701907387727	0.00560363377923	0.0067834572932	0.01672204091	0.101959436807	0.07313167186	0.018428016801	0.00722295504	0.009045640049	0.05103185054	0.0081638566
a31	0.556271509581	0.00650401535126	0.0069664155858	0.0114551093727	0.0608944667928	0.120696899487	0.029875563507	0.01158122338	0.0168796501265	0.168513311047	0.0103618162333
a46	0.464909188917	0.00623639726577	0.00595821359653	0.0105688297802	0.0586591232477	0.132421712789	0.0432177353618	0.0139737051733	0.0304670922904	0.221519142482	0.0120688670058
a20	0.400024402739	0.00352970816968	0.00661995690751	0.0120146034067	0.0584109523023	0.168292220863	0.0714522369541	0.0270592467844	0.0714984190543	0.125092155427	0.0560060995999
a31	0.194562723179	0.00385664702749	0.00589279032917	0.0131131571822	0.044345939601	0.212459560288	0.0975047557094	0.0764718019281	0.146188043387	0.129766775976	0.0758378103176
a29	0.0965721224197	0.00595808678338	0.00960438531772	0.0223143468074	0.0398136429642	0.191474757696	0.103848215067	0.0986910164427	0.184508454792	0.162943242825	0.0842717354269
a31	0.106634470674	0.00698748110313	0.0139218496192	0.0259475314025	0.0392683671273	0.147599204299	0.0876501310737	0.0800575052809	0.143276149133	0.266594411542	0.082062915473
a37	0.130065154747	0.00509607143198	0.0507150718331	0.0295992525475	0.0391513984877	0.1056679537	0.0758765341149	0.076125425425	0.108341348408	0.310935299114	0.0684265058577
a31	0.163818702209	0.00336550387399	0.0859984332044	0.0411642108292	0.0279522731186	0.0914358859	0.0716362580633	0.066226350753	0.0811750653063	0.304710293038	0.0625170295846
a41	0.145112586959	0.002998399478	0.0969800871215	0.0457529570231	0.0249516926462	0.0852751510333	0.0639189283078	0.0719563308443	0.0675479339894	0.354789429346	0.0407165038375
a8	0.114053488207	0.0036912716876	0.109125555536	0.037382198423	0.0190751699287	0.0898156735444	0.0649011844539	0.0933528271948	0.0746835646745	0.337550644649	0.0563684199858
a31	0.164999282647	0.00726227961587	0.081252159794	0.0358445181763	0.0175103749142	0.134391562381	0.0709220422786	0.0766979761316	0.0689927817515	0.28271971075	0.0594073031326
a20	0.270783284516	0.011605926377	0.0450695875313	0.0388812138921	0.0257385721761	0.152532197994	0.0683185213555	0.0678371613772	0.0838945372438	0.192960271583	0.0423787297415
a0	0.303369298285	0.0175899815323	0.0533110743771	0.0396582348307	0.046231230532	0.114631884265	0.0603141861118	0.0924866488591	0.0982129287879	0.136690818328	0.0375037246472
a29	0.235596254095	0.0215032166308	0.0619178431924	0.0480460383436	0.0534595009973	0.0841778526217	0.0606251617973	0.128347224153	0.101608266276	0.163054900909	0.0416637352824
a31	0.233037191032	0.0227826322703	0.0535208964641	0.0536078480479	0.0411156169791	0.0708253954072	0.0627992698724	0.134544658251	0.110138364332	0.17071484037	0.0469132703875
a24	0.314177786677	0.0311599297368	0.045835816688	0.0530583682826	0.0343789432197	0.0677462383357	0.0593248671575	0.10651177767	0.102527777597	0.131691026657	0.0535874392225
a17	0.308811064292	0.0520673159123	0.055687270096	0.0651651275609	0.0522127080332	0.0736977659786	0.0653974623858	0.0799642510767	0.0873668704857	0.103229431086	0.0564007028075
a8	0.209711456631	0.0559564879708	0.0633189215653	0.0743114081203	0.0605744860111	0.0819474633262	0.0741992600619	0.0672171078922	0.0881708732952	0.161342526362	0.0632499967358
a31	0.184015302077	0.0555258321236	0.0543275392551	0.0614011331068	0.043965818517	0.0719391047087	0.0612319898873	0.0820401230974	0.0886423240317	0.202078283387	0.0948325492453
a18	0.250310296626	0.0727362393079	0.050890759485	0.0529751558356	0.043495514219	0.0657463998362	0.0524962298958	0.0820545219658	0.0790052663439	0.141236698462	0.109052913748
a38	0.277820226275	0.0856900815026	0.061748123695	0.0690966132785	0.0602999471397	0.0712576234121	0.0600085230986	0.0646531869219	0.0677886999146	0.093888440954	0.087748529916
a31	0.212779665158	0.0917734597675	0.0797435392317	0.0778838164928	0.0643470649266	0.0664979237374	0.0628952138529	0.0781413550406	0.0733592857715	0.0927598257847	0.0998188566387
a8	0.198939152386	0.0922878061225	0.0771307704106	0.0691094048976	0.0697078217222	0.0678242577125	0.0630072403043	0.0847145451469	0.0762600494572	0.0933845548616	0.107634422213
</S>	0.223929650193	0.0927217810613	0.0711063722053	0.0680444764488	0.0817380232611	0.0715242262563	0.0661766593522	0.0732744849735	0.0726624847286	0.0855161908308	0.0933056881065
