 	il	ladro	è	entrato	da	qui	</S>
a31	0.32351065478	0.41072932871	0.0105352076486	0.0514570359193	0.0404906381377	0.115514863157	0.047762285731
a17	0.277135060759	0.486103772697	0.00784102223203	0.0731689772872	0.0605814691616	0.0732293784504	0.0219403599395
a37	0.236702785705	0.546863231919	0.00816071370344	0.103275237859	0.0596296226101	0.0329924802167	0.012375968911
a35	0.247563875708	0.525539603666	0.0179854523285	0.113749461227	0.0560981679165	0.0200679940709	0.018995429835
a18	0.226584463055	0.485170298589	0.0269446825028	0.0898966078066	0.0831036415362	0.0319598991556	0.056340385843
a31	0.196054257472	0.491271900863	0.0285567534076	0.0604818371	0.108728907357	0.0502882592252	0.0646180971477
a24	0.172984437991	0.499982354621	0.0275162821492	0.0446836380031	0.116456906055	0.0858383479351	0.0525380680492
a31	0.195161818197	0.452847031407	0.0282668236297	0.037174142661	0.0981784725517	0.117482902465	0.0708888136164
a16	0.227067414266	0.370898538536	0.0301660537566	0.0374875583203	0.102976030424	0.140795870155	0.0906085076255
a31	0.191606025755	0.318693775245	0.0587198136189	0.0573852345734	0.116284179935	0.150487264385	0.106823680895
a46	0.167781190518	0.307376495748	0.083923666673	0.0745103575911	0.115181186712	0.138903296795	0.112323785765
a31	0.156177256306	0.285423407516	0.0995671650243	0.084154700197	0.123560201837	0.138122334598	0.112994926188
a46	0.149254153435	0.264264185439	0.116587900475	0.092579563199	0.124659493146	0.138312692533	0.114342006329
a31	0.141992637112	0.244169523813	0.122824667158	0.0957530248663	0.129876746649	0.143569780844	0.121813615843
a35	0.144507429671	0.221612687938	0.131963214719	0.0986894858888	0.13143953555	0.145855374948	0.125932274614
a31	0.141532764584	0.207429801179	0.13229051944	0.0996045470963	0.13331463805	0.152397078983	0.133430656471
a8	0.144350598888	0.19456526426	0.137090743347	0.101026591299	0.133618270883	0.152887584328	0.136460950157
a31	0.152411586336	0.183105370087	0.132864850182	0.100278228166	0.134844256294	0.157620222109	0.138875476052
</S>	0.149952641228	0.175668389044	0.123145727691	0.093922150683	0.139265285147	0.169320915055	0.148724873026
