 	non	mi	aspetti	non	vengo	</S>
a33	0.2567796858	0.2928940468	0.234647356056	0.021590657837	0.115942099328	0.078146155235
a31	0.253778610267	0.303890468267	0.242185122569	0.0679889571903	0.0770544991788	0.0551023303957
a37	0.246367861216	0.288144471156	0.230184326523	0.107020463595	0.0894420112264	0.0388408693092
a35	0.188887954455	0.288021578319	0.271815260101	0.104009907551	0.0970706106115	0.0501947053231
a31	0.136265630904	0.244622440373	0.2842224879	0.129605249256	0.15532216709	0.049962023163
a7	0.141040999405	0.218483875858	0.267369597433	0.132563275233	0.203149135317	0.037393105863
a18	0.151285858475	0.181548571953	0.215284299344	0.109896159031	0.290499028306	0.0514860674877
a24	0.0927834357583	0.124681683984	0.147558781448	0.094015013077	0.424493276102	0.116467798096
a31	0.0492279244861	0.099830090128	0.0962986600827	0.0679870619457	0.507662302034	0.178993977965
a20	0.0405067705287	0.0773686581093	0.0661413986942	0.0616430386686	0.565551346678	0.188788817922
a8	0.0607725533762	0.0866287034364	0.0665714078314	0.0691355547229	0.541782101559	0.175109700641
a31	0.117538323392	0.114363354812	0.100131839144	0.0845806045076	0.404159153853	0.17922673688
</S>	0.155448570696	0.125539824706	0.122566240572	0.0945311192538	0.305395575927	0.19651867544
