 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.21070699116	0.29397908222	0.080863440888	0.011482556579	0.021993708766	0.327302822626	0.05367139657
a31	0.151309594056	0.22344902274	0.0651065699947	0.0174228947017	0.044484727922	0.435254161933	0.0629730295233
a21	0.135099452878	0.129296864487	0.0417469024809	0.0519569141396	0.048376006714	0.545995175138	0.0475286719544
a37	0.0704091823887	0.106072384156	0.0480268345584	0.0977040027939	0.0303504254533	0.574805745759	0.0726314242661
a8	0.0867071928362	0.108476469779	0.0689282412442	0.10774337962	0.0330452814931	0.50701006654	0.0880893777034
a31	0.134833414387	0.205986864033	0.07457004364	0.0900692870652	0.053242021451	0.386752423222	0.0545459389478
a13	0.109067480011	0.255697320144	0.0623709738639	0.0760106789403	0.0679557776237	0.369651806623	0.0592459553266
a20	0.0744199952103	0.218709620448	0.0587997425373	0.0703676322601	0.0838272766612	0.399338083008	0.0945376466195
a3	0.0808446227234	0.244030731883	0.0543981140591	0.0572018359134	0.100377474687	0.361070605336	0.10207660138
a31	0.113252059845	0.237141844194	0.0502444373638	0.0492569977985	0.102932799296	0.376617499445	0.0705543500867
a29	0.126750879619	0.236593854298	0.0561598076787	0.0562983418202	0.0966568662587	0.384483788948	0.0430564510689
a31	0.242573466607	0.216574003039	0.0497643590896	0.0505641771734	0.0828527817796	0.320602054449	0.0370691523963
a3	0.35185609445	0.16057343862	0.0436975587599	0.0601675074445	0.0796094113132	0.265301622883	0.0387943630921
a31	0.346671906997	0.150051287473	0.0439049310866	0.0714078949548	0.0864998239577	0.242787096361	0.0586770402574
a24	0.367528363412	0.128076901758	0.0403544418622	0.0805068477516	0.0904128690259	0.22463091448	0.0684896376191
a31	0.313069469437	0.127017105519	0.0577412510207	0.100192925717	0.112437932849	0.19296496852	0.0965763265397
a39	0.282596416679	0.147962852106	0.0792243284736	0.0954345505723	0.11193848455	0.17398098264	0.108862379447
a31	0.261974582693	0.154911622502	0.0910576854245	0.105088639524	0.117296413517	0.16211620968	0.107554858682
a33	0.248303017131	0.141620136634	0.0923092928748	0.102012312908	0.120743219639	0.190527819427	0.104484195561
a31	0.285691012577	0.131699296478	0.102521474492	0.086898050436	0.11622781288	0.192466219876	0.0844961166537
a23	0.301463455692	0.135239905893	0.110754651697	0.085948484412	0.117603815227	0.167413210692	0.0815764629512
</S>	0.318063762546	0.153901898147	0.107366389148	0.084342364006	0.101688004213	0.156960589146	0.0776769723756
