 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.3492343176	0.111004005054	0.181284850744	0.26451355478	0.0464698794562	0.0164647813944	0.0037204438002	0.027308168076
a31	0.357763528933	0.119815423634	0.216511005361	0.218534198707	0.0568649486407	0.00711827345743	0.00290712023289	0.0204854948827
a37	0.290968664844	0.0903815194847	0.253420084634	0.226808997636	0.0687062297222	0.00559529495721	0.0471975964427	0.0169216250449
a20	0.172088550601	0.120384356148	0.260316053678	0.274673624479	0.0385767421941	0.00502487964676	0.114562781012	0.0143730175326
a29	0.127090241427	0.173209365183	0.160740173826	0.359312991226	0.0301440794047	0.0126247736139	0.118935777125	0.0179425865925
a14	0.112945072529	0.166773484848	0.126564359209	0.421037081542	0.0505049443082	0.028525428578	0.0771107238843	0.0165388908548
a21	0.0902615414563	0.116714098803	0.143793962936	0.462836365847	0.0897836976627	0.0440908636153	0.0421522787468	0.0103671768449
a31	0.0686321006188	0.0980059091743	0.208490900912	0.449210788616	0.102949918061	0.0406843667478	0.0240118973256	0.0080141242123
a20	0.0509872222863	0.103359262125	0.215188050237	0.477426000872	0.0919788714251	0.0393718049541	0.0148196205401	0.0068691666041
a6	0.0493910879088	0.101411201735	0.153724306612	0.511692200957	0.10644930852	0.0556744792628	0.010097958743	0.011559438504
a31	0.0497853951963	0.0767063807517	0.127367966071	0.521896389652	0.137174133493	0.0637960629543	0.00851819193433	0.0147554632267
a8	0.108557100959	0.0651667491572	0.111639759357	0.455905743884	0.134728619738	0.0723830591581	0.0107474489514	0.0408715091942
a20	0.162902128586	0.0706041708524	0.127593413852	0.321003815961	0.131783402499	0.0930899591194	0.0243086484505	0.0687144591314
a31	0.153996960729	0.0639479773108	0.109048697951	0.338473448654	0.1572181547	0.0962276823065	0.0301336169968	0.0509534472905
a37	0.156410945843	0.0724519051969	0.0768488735837	0.323160288351	0.1543430183	0.0856972783022	0.0313816306123	0.0997060472768
a31	0.188880503281	0.102460989732	0.0870542595279	0.19465916065	0.134828015833	0.101707904434	0.0485693592708	0.141839820292
a24	0.198631493094	0.129838916511	0.0950487914426	0.14419620795	0.135884257278	0.110806828345	0.0627811792236	0.122812334497
a31	0.177319376098	0.133092263837	0.107633106681	0.123751233783	0.130839697959	0.119666584915	0.0699310153412	0.137766715566
a20	0.163865915499	0.134493940279	0.12049023296	0.113741338861	0.109407250386	0.124524159505	0.0887191244471	0.144758032655
a31	0.159417151293	0.135766225493	0.127490040053	0.112534510754	0.0951930961287	0.118047319902	0.097564154149	0.153987494352
a7	0.157302395891	0.136357585564	0.128899489351	0.117107490118	0.0869648025096	0.113243063701	0.108294525383	0.151830645384
a35	0.156037753697	0.154369699855	0.116864541717	0.136598078773	0.0827608266365	0.101538521434	0.121247128528	0.130583456261
</S>	0.168652461848	0.159897270928	0.110767706759	0.141792329687	0.0802677723182	0.098719011117	0.117385643764	0.12251781173
