 	si	è	rotta	la	coppa	</S>
a31	0.214313612133	0.0585390385165	0.401852998545	0.0852393531021	0.103316353421	0.136738656284
a20	0.282922942942	0.0328910551122	0.402918516835	0.087719347972	0.136360403538	0.05718777226
a19	0.376483812678	0.0226206124575	0.418631392205	0.0458659025095	0.110479200417	0.0259190959507
a18	0.435863096959	0.0237676216202	0.407903389088	0.0484336413554	0.047449467019	0.0365827903062
a27	0.38062535832	0.0216194584401	0.379978297143	0.0883721556718	0.0624187212197	0.0669860526821
a31	0.262271263573	0.0281269732134	0.305397902114	0.154978771357	0.12178782514	0.127437315574
a39	0.202874090524	0.0411432782045	0.231961856038	0.192465410986	0.14354720478	0.188008202658
a31	0.166823696975	0.0834506522015	0.215478370679	0.183589672062	0.148225153793	0.202432486619
a46	0.144585930658	0.113384591867	0.191064094226	0.163909242021	0.188994535198	0.19806161594
a31	0.136806586219	0.126090013756	0.191446534742	0.16263199734	0.197823287999	0.185201573713
a20	0.149696157406	0.140973541252	0.178964251247	0.161302818447	0.2056603296	0.163402900904
</S>	0.166137103703	0.137422733626	0.158748555124	0.154626504223	0.2311063478	0.151958768952
