 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.164053582013	0.0449599205426	0.0154375333399	0.0504136057493	0.127693033547	0.58873809583	0.00251370730974	0.006190522252
a20	0.124678785933	0.0287206210556	0.0134381616834	0.0821833856038	0.0817056558544	0.609123794943	0.00220097419841	0.0579485980453
a8	0.0995166208063	0.0149809716835	0.0108112699177	0.082999564517	0.0526280859727	0.635477629981	0.00427781334547	0.0993080149618
a20	0.0876955206794	0.0179030889465	0.0349763871119	0.0843935211554	0.0491449752191	0.56595939266	0.0261319530178	0.133795148921
a31	0.0498465072085	0.0794193331622	0.0589091070693	0.0900798527451	0.0621729990925	0.457733882887	0.0367404030498	0.16509791574
a28	0.0464892360162	0.114384937187	0.0619947519511	0.0682916665997	0.0729115625556	0.386399562296	0.0786038725538	0.170924414613
a31	0.0880292843587	0.123649538396	0.083326145357	0.0524049800911	0.0719508954072	0.283181525165	0.139695854445	0.157761772804
a18	0.10868394352	0.146969374532	0.096977262719	0.0479464651402	0.0652610857384	0.219848461122	0.174597231982	0.139716172535
a31	0.115106845573	0.154426745711	0.1087602792	0.0472819817707	0.0571774131488	0.173195522307	0.209743493725	0.134307726512
a3	0.114497141524	0.174512341637	0.11322686396	0.0537963852562	0.0555173530116	0.137133659502	0.204079075586	0.147237185171
a31	0.135613588041	0.186865546146	0.10349104112	0.0593236160598	0.0610390670859	0.122154177634	0.177814011762	0.153698949857
a18	0.16046317448	0.181191128449	0.12276453544	0.069881238273	0.0688965817446	0.112402966745	0.151760028208	0.132640330619
a31	0.151495034227	0.159817441016	0.130988662613	0.0764288527977	0.0755568351215	0.108732765382	0.138782859369	0.158197539406
a17	0.143866107676	0.137356482872	0.138043516071	0.0812417552526	0.0837778460072	0.112055518061	0.134382091556	0.169276684735
a20	0.139693043892	0.127004556291	0.139415628024	0.0937815213509	0.0971647388691	0.112082482154	0.133960995252	0.156897039178
a31	0.146726502031	0.123139442097	0.132243424675	0.0965354259836	0.0986459599564	0.107628945518	0.141363493084	0.153716808659
a20	0.15036778041	0.119704700899	0.131805603225	0.105099853861	0.112251829919	0.104436425706	0.141866686228	0.134467124186
a31	0.14588031767	0.119324948233	0.127924273408	0.112307881954	0.119398492106	0.101004400235	0.149938384209	0.124221307762
a20	0.14457380689	0.119578294144	0.126928007003	0.117143332185	0.121334405435	0.100161043212	0.151686326336	0.118594776921
a46	0.15374913383	0.124122048781	0.114308360868	0.126430599062	0.137642490478	0.098467426204	0.144360985045	0.10091895284
a31	0.156014987343	0.150256191994	0.120405077289	0.114399438887	0.121947930026	0.0979145501347	0.137698203548	0.101363615213
a46	0.153064800581	0.159378488998	0.123249832963	0.113314204829	0.119452356542	0.0973204293116	0.133839996516	0.100379887204
a8	0.156984041327	0.140143064466	0.114182200988	0.123299504943	0.137562192181	0.0963434332372	0.136686207239	0.094799366268
a39	0.163846660442	0.140013523289	0.111277261929	0.117069975514	0.13082675526	0.0965579637457	0.14095942108	0.099448448756
a31	0.162906148014	0.155109054763	0.112529101176	0.104895751771	0.108446269153	0.102766482782	0.142113937693	0.111233268985
</S>	0.157972105807	0.166204932882	0.114796917688	0.0985827692855	0.0954073938765	0.108782742391	0.140282369846	0.117970785292
