 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.088086649223	0.026478296484	0.0163632274314	0.0070625874165	0.3499188439	0.05594876917	0.0109248084653	0.106314398585	0.323833507451	0.0150689581753
a24	0.0732187167543	0.0154476244994	0.0148736497901	0.0210862348831	0.372880945567	0.0564368474273	0.00893956980363	0.0432961451749	0.374185659144	0.0196346411518
a31	0.0969272660514	0.0152429251271	0.014507490638	0.0341383172107	0.458448397189	0.0379848811184	0.00631834741177	0.0280781527049	0.289363907821	0.0189903306179
a13	0.0782169963038	0.0284641412764	0.028220723044	0.0395365772821	0.612864698396	0.0352664407921	0.00709222543282	0.0298269670445	0.12800928462	0.0125019536776
a18	0.0375476504013	0.037719341583	0.0350461092847	0.0375479985572	0.696338801865	0.0220387218427	0.00779318848194	0.021520078813	0.0664696179733	0.0379784869162
a20	0.0337640934004	0.0300162770598	0.0312982562616	0.0311651672811	0.692693467688	0.0400121263122	0.00839223781331	0.0142311659197	0.0572724637044	0.0611547247567
a31	0.0579360441335	0.028620199584	0.0301891198939	0.0297509305902	0.629803625229	0.0693814235414	0.0182412683376	0.0160585871732	0.0754826275881	0.0445361605176
a37	0.0796852090445	0.0250479118765	0.0246888726246	0.020829391584	0.48880499533	0.0926599652178	0.0419431186923	0.0764489039911	0.117612283703	0.0322793554792
a31	0.105072913281	0.0185116314754	0.0241463107149	0.0188157225519	0.443906563563	0.0925412078553	0.0552532896061	0.093549418837	0.121563513168	0.0266394545997
a11	0.114951871694	0.0166670113066	0.0249220014916	0.01935012713	0.398562886854	0.0808423025211	0.085038740484	0.0978786485857	0.139108469989	0.0226779673332
a31	0.159000472298	0.0234715740122	0.0365018179905	0.0251841503427	0.320137671751	0.077787691187	0.098882284188	0.102998252595	0.133961257863	0.0220748488177
a11	0.166193345766	0.0272993673387	0.0417570251635	0.0286884260476	0.290260295757	0.0741157841423	0.112268946756	0.0952438469317	0.140083078288	0.0240898964459
a31	0.155597986855	0.0351995181396	0.0531047948212	0.0373932777625	0.230942901626	0.0766071019141	0.119768261079	0.113996444177	0.145618830383	0.031770893482
a11	0.147547263752	0.0401119332732	0.0595646156071	0.0422959991875	0.207553376575	0.0725838569714	0.122010141653	0.134251359592	0.134306857348	0.0397746208473
a31	0.110391218017	0.0477010050511	0.0684014157357	0.0501436010625	0.177022373225	0.0717465210571	0.126717850884	0.155797117331	0.141075157649	0.0510037475024
a13	0.101910321039	0.0552609961104	0.0780382651119	0.0566698668875	0.166259844942	0.069529024619	0.121747720161	0.163014473444	0.12865399455	0.0589154813008
a31	0.087160185633	0.0582886898635	0.072335540904	0.0566664620958	0.151719270847	0.066802500073	0.122092370254	0.181444114481	0.13368731405	0.0698035541003
a18	0.085600463431	0.0651240504878	0.0766363626347	0.0602037286319	0.148220807216	0.066739799291	0.113287100618	0.17488483816	0.134040459083	0.0752623962334
a31	0.0815281605197	0.0639539518293	0.0722441859449	0.0581405888106	0.146184298072	0.0654500342303	0.109562432206	0.17121341072	0.145024779828	0.0866981508778
a10	0.0822574374159	0.0662635586098	0.0733378073816	0.0587358903369	0.174032947557	0.0649946422768	0.102616608069	0.15337605424	0.135440176676	0.0889448694659
a7	0.0839137547386	0.0632929213366	0.0674450991939	0.0510153845123	0.213792173452	0.0628177450923	0.101929160023	0.140407905413	0.139645425225	0.0757404309953
a31	0.0907506029929	0.0640579991122	0.0618132349313	0.0541405760374	0.184226614551	0.0589614718308	0.0998972744077	0.150645531138	0.145842759742	0.0896639536651
a20	0.0892051851443	0.0637645747707	0.0598866721771	0.0556520470125	0.15943050925	0.0575692338103	0.101228981203	0.150165522713	0.164822070914	0.0982752074884
a31	0.0834167390681	0.0636139001902	0.0600796522924	0.0582801504708	0.141867391617	0.0589503571368	0.104451620534	0.139769436571	0.181858156238	0.107712578096
</S>	0.081740057064	0.0643680259951	0.0630046458962	0.0641866915354	0.118233415608	0.0612731553684	0.107765034467	0.133839185285	0.181253763519	0.124336010048
