 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.131710702176	0.278895997229	0.208808664309	0.113857526714	0.0413463811669	0.164609897734	0.06077084228
a31	0.113488809141	0.24725646281	0.128885408083	0.104439565358	0.0340093686404	0.307909247885	0.0640111459167
a7	0.0982802294113	0.24212414187	0.0773807556594	0.109116817299	0.023473400711	0.393373778662	0.0562509044596
a31	0.0508449697764	0.322233945823	0.0885204885635	0.0585228578727	0.0198162087516	0.401925445399	0.0581361138459
a20	0.0250200160135	0.494583140608	0.0951017297285	0.0399565485935	0.0237864676433	0.289522458045	0.032029655864
a2	0.0202015756125	0.666644739536	0.0916192873182	0.0350466923149	0.026390315052	0.138197889982	0.0218995251547
a41	0.0304961410708	0.646200865179	0.105683307153	0.0328764508014	0.0313719946027	0.120028726347	0.0333425699949
a20	0.0716929802373	0.57863630706	0.100347529572	0.033416120749	0.041113878975	0.131835731856	0.0429575159716
a46	0.0919488066898	0.534772468353	0.0946549051933	0.0335361694027	0.0521951316481	0.137491730619	0.0554008508405
a31	0.071753925915	0.468528366784	0.117212340519	0.0370440944554	0.0659448208891	0.183449877253	0.0560666181068
a11	0.0793923713663	0.448485167595	0.135121207726	0.0349073058311	0.0626107755237	0.174551398284	0.0649318031689
a35	0.103726113482	0.434436961198	0.112875917209	0.0386311358637	0.0615538660212	0.130715365461	0.118060681343
a31	0.113452865801	0.370046682399	0.089536778963	0.0569770299012	0.0822815063737	0.14679583732	0.140909319601
a11	0.1247314722	0.3300695128	0.087675734561	0.0706868971671	0.0951037979579	0.14226088004	0.149471710867
a28	0.1394891858	0.280604784267	0.0928425048537	0.083732345189	0.102977599986	0.135652844947	0.164700744556
a20	0.135481645733	0.223998405422	0.0986090494179	0.105066969263	0.123549884662	0.154460884982	0.158833169519
a10	0.109415217511	0.190937963141	0.088885642806	0.0993522568877	0.139661568487	0.207470887661	0.16427646184
a31	0.0989528965037	0.191082819047	0.0930403659353	0.0859058109626	0.142920454629	0.231505647887	0.156591994613
</S>	0.105888827852	0.209202285524	0.105335994468	0.0872302154813	0.142435640614	0.208231707943	0.141675318306
