 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.211528911957	0.430777577	0.0938168953539	0.163964979298	0.021712429566	0.008431942691	0.048299429032	0.02146784185
a8	0.140397775937	0.306052221747	0.0408521086217	0.199150351391	0.0241891524253	0.0217381672105	0.197987296184	0.069632931218
a31	0.0875733662108	0.211501522856	0.0224876561076	0.223771204037	0.0374021902151	0.0258417203804	0.240677757381	0.150744589747
a41	0.0610270679807	0.187172198365	0.0136338136239	0.239096566609	0.0508770951384	0.0300682883041	0.273377540794	0.144747429622
a31	0.0679950079665	0.122672463188	0.0112723582432	0.220685033411	0.0723349294128	0.036739104257	0.389641680418	0.0786594201073
a0	0.0594444819724	0.112748759983	0.0112130381873	0.178065228013	0.0769138543843	0.044552804531	0.458537227626	0.0585246035358
a31	0.0590923241335	0.112212998734	0.0139971734749	0.140344373044	0.0726451285214	0.0616976862663	0.483163463475	0.0568468346453
a39	0.0446897612052	0.0902017940913	0.0142240751109	0.119039044421	0.0988461962005	0.0730669694088	0.480368354092	0.0795637818018
a31	0.0291650283224	0.0391054210904	0.0179607208814	0.0837887218143	0.118156394327	0.13747320887	0.477900032031	0.0964504834606
a10	0.0249479771328	0.0232242967101	0.0197403892116	0.0780489649694	0.156150526689	0.21153638829	0.40049013201	0.0858613443602
a20	0.0153786259229	0.015025779418	0.0127471314959	0.0541402115071	0.211816575868	0.188132301897	0.401222065337	0.10153731572
a31	0.0160888908876	0.0118288861007	0.011521706624	0.046612201449	0.222917628728	0.172303270499	0.433657622779	0.08506978814
a10	0.0194384379692	0.0262339755669	0.012542838988	0.0659363251497	0.211782052909	0.229206275433	0.36702408126	0.0678360080133
a20	0.0221602829697	0.035401146729	0.0145554442693	0.0794005122566	0.209104995236	0.255886555544	0.304191179953	0.0792998911378
a31	0.0805062060699	0.0424390194963	0.0169720326764	0.0835670669722	0.212932748145	0.205013674981	0.288389687518	0.0701795735793
a13	0.16667716997	0.0974098826321	0.0281148808255	0.0903391331441	0.184113572782	0.162150038927	0.210626894106	0.0605684389931
a20	0.154670947923	0.134461393944	0.0386584738085	0.0891180067147	0.160548669727	0.160098074842	0.180645516969	0.0817989229977
a31	0.107327926574	0.100056419381	0.0469812050695	0.101137193172	0.212393378376	0.140649904147	0.195851091656	0.0956028711326
a28	0.164031943658	0.0938890942603	0.0585946013565	0.102788234924	0.205127046325	0.141738331249	0.152024333819	0.0818064156442
a24	0.226267414019	0.124001005287	0.0713751246522	0.100729946575	0.151167942642	0.14857928775	0.108879039873	0.0690002464814
a46	0.199937195606	0.121405287762	0.0796091917507	0.108556431192	0.170215865147	0.154032577917	0.102673746491	0.0635696996271
a39	0.193366114135	0.108303980521	0.0763197245836	0.108010847131	0.191556731316	0.155711032906	0.10537139863	0.0613601798757
a46	0.197326165378	0.104613752974	0.0821801611945	0.103630274444	0.190754062039	0.150553599635	0.105144519543	0.0657974632919
a8	0.170001955126	0.101274882258	0.0918326699315	0.105914479548	0.203732659346	0.156031308812	0.102386767314	0.068825273964
</S>	0.159943784563	0.099679878529	0.0924761449657	0.106893785374	0.213239981273	0.157318609206	0.102229654757	0.068218172682
