 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.03614714045	0.1806830534	0.10214751695	0.0897292479	0.08587961207	0.1809110442	0.0807652117	0.064691458548	0.16476505908	0.01428062248
a39	0.0222789225247	0.1555282124	0.0981910542167	0.0956251243933	0.14378621007	0.156115551867	0.0817525239667	0.0461941115827	0.191013874987	0.00951439094667
a31	0.0113962861229	0.111016374267	0.111592112639	0.150203868491	0.175090131757	0.163458783422	0.0905929449222	0.0566353585942	0.121996948862	0.00801717610889
a14	0.00892600742097	0.069978653689	0.145117371726	0.18001200655	0.140778824319	0.142931835954	0.116189711307	0.0873441825314	0.096971793154	0.011749590963
a41	0.0603338784737	0.0445508965497	0.117364234329	0.117690757683	0.114490764953	0.0847596856647	0.099015936969	0.118577855244	0.213950818185	0.029265148201
a33	0.0951261020979	0.0564083329499	0.0643718368363	0.0576269574477	0.122140886031	0.0617903226882	0.0775910017897	0.125968709081	0.303889465128	0.0350863730643
a20	0.0574163578726	0.0777731068966	0.0851348472988	0.0487016096692	0.137656432677	0.0732018021627	0.0846553117966	0.0968718185603	0.302494187309	0.0360945247788
a31	0.0335781624015	0.0736938910322	0.106371249433	0.105737942936	0.151563396359	0.0821948844542	0.0950328425322	0.0596441340268	0.259894405303	0.0322890852996
a10	0.0300047300045	0.0729112166774	0.0920726790777	0.125483558479	0.148510483786	0.104169089151	0.105726516511	0.0453788817823	0.247619438101	0.0281233983932
a31	0.0362231884415	0.0746164387391	0.0740423748259	0.0863108955597	0.119609062129	0.11875437705	0.119964565104	0.0419582229274	0.29363706812	0.0348838027511
a46	0.0505273171538	0.0967033535597	0.0704636894753	0.0833308628532	0.111033491043	0.12251391115	0.128532690768	0.0410620956425	0.25278194684	0.0430506283904
a31	0.0517244222179	0.100276933033	0.0663403339784	0.0723127918177	0.119135947314	0.10936945965	0.146002428989	0.0441717385475	0.23349909442	0.0571668318435
a39	0.0507573247526	0.110064173258	0.0732649931461	0.0874464030726	0.140563015605	0.0977358864833	0.131431712596	0.0436361234492	0.2037200683	0.0613802820545
a28	0.0519941296642	0.141002935553	0.0952921846487	0.139765359958	0.166319788868	0.0972311755611	0.0819215459987	0.0471491458831	0.122150217767	0.0571734999048
a21	0.0460322524214	0.121576495518	0.116892040616	0.177423397319	0.209302179489	0.0879026099204	0.0663335749329	0.045743457461	0.0798812659223	0.0489127227683
a24	0.0496352344738	0.0997651897727	0.136780896472	0.183331928773	0.193521346296	0.0968314930401	0.089467185511	0.040569832987	0.0632771948408	0.0468197127894
a46	0.0581040624246	0.0887127263909	0.138911382891	0.163816489924	0.155730006499	0.11311563288	0.118175383504	0.0488435028623	0.0645223236803	0.0500685038831
a20	0.0487280231415	0.0684517213303	0.13652011603	0.154934573775	0.1476595261	0.12208471656	0.128154003301	0.0690839823541	0.0713731852268	0.0530101580477
a31	0.0323470904472	0.0543863642168	0.108277225303	0.168347203925	0.174933496233	0.108388208387	0.1195768527	0.0845436841847	0.103395498676	0.0458043811226
a14	0.0305686422824	0.0514178361123	0.0783437041943	0.184417433775	0.242633452478	0.0955476517957	0.0981797938333	0.0816376854349	0.0980741654253	0.0391796399475
a17	0.0425649343608	0.0533272054374	0.0780631241314	0.197654217858	0.287344318493	0.0902833731319	0.0824542079444	0.0705405977983	0.0555335416751	0.0422344830758
a31	0.0478575450536	0.0536873408991	0.0741977052905	0.158033147779	0.263745481564	0.092949091444	0.0906050695815	0.0843296364794	0.0908925913584	0.0437023784519
a11	0.0449451930845	0.0522021321864	0.0691379294768	0.14434213782	0.253032650988	0.0891559576813	0.0946527899938	0.1007264428	0.105140286466	0.046664462364
a18	0.0545048918282	0.0560368771955	0.0735928358256	0.165259448007	0.291626090063	0.0796530008271	0.0790216921979	0.0929745783733	0.059789562302	0.047541005668
a6	0.0643626753427	0.0620359394652	0.0821511827419	0.170005882602	0.289823501821	0.0839428534757	0.0775441955993	0.0811079259244	0.043097402034	0.045928415756
a8	0.0634547350076	0.0656003588884	0.087551829914	0.194401498134	0.263073469074	0.0884890408919	0.0793598961331	0.0778413258415	0.037043088678	0.0431847507187
a31	0.0812881467625	0.0663403342961	0.0855930629713	0.171849666645	0.243803545825	0.076767726964	0.0715637987777	0.0826220428805	0.078569625826	0.0416020663729
a24	0.0889791047875	0.062081433032	0.0759689242571	0.155022938482	0.243230212942	0.071151074188	0.0717209415259	0.0906724359602	0.0948460220087	0.0463269242576
a37	0.0699834486625	0.0593003502107	0.0937234264857	0.171372215494	0.239320700781	0.081462196996	0.0811646913086	0.0942278812534	0.0594506541362	0.0499944402725
a38	0.0617726476075	0.0652327802036	0.120303298629	0.171565257831	0.241454594727	0.0859286801987	0.0807264143695	0.0828082730711	0.0433587605121	0.0468493084375
a31	0.0639523625225	0.0686712355345	0.113701973143	0.138654923104	0.209513637176	0.0887166508929	0.0861061655232	0.0877169922104	0.0903155712374	0.0526504727725
a11	0.0648268115075	0.0673873712448	0.0957383498477	0.128879076595	0.198595777992	0.087113814591	0.0878266465077	0.0988035603368	0.110578703612	0.0602498642575
a31	0.0612924863025	0.0669681677483	0.0931610258159	0.123331208065	0.185900698464	0.084652785397	0.0930762389692	0.106885661046	0.110733566337	0.0739981580858
a8	0.0626088160342	0.0716018940494	0.0951440942053	0.111340996888	0.198326314755	0.083346122999	0.0901034712564	0.102606834482	0.108518574979	0.0764028792286
a10	0.0736159591447	0.0817882761498	0.0929803780684	0.120965894763	0.231410433785	0.0815455467997	0.0787957014855	0.098452699094	0.071974788393	0.0684703362762
a18	0.0785786382482	0.0859021163833	0.0934765617561	0.124959255588	0.233714072462	0.0781441363999	0.0764862395618	0.097165082098	0.0622432524643	0.0693306616921
a31	0.0806749580827	0.0833742850611	0.0990387277854	0.112058145396	0.196987675021	0.0749477310666	0.0825376963206	0.0993096876327	0.0928756949548	0.0781954206974
a11	0.0807209255609	0.081254221287	0.0988227519285	0.113179527332	0.174572730874	0.0776308730222	0.0875748481069	0.103784399211	0.102628356985	0.0798313990325
a10	0.0724003363203	0.0820731688957	0.0944716913095	0.137087971177	0.218234735291	0.0797160977407	0.0812042657023	0.0987557170703	0.0667774327283	0.0692786012775
a1	0.0668730231068	0.0823736394319	0.10121728897	0.155087002126	0.237648149764	0.0777022291136	0.0750685602341	0.0892881198234	0.0519579159761	0.0627840729192
a41	0.0633749989023	0.0808316124773	0.119380332923	0.175076599309	0.252750414255	0.0724207128379	0.0679723939447	0.0715391007411	0.0418027731254	0.0548510610397
a31	0.0681771623674	0.0824502013591	0.126484221708	0.14335767537	0.194859373618	0.0740527794793	0.0767754891149	0.084914310247	0.0801295645085	0.0687992267199
a8	0.0759680338558	0.0871195429864	0.111857720703	0.120127280723	0.192179609739	0.0753516712264	0.0767507409716	0.0939291520823	0.0937422609028	0.0729739809733
a31	0.0874413260853	0.0931344189955	0.109419040968	0.114035570641	0.189194148846	0.0712224644755	0.0716773737239	0.0921818886941	0.0932708130343	0.0784229363911
