 	sta	seduta	nel	giardino	</S>
a20	0.422996756	0.15600545268	0.026676779206	0.32235070614	0.07197029705
a17	0.453629004367	0.0944852218267	0.0199608383827	0.32694891425	0.104976035335
a20	0.345585750202	0.0534212233689	0.0461891403709	0.369391868784	0.185412035452
a31	0.207946799401	0.16241684767	0.062988529977	0.419332062092	0.147315754978
a17	0.180214238754	0.21708369409	0.128520421446	0.370948840271	0.103232794247
a31	0.252261621851	0.22501780223	0.185742351149	0.241265954482	0.095712255329
a46	0.237166807284	0.253099418577	0.20088796305	0.192439033706	0.11640675615
a31	0.161489589895	0.215663826426	0.287909515683	0.174005894212	0.16093115711
a20	0.151190896152	0.250960277409	0.274758559228	0.158713859401	0.16437639423
a31	0.168532833304	0.280471713336	0.241315973076	0.154769792967	0.154909693297
a20	0.201164090501	0.297599075512	0.230650655625	0.134313691476	0.136272489259
a18	0.237600029167	0.309683041237	0.178435593142	0.135508149745	0.138773179646
a46	0.207780300789	0.249659043146	0.173619093581	0.186532425582	0.182409139882
a20	0.141755969596	0.181998272249	0.18047066346	0.261209801194	0.234565299294
a31	0.124636616265	0.181477474883	0.201553120887	0.282359663731	0.209973135898
a18	0.173019804488	0.189128390961	0.201686886962	0.251043992244	0.185120933766
a31	0.203506280563	0.217664383654	0.194757228987	0.203502778081	0.180569326455
a0	0.208749589254	0.238966429618	0.193912267329	0.197354981694	0.161016721952
a31	0.209599078818	0.230592339606	0.191347874776	0.198803845231	0.169656838917
a8	0.202495150673	0.233101164535	0.190301500925	0.20360474861	0.170497411239
a31	0.218879524891	0.239655858578	0.186149624308	0.196121916403	0.159193056813
a18	0.22819060463	0.239540756593	0.182011207569	0.192897889868	0.157359532338
a31	0.226411134877	0.240185647531	0.181925599323	0.192389235689	0.159088382713
a17	0.225987010626	0.240454637177	0.182034390108	0.193105760563	0.158418192504
</S>	0.228364080313	0.227846990588	0.171274286554	0.216101000281	0.156413625652
