 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a8	0.057897619102	0.1272412733	0.22169501712	0.022275578096	0.00662697340479	0.0145355871122	0.007688592816	0.14516112686	0.024319008546	0.0606721567	0.0920921698	0.0059368173076	0.02197195016	0.049278931749	0.02849599495	0.0975299519	0.016581240844
a39	0.0382751471807	0.102206784073	0.13704168504	0.0161295478227	0.00602433410579	0.007615368259	0.0105434994793	0.19833774308	0.0232296949127	0.0678333037667	0.0458172016	0.00437092922293	0.0184932751787	0.0705290778457	0.023833683858	0.186080391733	0.043638323184
a31	0.0134252775289	0.0461693963243	0.0706508041467	0.0102710344262	0.00793117626253	0.00440027380513	0.0192231691552	0.189947720373	0.0344494380042	0.0529258341889	0.0333528605333	0.00349035435231	0.0676947641449	0.0695392939812	0.0148689736587	0.31154213811	0.0501174653253
a20	0.00628029157237	0.0344405589201	0.0759367528889	0.0237296499454	0.018666113926	0.00585476884078	0.0343166405045	0.158294416604	0.0501697344081	0.0638324941963	0.0364243012244	0.00569799413484	0.0798214829816	0.0538557872524	0.0100634510702	0.318693951629	0.0239215736904
a24	0.00599826877506	0.0310764954174	0.115461633963	0.0357912776238	0.019339211317	0.00841894284633	0.0481575662822	0.144587550201	0.079179065876	0.0897879776654	0.0417149464548	0.00807080233261	0.0320035284472	0.0508648482501	0.0063614952774	0.265077608205	0.0181087638415
a8	0.0119880754112	0.0426667170045	0.113358471276	0.0284025945679	0.00845486530241	0.00791230390311	0.0577998737207	0.166122306067	0.0837848367787	0.125194098355	0.0430920412183	0.00693910320047	0.0177031712024	0.0684616149807	0.00725784770047	0.18866942023	0.0221926641681
a24	0.0142170302363	0.0476628481082	0.0774826125133	0.0280729857453	0.00691348024614	0.010252116739	0.0534883260069	0.160020339622	0.0812183492196	0.134327002052	0.0385908134061	0.0120959305795	0.0216931801341	0.0701551133076	0.0280279854802	0.174364273963	0.041417622537
a31	0.00834478023863	0.0437767139907	0.0803200099311	0.0315003837618	0.0159176990028	0.0245498637989	0.0325291843112	0.113101593954	0.0906920266465	0.091225898364	0.025456314882	0.0128878256438	0.0256960387514	0.0442554390255	0.0372101737001	0.280719394132	0.0418166761097
a20	0.00546074903754	0.0581831525116	0.104624377244	0.0311391366299	0.0191612423717	0.0305586686209	0.022585321942	0.0869339533313	0.0819377004528	0.121010781735	0.0221442932407	0.00702689780927	0.0267191082305	0.0637643269774	0.0252005787734	0.258202443102	0.0353472822186
a31	0.00441017653118	0.0566305436359	0.0960356998947	0.0310123731549	0.0201777089488	0.0323979184472	0.0197059083895	0.0813810610304	0.0845368946883	0.134466530578	0.0243240387469	0.00597107240042	0.0326651106875	0.177910809036	0.0172138303491	0.151045142509	0.0301151690329
