 	Valeria	legge	il	giornale	</S>
a31	0.3716399037	0.2681602802	0.15648855496	0.14626838739	0.0574428630684
a39	0.2265839289	0.284497816067	0.180794601587	0.251451011663	0.0566726331494
a8	0.141392588567	0.221810630356	0.159951097796	0.367793324288	0.10905234819
a31	0.144606834989	0.257912829452	0.157719450999	0.342189329629	0.09757153439
a11	0.16386684473	0.259147718817	0.159064912893	0.337685229676	0.0802352907033
a13	0.20532930691	0.206804148272	0.144434105991	0.360985324425	0.0824471102344
a31	0.279537340157	0.192799325091	0.14326253933	0.320352799075	0.0640479954448
a18	0.341142307906	0.16569683203	0.130611752843	0.280187479692	0.0823616362483
a37	0.361675508969	0.19194125601	0.112378343814	0.232539697897	0.101465186616
a11	0.318129694656	0.228528027337	0.107197665805	0.249390077299	0.0967545249387
a41	0.306116330219	0.243979649779	0.097745395535	0.262655477233	0.0895031488462
a14	0.327870802073	0.247137859926	0.0904049131783	0.245096021878	0.0894904108821
a31	0.327036748624	0.218658496442	0.0940685034594	0.243098105293	0.117138157227
a35	0.372090426141	0.187484509281	0.0961685350198	0.209541296831	0.134715247609
a31	0.364511362047	0.181971985094	0.117117835807	0.189171651344	0.147227170403
a41	0.301170380682	0.192595543031	0.143761433936	0.195797233115	0.166675414801
a31	0.269426732227	0.206716431677	0.161390418645	0.192951353705	0.169515078267
a35	0.255419864076	0.214659772559	0.170704666215	0.192507571235	0.166708153422
a31	0.232231191159	0.21190812352	0.188520316072	0.203863671078	0.163476724474
a8	0.198580976186	0.21858719584	0.204323370024	0.216812061026	0.161696409691
a20	0.222417098729	0.231505103947	0.195443092008	0.202395547009	0.148239169764
a31	0.211266818776	0.224875311982	0.209854166669	0.217109381003	0.136894335588
a37	0.226212745459	0.214790861327	0.206423536223	0.217689565001	0.134883311863
</S>	0.27112330273	0.211752541663	0.185560498111	0.1960612945	0.135502383931
