 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.5456386356	0.03280244107	0.0076642986968	0.0252388327896	0.0642297973908	0.010387080478	0.200552485901	0.0593467424	0.05413967583
a31	0.375739015667	0.0920997811233	0.0147087088563	0.0290639577837	0.0405481188651	0.0207467942979	0.176419178194	0.211548606733	0.0391258356233
a37	0.191692650622	0.136492490934	0.0245190352444	0.0698100141585	0.0232347464516	0.0217328655533	0.107192030751	0.405752591044	0.0195735841411
a20	0.129218354407	0.143799298511	0.0367992410014	0.115293024117	0.0112353779532	0.012739746157	0.065271150037	0.469389306708	0.016254517347
a28	0.125148945736	0.161510141104	0.0532278031565	0.111777793632	0.0358807168627	0.0111251493448	0.0665347132657	0.410695638796	0.0240991169357
a37	0.192658121245	0.124340662501	0.0568302826695	0.0871197722413	0.113845851198	0.0144569344327	0.0781529536552	0.298603051625	0.0339923609919
a18	0.260968611348	0.0792900878203	0.0459796550478	0.0603975546084	0.164808512779	0.029428113104	0.0599279648851	0.260136289128	0.0390631693106
a31	0.320765358916	0.0699792137801	0.0415586783611	0.0472411059612	0.122919874234	0.0388826170267	0.0519967351484	0.271779243069	0.0348771270235
a0	0.428178811305	0.0622284900734	0.0436408854229	0.0536521692795	0.0908821167727	0.0476312835762	0.0463623627561	0.20425149469	0.0231723732545
a13	0.391185762968	0.0947766748511	0.0400869683876	0.0759756691398	0.109287877898	0.0571144423934	0.0341431158387	0.18073212943	0.0166973710115
a31	0.313740071323	0.100635549884	0.0383968447785	0.0786917366566	0.092952976846	0.0544233034725	0.0450370832129	0.255412667343	0.0207097737838
a41	0.421772377708	0.0545982161613	0.0369667900595	0.0893058506515	0.078091683762	0.0544756445242	0.051618218851	0.189770757181	0.0234004595413
a24	0.462808895903	0.0830886766538	0.0325135891132	0.123818726717	0.0955423991873	0.0554794798214	0.042910684797	0.081554721127	0.0222828353938
a37	0.397274119701	0.114775562351	0.0317382478377	0.137721359906	0.102005712729	0.0593688732338	0.043903667999	0.0799573512423	0.0332551356646
a31	0.3527449031	0.094565919917	0.0383134390126	0.108688294929	0.0915366357763	0.0680349160153	0.0582427440663	0.139160843614	0.0487123316215
a28	0.395491252233	0.075175839239	0.0428045159175	0.0723973113363	0.0792147237254	0.0733420761424	0.0682523973554	0.136665851938	0.0566560334738
a11	0.415127982078	0.081780798213	0.0474792067525	0.0669779464454	0.0838425687751	0.0825930774475	0.0703643654518	0.090597303046	0.0612367427579
a39	0.365390190026	0.0921143477377	0.0505804472508	0.0657618094818	0.094003341325	0.0922961158825	0.0739231118839	0.0996318022153	0.0662988389193
a46	0.312015656942	0.0813424468459	0.0480963442836	0.0612473794273	0.094519924575	0.0950916762942	0.073291844228	0.170570210938	0.0638245313064
a49	0.248185721914	0.0716335644153	0.0443078444945	0.0529070649424	0.0864879136583	0.0911762039647	0.070282695276	0.251198188313	0.0838208121021
a31	0.207582736638	0.0793035906718	0.0499346082982	0.0459236930475	0.0730815293528	0.0800882249882	0.0764756803587	0.266453891771	0.121156046701
a33	0.210018329546	0.0894026511573	0.0645607360994	0.0605378313492	0.0822141744509	0.0886240639294	0.0915957784529	0.195547574124	0.1174988757
</S>	0.231441177773	0.0870588239787	0.0697549180497	0.0759403548746	0.0987138252254	0.102324552965	0.0977651432264	0.135938710362	0.10106252205
