 	che	vende	buon	pane	</S>
a17	0.313392279	0.425999348136	0.0762067104	0.08206663637	0.10233497427
a31	0.265706943133	0.417721626869	0.133743606387	0.121708185377	0.0611195970733
a11	0.192238050404	0.447352663223	0.179447112709	0.130559329092	0.0504028365404
a39	0.113837651868	0.545415901404	0.143473244887	0.0945045286307	0.102768673273
a35	0.0765427479293	0.596183512545	0.100194152513	0.10637442541	0.120705133875
a39	0.0538852747098	0.590787059395	0.096213011131	0.167258091137	0.0918565356423
a31	0.0504749470633	0.559871578998	0.11459855291	0.189603333179	0.0854515764274
a24	0.0632766353811	0.515564438933	0.15272910137	0.182971306393	0.0854585173158
a18	0.0992050949937	0.374415725711	0.181862736123	0.219111711864	0.125404739732
a31	0.127533449299	0.31910992157	0.170172698974	0.232043197288	0.151140747644
a13	0.136341669734	0.274370374723	0.177485523258	0.225090826963	0.186711615281
a31	0.148065819191	0.187414169108	0.191800319619	0.222567760721	0.25015193556
a46	0.147000391077	0.182621806703	0.218496041206	0.225533476907	0.226348292787
a8	0.178326235826	0.178969068568	0.237443353069	0.224014870969	0.181246479862
</S>	0.210778498913	0.184219978284	0.224746236534	0.213104846485	0.167150447931
