 	vuole	andare	a	Lecce	</S>
a20	0.69987938814	0.0132834961764	0.0407005999187	0.20549583603	0.040640651778
a31	0.690453258807	0.0103880526529	0.0941521265474	0.189710957931	0.0152955895264
a18	0.538039242842	0.0275276362601	0.119693260651	0.306246327335	0.00849353225257
a46	0.376895984961	0.0459802022794	0.0679404301837	0.499136462895	0.0100469156289
a37	0.31124328056	0.0399351416331	0.0560616759466	0.571013049032	0.0217468437643
a23	0.265597502385	0.025820474731	0.0616077675209	0.595815870344	0.0511583727614
a18	0.207769553653	0.0302155395503	0.0724242116336	0.601137962781	0.0884527286071
a38	0.176968928878	0.0502366058634	0.0749774460779	0.56354824426	0.134268772982
a37	0.166067584693	0.0961131513545	0.100758951559	0.45215210642	0.184908210194
a31	0.191949615498	0.112776702518	0.11998693492	0.355768400473	0.219518347798
a20	0.203120706233	0.166790033173	0.11388732404	0.276247716291	0.239954206999
</S>	0.184431391116	0.238010649587	0.11521651402	0.214774783345	0.247566643499
