 	dove	aveva	per	stare	non	aveva	</S>
a24	0.735428455	0.008162949698	0.054591185505	0.109770108787	0.0278433329264	0.00988053496945	0.0543233820778
a20	0.628319303067	0.0238184759	0.041153352039	0.206364085527	0.0358175260307	0.0101624488448	0.0543647823386
a13	0.481686990689	0.03298246254	0.0549287254037	0.352814601109	0.0341079612801	0.00725755000647	0.0362216924995
a37	0.411732477563	0.0294257989587	0.0740888656812	0.362127023236	0.051388772676	0.0118726389582	0.0593644124998
a24	0.321668760054	0.0249380121662	0.0648321787071	0.259486458012	0.124821170732	0.0548906503861	0.149362781233
a31	0.259346200018	0.0166528613314	0.0384728834357	0.176452159691	0.217424334297	0.102104988795	0.189546582278
a20	0.296811627806	0.0140214690865	0.0271073475986	0.17984057465	0.203517553952	0.107662046998	0.171039398426
a0	0.364553213935	0.0214725919822	0.0297058523995	0.182042608017	0.140394176984	0.103567014399	0.158264560875
a20	0.364811863978	0.0256266799941	0.0410578373332	0.172058180986	0.115475442395	0.101998962333	0.178971039225
a31	0.253624536126	0.0211339369114	0.0419896950577	0.259677677442	0.133684891078	0.111298399498	0.178590870755
a8	0.254474850175	0.0276134690171	0.0499808082992	0.282102965547	0.141661122573	0.108569743819	0.135597033598
a23	0.330169362725	0.038487423539	0.0646737604997	0.233174882982	0.111025736191	0.0952044652063	0.127264372066
a38	0.315541728908	0.0455059327797	0.0615391996999	0.257699660661	0.10074725653	0.0987727082021	0.120193540155
a33	0.290612254303	0.0554593906066	0.0627535094333	0.265927106087	0.0977489562433	0.103084767721	0.124414021385
a31	0.277013980101	0.0516527588155	0.0643230326111	0.278229567296	0.126006430214	0.094435639027	0.108338579395
a24	0.300297752034	0.0468849910718	0.064974987137	0.237337371299	0.138820902205	0.0957802644757	0.115903742732
a18	0.248976696678	0.0538113264239	0.0705098569123	0.2582448137	0.114497252202	0.119078423759	0.134881653577
a31	0.172566807693	0.0608477376746	0.0835234071041	0.319931832233	0.113176911467	0.121900654586	0.128052665059
a33	0.188234466698	0.0731527504249	0.0935956799014	0.259553540878	0.120667727022	0.120814067795	0.143981783286
</S>	0.216871979349	0.0816581102125	0.0932475500507	0.195035629639	0.123903720211	0.130229314697	0.159053711643
